N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;delta;bind_ene_teo;Diff_bind_ene
42;129;87;216;Fr;2970.950;4.173;7742.451;0.019;-320.128;9.548;216;003189.445;4.480;1;8014.728101193523;-272.27710119352287
40;128;88;216;Ra;3291.077;8.737;7737.347;0.040;-4853.317;13.921;216;003533.117;9.379;-1;8014.2139427022275;-276.8669427022278
38;127;89;216;Ac;8144.395;10.840;7711.256;0.050;-2153.937;16.201;216;008743.367;11.637;1;7994.590926982275;-283.33492698227474
36;126;90;216;Th;10298.332;12.042;7697.662;0.056;-7500.882;54.864;216;011055.714;12.928;-1;7984.083627201541;-286.421627201541
34;125;91;216;Pa;17799.214;53.526;7659.314;0.248;-5267.137;60.450;216;019108.242;57.462;1;7954.467470192152;-295.1534701921519
32;124;92;216;U;23066.351;28.093;7631.307;0.130;*;;216;024762.747;30.158;-1;7933.96702912198;-302.6600291219802
55;136;81;217;Tl;18313;401;7695.0;2;6073;499;217;019660;430;0;7943.587184140861;-248.5871841408607
53;135;82;217;Pb;12240;298;7719.0;1;3510;299;217;013140;320;0;7967.507332604215;-248.50733260421475
51;134;83;217;Bi;8729.962;17.698;7731.848;0.082;2846.444;18.870;217;009372.000;19.000;0;7986.473743385092;-254.6257433850924
49;133;84;217;Po;5883.518;6.544;7741.36;0.030;1488.883;7.979;217;006316.216;7.025;0;8000.4864164834935;-259.1264164834938
47;132;85;217;At;4394.635;5.001;7744.616;0.023;736.135;6.151;217;004717.835;5.369;0;8009.545351899415;-264.92935189941545
45;131;86;217;Rn;3658.501;4.198;7744.403;0.019;-656.089;7.538;217;003927.562;4.506;0;8013.65054963286;-269.2475496328598
43;130;87;217;Fr;4314.590;6.531;7737.775;0.030;-1575.067;9.588;217;004631.902;7.010;0;8012.802009683829;-275.0270096838294
41;129;88;217;Ra;5889.656;7.202;7726.911;0.033;-2814.017;13.430;217;006322.806;7.731;0;8006.99973205232;-280.08873205231976
39;128;89;217;Ac;8703.673;11.389;7710.338;0.052;-3502.107;15.566;217;009343.777;12.226;0;7996.243716738333;-285.90571673833347
37;127;90;217;Th;12205.780;10.614;7690.594;0.049;-4862.630;19.132;217;013103.444;11.394;0;7980.533963741869;-289.9399637418692
35;126;91;217;Pa;17068.410;15.918;7664.58;0.073;-5905;73;217;018323.692;17.089;0;7959.870473062929;-295.29047306292887
33;125;92;217;U;22973;71;7634.0;0;*;;217;024663;77;0;7934.253244701511;-300.253244701511
56;137;81;218;Tl;23180;400;7674.0;2;7727;499;218;024885;429;1;7924.520286113014;-250.52028611301375
54;136;82;218;Pb;15453;298;7706.0;1;2237;299;218;016590;320;-1;7956.882505452265;-250.88250545226492
52;135;83;218;Bi;13216.037;27.013;7712.827;0.124;4859.136;27.085;218;014188.000;29.000;1;7970.414724042217;-257.5877240422169
50;134;84;218;Po;8356.901;1.973;7731.528;0.009;258.738;11.649;218;008971.502;2.118;-1;7992.953995712447;-261.4259957124468
48;133;85;218;At;8098.162;11.604;7729.126;0.053;2880.816;11.705;218;008693.735;12.456;1;7996.663266633378;-267.53726663337784
46;132;86;218;Rn;5217.347;2.316;7738.752;0.011;-1841.770;4.942;218;005601.052;2.486;-1;8009.379590634586;-270.62759063458543
44;131;87;218;Fr;7059.117;4.757;7726.715;0.022;407.947;12.039;218;007578.274;5.106;1;8003.265913886495;-276.5509138864945
42;130;88;218;Ra;6651.170;11.176;7724.998;0.051;-4192.439;51.931;218;007140.325;11.997;-1;8006.159290218681;-281.16129021868164
40;129;89;218;Ac;10843.609;50.740;7702.177;0.233;-1523.132;51.815;218;011641.093;54.471;1;7990.222665801567;-288.04566580156734
38;128;90;218;Th;12366.741;10.516;7691.602;0.048;-6317.029;21.130;218;013276.242;11.289;-1;7983.293094464732;-291.6910944647325
36;127;91;218;Pa;18683.770;18.329;7659.036;0.084;-3210.838;22.888;218;020057.853;19.676;1;7957.533522378597;-298.49752237859684
34;126;92;218;U;21894.608;13.714;7640.719;0.063;*;;218;023504.829;14.722;-1;7940.78100337274;-300.06200337274004
55;137;82;219;Pb;20279;401;7686.0;2;3996;446;219;021770;430;0;7938.85983856126;-252.8598385612604
53;136;83;219;Bi;16283;196;7700.0;1;3601;196;219;017480;210;0;7960.848193959431;-260.8481939594312
51;135;84;219;Po;12681.359;15.835;7713.333;0.072;2285.283;16.163;219;013614.000;17.000;0;7977.966780426216;-264.6337804262166
49;134;85;219;At;10396.076;3.237;7720.196;0.015;1566.675;2.947;219;011160.647;3.474;0;7990.2155979616155;-270.01959796161555
47;133;86;219;Rn;8829.402;2.100;7723.777;0.010;211.635;7.058;219;009478.753;2.254;0;7997.594646565627;-273.817646565627
45;132;87;219;Fr;8617.767;7.039;7721.171;0.032;-776.515;10.772;219;009251.553;7.556;0;8000.103926238258;-278.932926238258
43;131;88;219;Ra;9394.282;8.258;7714.053;0.038;-2175.199;51.142;219;010085.176;8.865;0;7997.743436979502;-283.690436979502
41;130;89;219;Ac;11569.480;50.497;7700.549;0.231;-2901.910;71.425;219;012420.348;54.210;0;7990.5131787893615;-289.96417878936154
39;129;90;219;Th;14471.390;50.576;7683.725;0.231;-4068.741;72.192;219;015535.677;54.295;0;7978.413151667835;-294.688151667835
37;128;91;219;Pa;18540.131;51.516;7661.574;0.235;-4746.439;72.333;219;019903.650;55.304;0;7961.443355614924;-299.86935561492464
35;127;92;219;U;23286.569;50.775;7636.329;0.232;-6170.086;101.905;219;024999.161;54.509;0;7939.603790630626;-303.27479063062583
33;126;93;219;Np;29456.655;88.354;7604.583;0.403;*;;219;031623.021;94.851;0;7912.894456714946;-308.31145671494596
56;138;82;220;Pb;23669;401;7672.0;2;2850;499;220;025410;430;-1;7927.324211727996;-255.32421172799604
54;137;83;220;Bi;20819;298;7682.0;1;5555;299;220;022350;320;1;7943.917238052924;-261.9172380529244
52;136;84;220;Po;15263.461;17.698;7703.224;0.080;887.714;22.549;220;016386.000;19.000;-1;7969.410812182247;-266.1868121822472
50;135;85;220;At;14375.747;13.972;7703.703;0.064;3763.670;14.090;220;015433.000;15.000;1;7976.3466124447405;-272.64361244474003
48;134;86;220;Rn;10612.077;1.815;7717.254;0.008;-870.242;4.026;220;011392.534;1.948;-1;7992.182960511629;-274.92896051162916
46;133;87;220;Fr;11482.320;4.028;7709.742;0.018;1212.075;9.061;220;012326.778;4.324;1;7989.461534711687;-279.7195347116867
44;132;88;220;Ra;10270.245;8.237;7711.696;0.037;-3473.437;10.141;220;011025.562;8.843;-1;7995.640656716142;-283.94465671614216
42;131;89;220;Ac;13743.682;6.129;7692.351;0.028;-925.417;22.941;220;014754.450;6.579;1;7983.262004853765;-290.911004853765
40;130;90;220;Th;14669.100;22.166;7684.589;0.101;-5549;56;220;015747.926;23.795;-1;7979.783900795782;-295.1949007957819
38;129;91;220;Pa;20218;51;7656.0;0;-2715;113;220;021705;55;1;7957.748022870972;-301.7480228709719
36;128;92;220;U;22933;101;7640.0;0;-7378;220;220;024620;108;-1;7944.612692750555;-304.61269275055474
34;127;93;220;Np;30311;196;7603.0;1;*;;220;032540;210;1;7912.919588763308;-309.91958876330773
55;138;83;221;Bi;24098;298;7668.0;1;4324;299;221;025870;320;0;7933.412228646428;-265.41222864642805
53;137;84;221;Po;19773.755;19.561;7684.481;0.089;2991.027;24.039;221;021228.000;21.000;0;7953.5240303754945;-269.0430303754947
51;136;85;221;At;16782.727;13.972;7694.475;0.063;2311.308;15.096;221;018017.000;15.000;0;7968.847835690987;-274.3728356909869
49;135;86;221;Rn;14471.420;5.714;7701.393;0.026;1194.130;7.231;221;015535.709;6.134;0;7979.3836445929055;-277.9906445929055
47;134;87;221;Fr;13277.290;4.886;7703.256;0.022;313.479;6.386;221;014253.757;5.245;0;7985.131457081252;-281.8754570812516
45;133;88;221;Ra;12963.811;4.630;7701.135;0.021;-1559.298;50.603;221;013917.224;4.970;0;7986.091273156026;-284.9562731560254
43;132;89;221;Ac;14523.109;50.425;7690.539;0.228;-2417.261;51.056;221;015591.199;54.133;0;7982.263092817225;-291.724092817225
41;131;90;221;Th;16940.371;8.166;7676.061;0.037;-3435.918;51.915;221;018186.236;8.766;0;7973.64691606485;-297.5859160648506
39;130;91;221;Pa;20376.288;51.281;7656.974;0.232;-4143.707;72.404;221;021874.846;55.052;0;7960.242742898902;-303.268742898902
37;129;92;221;U;24519.995;51.114;7634.684;0.231;-5330;207;221;026323.299;54.873;0;7942.050573319382;-307.36657331938204
35;128;93;221;Np;29850;200;7607.0;1;*;;221;032045;215;0;7919.070407326288;-312.07040732628775
56;139;83;222;Bi;28729;300;7649.0;1;6243;303;222;030842;322;1;7915.663764401179;-266.6637644011789
54;138;84;222;Po;22486.265;40.054;7674.005;0.180;1533.239;43.071;222;024140.000;43.000;-1;7944.0033580892305;-269.99835808923035
52;137;85;222;At;20953.026;15.835;7677.387;0.071;4580.820;15.955;222;022494.000;17.000;1;7954.050992080494;-276.6639920804946
50;136;86;222;Rn;16372.206;1.950;7694.497;0.009;-5.900;7.703;222;017576.286;2.093;-1;7972.894766621444;-278.39776662144413
48;135;87;222;Fr;16378.105;7.452;7690.947;0.034;2057.917;8.682;222;017582.620;8.000;1;7973.446581465604;-282.499581465604
46;134;88;222;Ra;14320.188;4.454;7696.692;0.020;-2301.285;6.637;222;015373.355;4.781;-1;7982.79453685945;-286.1025368594501
44;133;89;222;Ac;16621.474;5.174;7682.802;0.023;-581.637;13.228;222;017843.887;5.554;1;7973.850532556507;-291.04853255650687
42;132;90;222;Th;17203.111;12.279;7676.658;0.055;-4951;74;222;018468.300;13.182;-1;7973.702668803247;-297.0446688032471
40;131;91;222;Pa;22155;72;7651.0;0;-2118;89;222;023784;78;1;7955.262845353202;-304.26284535320156
38;130;92;222;U;24272.827;51.994;7637.764;0.234;-6746;202;222;026057.953;55.817;-1;7945.619162452838;-307.85516245283816
36;129;93;222;Np;31019;196;7604.0;1;*;;222;033300;210;1;7917.683519855687;-313.68351985568734
57;140;83;223;Bi;32137;401;7636.0;2;5058;446;223;034500;430;0;7904.275278568048;-268.2752785680477
55;139;84;223;Po;27079;196;7655.0;1;3651;196;223;029070;210;0;7927.272117785184;-272.2721177851836
53;138;85;223;At;23428.006;13.972;7668.055;0.063;3038.267;16.013;223;025151.000;15.000;0;7945.5606137862615;-277.50561378626116
51;137;86;223;Rn;20389.739;7.822;7678.171;0.035;2007.344;8.057;223;021889.285;8.397;0;7959.140766571283;-280.9697665712829
49;136;87;223;Fr;18382.394;1.932;7683.664;0.009;1149.085;0.848;223;019734.313;2.073;0;7968.01257614025;-284.34857614024986
47;135;88;223;Ra;17233.309;2.090;7685.309;0.009;-592.573;7.128;223;018500.719;2.244;0;7972.176042493159;-286.8670424931588
45;134;89;223;Ac;17825.882;7.110;7679.143;0.032;-1559.948;11.563;223;019136.872;7.632;0;7971.631165630012;-292.4881656300122
43;133;90;223;Th;19385.831;9.212;7668.64;0.041;-2934.845;71.639;223;020811.546;9.889;0;7966.377945550808;-297.73794555080804
41;132;91;223;Pa;22320.676;71.063;7651.971;0.319;-3516.330;100.506;223;023962.232;76.289;0;7956.416382255548;-304.4453822555488
39;131;92;223;U;25837.006;71.119;7632.694;0.319;-4763;208;223;027737.168;76.349;0;7941.746475744231;-309.05247574423083
37;130;93;223;Np;30600;196;7608.0;1;*;;223;032850;210;0;7922.368226016858;-314.368226016858
58;141;83;224;Bi;36830;400;7617.0;2;6920;445;224;039539;429;1;7885.7607084939855;-268.7607084939855
56;140;84;224;Po;29910;196;7644.0;1;2199;197;224;032110;210;-1;7916.842384932312;-272.8423849323117
54;139;85;224;At;27711.015;22.356;7650.735;0.100;5265.917;24.415;224;029749.000;24.000;1;7929.891711024775;-279.1567110247752
52;138;86;224;Rn;22445.098;9.814;7670.751;0.044;696.482;14.875;224;024095.804;10.536;-1;7951.634810962618;-280.88381096261764
50;137;87;224;Fr;21748.616;11.178;7670.367;0.050;2922.699;11.324;224;023348.100;12.000;1;7955.345560554599;-284.9785605545985
48;136;88;224;Ra;18825.917;1.813;7679.922;0.008;-1408.219;4.087;224;020210.453;1.945;-1;7967.7500839919585;-287.8280839919589
46;135;89;224;Ac;20234.135;4.089;7670.143;0.018;240.401;10.823;224;021722.239;4.389;1;7962.1222570834525;-291.97925708345247
44;134;90;224;Th;19993.734;10.120;7667.724;0.045;-3868.544;12.546;224;021464.157;10.864;-1;7965.18820402033;-297.4642040203298
42;133;91;224;Pa;23862.278;7.587;7646.961;0.034;-1859.974;24.329;224;025617.210;8.145;1;7950.221800611341;-303.2608006113405
40;132;92;224;U;25722.252;23.171;7635.165;0.103;-6153;197;224;027613.974;24.875;-1;7943.949171047733;-308.78417104773325
38;131;93;224;Np;31876;196;7604.0;1;*;;224;034220;210;1;7919.644191138261;-315.6441911382608
57;141;84;225;Po;34530;298;7626.0;1;4136;422;225;037070;320;0;7899.318756228226;-273.31875622822645
55;140;85;225;At;30395;298;7641.0;1;3861;298;225;032630;320;0;7920.4660269134165;-279.4660269134165
53;139;86;225;Rn;26534.141;11.140;7654.357;0.050;2713.531;16.349;225;028485.574;11.958;0;7936.9825618144705;-282.62556181447053
51;138;87;225;Fr;23820.610;11.967;7662.94;0.053;1827.501;12.158;225;025572.478;12.847;0;7948.868360931394;-285.9283609313943
49;137;88;225;Ra;21993.109;2.596;7667.586;0.012;355.763;5.007;225;023610.574;2.787;0;7956.123424264184;-288.53742426418376
47;136;89;225;Ac;21637.346;4.758;7665.69;0.021;-672.781;6.658;225;023228.647;5.107;0;7958.747751812839;-293.05775181283934
45;135;90;225;Th;22310.127;5.093;7659.222;0.023;-2030.598;71.170;225;023950.907;5.467;0;7956.741343577363;-297.51934357736354
43;134;91;225;Pa;24340.725;71.012;7646.72;0.316;-3039.196;71.827;225;026130.844;76.234;0;7950.1041995577525;-303.38419955775225
41;133;92;225;U;27379.921;10.909;7629.736;0.048;-4207.783;72.440;225;029393.555;11.711;0;7938.836319754008;-309.1003197540085
39;132;93;225;Np;31587.704;71.622;7607.557;0.318;*;;225;033910.797;76.889;0;7922.937704166133;-315.380704166133
58;142;84;226;Po;37549;401;7614.0;2;2934;499;226;040310;430;-1;7888.0325958063795;-274.0325958063795
56;141;85;226;At;34614;298;7624.0;1;5867;298;226;037160;320;1;7903.977813571491;-279.9778135714914
54;140;86;226;Rn;28747.192;10.477;7646.41;0.046;1226.653;12.190;226;030861.382;11.247;-1;7928.516423559959;-282.1064235599588
52;139;87;226;Fr;27520.539;6.230;7648.376;0.028;3852.715;6.523;226;029544.515;6.688;1;7935.2762870862525;-286.9002870862523
50;138;88;226;Ra;23667.824;1.933;7661.962;0.009;-641.440;3.274;226;025408.455;2.075;-1;7950.629542835903;-288.66754283590217
48;137;89;226;Ac;24309.264;3.100;7655.662;0.014;1111.630;4.563;226;026097.069;3.328;1;7948.204052123378;-292.5420521233773
46;136;90;226;Th;23197.634;4.481;7657.119;0.020;-2835.642;12.165;226;024903.686;4.810;-1;7954.371953634209;-297.252953634209
44;135;91;226;Pa;26033.276;11.420;7641.11;0.051;-1295.593;17.228;226;027947.872;12.259;1;7942.761108682867;-301.65110868286774
42;134;92;226;U;27328.869;12.999;7631.916;0.058;-5448;89;226;029338.749;13.955;-1;7939.74365595488;-307.82765595487945
40;133;93;226;Np;32777;88;7604.0;0;*;;226;035188;95;1;7918.947456764719;-314.9474567647194
59;143;84;227;Po;42281;401;7596.0;2;4797;499;227;045390;430;0;7869.765791400593;-273.7657914005931
57;142;85;227;At;37483;298;7613.0;1;4597;298;227;040240;320;0;7893.670097521736;-280.67009752173635
55;141;86;227;Rn;32885.834;14.091;7630.05;0.062;3203.388;15.276;227;035304.396;15.127;0;7913.019299896538;-282.96929989653745
53;140;87;227;Fr;29682.445;5.898;7640.715;0.026;2504.734;6.213;227;031865.417;6.332;0;7927.813398524992;-287.09839852499226
51;139;88;227;Ra;27177.711;1.952;7648.303;0.009;1328.132;2.265;227;029176.474;2.095;0;7938.052393407103;-289.7493934071035
49;138;89;227;Ac;25849.580;1.927;7650.707;0.008;44.757;0.830;227;027750.666;2.068;0;7943.736284542871;-293.0292845428703
47;137;90;227;Th;25804.823;2.088;7647.458;0.009;-1026.375;7.437;227;027702.618;2.241;0;7944.865071932294;-297.40707193229446
45;136;91;227;Pa;26831.198;7.420;7639.49;0.033;-2214.264;12.146;227;028804.477;7.965;0;7941.438755575373;-301.94875557537307
43;135;92;227;U;29045.462;9.705;7626.289;0.043;-3516.618;73.135;227;031181.587;10.419;0;7933.457335472106;-307.16833547210626
41;134;93;227;Np;32562.080;72.506;7607.351;0.319;-4208;123;227;034956.832;77.838;0;7920.920811622498;-313.5698116224985
39;133;94;227;Pu;36770;100;7585.0;0;*;;227;039474;107;0;7903.829184026545;-318.8291840265447
58;143;85;228;At;41684;401;7597.0;2;6441;401;228;044750;430;1;7876.412451936188;-279.4124519361876
56;142;86;228;Rn;35243.465;17.677;7621.645;0.078;1859.244;18.916;228;037835.418;18.977;-1;7903.646843055744;-282.00184305574385
54;141;87;228;Fr;33384.221;6.732;7626.368;0.030;4443.953;7.021;228;035839.437;7.226;1;7913.350277363475;-286.98227736347417
52;140;88;228;Ra;28940.268;1.996;7642.428;0.009;45.540;0.634;228;031068.657;2.142;-1;7931.548653805218;-289.12065380521835
50;139;89;228;Ac;28894.728;2.094;7639.196;0.009;2123.743;2.645;228;031019.767;2.247;1;7932.216073435133;-293.0200734351329
48;138;90;228;Th;26770.984;1.807;7645.08;0.008;-2152.602;4.340;228;028739.835;1.940;-1;7941.378435199063;-296.2984351990626
46;137;91;228;Pa;28923.586;4.340;7632.207;0.019;-298.640;14.929;228;031050.748;4.659;1;7933.009840151165;-300.8028401511647
44;136;92;228;U;29222.226;14.354;7627.466;0.063;-4373.468;52.545;228;031371.351;15.409;-1;7933.136187237278;-305.6701872372778
42;135;93;228;Np;33595.694;50.572;7604.853;0.222;-2491.677;58.346;228;036066.462;54.291;1;7915.731577511568;-310.8785775115675
40;134;94;228;Pu;36087.370;29.143;7590.493;0.128;*;;228;038741.387;31.286;-1;7906.821909919869;-316.32890991986824
59;144;85;229;At;44823;401;7585.0;2;5461;401;229;048120;430;0;7865.273132599331;-280.2731325993309
57;143;86;229;Rn;39362.400;13.041;7605.622;0.057;3694.138;13.967;229;042257.276;14.000;0;7887.355338646482;-281.73333864648157
55;142;87;229;Fr;35668.262;5.001;7618.337;0.022;3106.298;16.231;229;038291.455;5.368;0;7904.956164943632;-286.6191649436314
53;141;88;229;Ra;32561.963;15.441;7628.485;0.067;1872.030;19.623;229;034956.707;16.576;0;7918.075611490775;-289.5906114907757
51;140;89;229;Ac;30689.933;12.109;7633.244;0.053;1104.350;12.346;229;032947.000;13.000;0;7926.713678287916;-293.4696782879164
49;139;90;229;Th;29585.583;2.405;7634.65;0.011;-311.325;3.715;229;031761.431;2.581;0;7930.870365335053;-296.22036533505343
47;138;91;229;Pa;29896.908;3.280;7629.874;0.014;-1313.646;6.655;229;032095.652;3.521;0;7930.545672632187;-300.67167263218744
45;137;92;229;U;31210.554;5.938;7620.721;0.026;-2569.122;87.031;229;033505.909;6.374;0;7925.739600179315;-305.0186001793154
43;136;93;229;Np;33779.675;86.848;7606.086;0.379;-3615.915;100.792;229;036263.974;93.235;0;7916.452147976441;-310.3661479764405
41;135;94;229;Pu;37395.590;51.176;7586.88;0.223;-4754.430;101.230;229;040145.819;54.939;0;7902.683316023562;-315.8033160235618
39;134;95;229;Am;42150.020;87.348;7562.702;0.381;*;;229;045249.909;93.772;0;7884.433104320679;-321.73110432067915
58;144;86;230;Rn;42048;196;7596.0;1;2561;196;230;045140;210;-1;7877.12757245266;-281.1275724526604
56;143;87;230;Fr;39486.768;6.541;7603.704;0.028;4970.462;12.198;230;042390.791;7.022;1;7889.673115791623;-285.96911579162315
54;142;88;230;Ra;34516.306;10.296;7621.914;0.045;677.924;18.888;230;037054.780;11.053;-1;7910.617030996814;-288.70303099681405
52;141;89;230;Ac;33838.383;15.835;7621.46;0.069;2975.789;15.882;230;036327.000;17.000;1;7914.272148322038;-292.8121483220384
50;140;90;230;Th;30862.593;1.210;7630.996;0.005;-1311.014;2.833;230;033132.358;1.299;-1;7926.325637513495;-295.3296375134951
48;139;91;230;Pa;32173.607;3.038;7621.895;0.013;558.605;4.592;230;034539.789;3.261;1;7921.090328824985;-299.19532882498424
46;138;92;230;U;31615.002;4.509;7620.922;0.020;-3621.290;51.461;230;033940.102;4.841;-1;7924.253392002707;-303.3313920027076
44;137;93;230;Np;35236.291;51.288;7601.776;0.223;-1698.101;53.363;230;037827.716;55.059;1;7910.1276573004625;-308.35165730046265
42;136;94;230;Pu;36934.392;14.824;7590.991;0.064;-5998;134;230;039650.703;15.913;-1;7904.400294464448;-313.40929446444807
40;135;95;230;Am;42932;133;7562.0;1;*;;230;046089;143;1;7881.384133748469;-319.38413374846914
59;145;86;231;Rn;46454;298;7579.0;1;4373;298;231;049870;320;0;7860.08946820848;-281.08946820847996
57;144;87;231;Fr;42080.575;7.731;7594.5;0.033;3864.089;13.749;231;045175.357;8.300;0;7880.3993799205355;-285.89937992053547
55;143;88;231;Ra;38216.486;11.370;7607.841;0.049;2453.636;17.301;231;041027.086;12.206;0;7896.299792326002;-288.45879232600146
53;142;89;231;Ac;35762.849;13.041;7615.076;0.056;1946.959;13.098;231;038393.000;14.000;0;7907.790705424887;-292.71470542488714
51;141;90;231;Th;33815.891;1.218;7620.118;0.005;391.487;1.460;231;036302.853;1.308;0;7914.872119217188;-294.7541192171875
49;140;91;231;Pa;33424.404;1.772;7618.426;0.008;-381.611;2.033;231;035882.575;1.902;0;7917.544033702903;-299.1180337029027
47;139;92;231;U;33806.015;2.670;7613.387;0.012;-1818.498;50.577;231;036292.252;2.866;0;7915.806448882034;-302.419448882034
45;138;93;231;Np;35624.513;50.547;7602.128;0.219;-2684.492;55.333;231;038244.490;54.264;0;7909.659364754581;-307.53136475458086
43;137;94;231;Pu;38309.005;22.549;7587.12;0.098;-4101;301;231;041126.410;24.206;0;7899.102781320545;-311.98278132054475
41;136;95;231;Am;42410;300;7566.0;1;-4860;424;231;045529;322;0;7884.136698579921;-318.13669857992136
39;135;96;231;Cm;47270;300;7542.0;1;*;;231;050746;322;0;7864.761116532715;-322.7611165327153
58;145;87;232;Fr;46072.834;13.972;7579.347;0.060;5575.880;16.702;232;049461.224;15.000;1;7864.344798047676;-284.99779804767604
56;144;88;232;Ra;40496.953;9.151;7600.009;0.039;1342.534;15.931;232;043475.270;9.823;-1;7887.93851576073;-287.9295157607303
54;143;89;232;Ac;39154.419;13.041;7602.424;0.056;3707.635;13.118;232;042034.000;14.000;1;7894.480139979023;-292.0561399790231
52;142;90;232;Th;35446.784;1.422;7615.033;0.006;-499.850;7.734;232;038053.689;1.526;-1;7909.32539566857;-294.29239566856995
50;141;91;232;Pa;35946.633;7.645;7609.506;0.033;1337.103;7.428;232;038590.300;8.207;1;7907.118557863355;-297.6125578633546
48;140;92;232;U;34609.530;1.809;7611.897;0.008;-2750;100;232;037154.860;1.942;-1;7913.215351529394;-301.318351529394
46;139;93;232;Np;37360;100;7597.0;0;-1004;102;232;040107;107;1;7902.260051700672;-305.2600517006722
44;138;94;232;Pu;38363.140;17.595;7588.974;0.076;-4976;300;232;041184.526;18.888;-1;7899.608383343205;-310.6343833432047
42;137;95;232;Am;43340;300;7564.0;1;-2973;362;232;046527;322;1;7879.904621490974;-315.904621490974
40;136;96;232;Cm;46312;202;7548.0;1;*;;232;049718;217;-1;7868.50449111;-320.50449111000034
59;146;87;233;Fr;48920.051;19.561;7569.239;0.084;4585.991;21.369;233;052517.838;21.000;0;7854.240338791821;-285.0013387918216
57;145;88;233;Ra;44334.060;8.603;7585.564;0.037;3026.027;15.623;233;047594.573;9.235;0;7872.826044045031;-287.26204404503096
55;144;89;233;Ac;41308.033;13.041;7595.193;0.056;2576.318;13.118;233;044346.000;14.000;0;7887.072348651961;-291.87934865196075
53;143;90;233;Th;38731.715;1.425;7602.893;0.006;1242.243;1.122;233;041580.208;1.529;0;7896.979252612612;-294.08625261261204
51;142;91;233;Pa;37489.472;1.336;7604.866;0.006;570.296;1.975;233;040246.605;1.434;0;7902.546755926986;-297.6807559269864
49;141;92;233;U;36919.176;2.255;7603.956;0.010;-1029.415;51.005;233;039634.367;2.420;0;7903.7748585950785;-299.8188585950784
