N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;delta;delta_I4;bind_ene_total;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene;Diff_bind_ene_total;atomic_mass_teo;atomic_mass_calc;Diff_atomic_mass;mass_excess_calc;Diff_mass_excess;bind_ene_calc;Diff_bind_ene_calcs;B_e;M_N_teo;M_N_exp;Diff_nuclear_mass
13;22;9;31;F;56143.0;546;6.033;18;24961;608;31;28932.46022793941;0.54678703888364;0;0;187.02300000000002;5.400542774401787;167.41682600645538;0.6324572255982135;19.606173993544644;28952.070127752675;28932.46395375913;-0.003725819718965795;56143.01261940966;-0.012619409659237135;6.033120187732903;-0.00012018773290289886;0.0027553759588570008;28947.473892572423;28927.863992759158;-19.609899813265656
-3;14;17;31;Cl;-7034.551;3.447;7.869209;0.111;-18360;200;30;28869.28266313513;0.003446528183764;0;0;243.94547899999998;7.788614928481835;241.44706278293688;0.08059407151816433;2.4984162170630952;28871.781118155544;28869.28270193848;-3.880334770656191e-05;-7034.552184867448;0.0011848674475913867;7.8692102517209515;-1.251720951778168e-06;0.012603409759019047;28863.106739403574;28860.60828438316;-2.4984550204135303
-5;13;18;31;Ar;11325.0;200;7.252;6;*;;31;28887.642320633026;0.20027123229979998;0;0;224.81199999999998;7.150429178974522;221.6633045482102;0.10157082102547754;3.1486954517897914;28890.78252978769;28887.6338343359;0.008486297127092257;11325.105313023936;-0.10531302393610531;7.251726248479827;0.00027375152017317106;0.014449546519146466;28881.59899822179;28878.458789067125;-3.1402091546660813
12;22;10;32;Ne;36999.0;503;6.671;16;18359;504;32;29844.810264839754;0.5030068160088;-1;1;213.472;6.238661829113507;199.63717853163223;0.43233817088649307;13.834821468367778;29858.632850340477;29844.79802887211;0.012235967646120116;36998.94579975424;0.0542002457586932;6.670617626011108;0.0003823739888924038;0.0035444813290531753;29853.526405314908;29839.703819814185;-13.822585500722198
-4;14;18;32;Ar;-2200.351;1.770;7.7000079999999995;0.055;-23299;401;31;29805.610967887038;0.0017698387970679999;-1;1;246.40025599999998;7.612498128504234;243.5999401121355;0.08750987149576517;2.8003158878644854;29808.411315939324;29805.61100005146;-3.2164422009373084e-05;-2200.3511529622856;0.00015296228548322688;7.700009005138213;-1.005138213550083e-06;0.014449546519146466;29799.227784373423;29796.427436321137;-2.800348052285699
-6;13;19;32;K;21098.0;401;6.947;13;*;;32;29828.90966048926;0.40054246459959997;1;-1;222.304;6.771285888627548;216.68114843608154;0.17571411137245185;5.622851563918459;29834.5477610128;29828.92490944888;-0.015248959622113034;21098.341449256815;-0.3414492568153946;6.947476529988194;-0.00047652998819369685;0.016444329755885077;29824.855225279443;29819.2171247559;-5.638100523541652
13;23;10;33;Ne;45997.0;596;6.44;18;22217;747;33;30785.302601601692;0.5961562263807999;0;0;212.52;5.91622681982775;195.23548505431575;0.5237731801722507;17.284514945684265;30802.599965533354;30785.31545058767;-0.012848985978052951;45997.178841692956;-0.17884169295575703;6.4403893632114695;-0.0003893632114690959;0.0035444813290531753;30797.493520507785;30780.196156576123;-17.297363931662403
-3;15;18;33;Ar;-9384.292;0.401;7.928955;0.012;-16426;196;32;30729.921129192295;0.00040054246459959994;0;0;261.655515;7.862335148594439;259.4570599036165;0.06661985140556137;2.1984550963834977;30732.1196178634;30729.92116276702;-3.3574724511709064e-05;-9384.293567705594;0.001567705594425206;7.92895601741585;-1.0174158502351816e-06;0.014449546519146466;30722.9360862975;30720.737597626394;-2.198488671107043
-5;14;19;33;K;7042.0;196;7.407;6;*;;33;30746.34751818412;0.1956137617812;0;0;244.431;7.2765827499775755;240.12723074925998;0.13041725002242455;4.303769250740032;30750.66710041518;30746.36333116444;-0.015812980320333736;7042.0954241213485;-0.09542412134851475;7.407479181221843;-0.00047918122184320566;0.016444329755885077;30740.974564681823;30736.654982450764;-4.31958223105903
14;24;10;34;Ne;52842.0;513;6.287;15;21161;789;34;31723.641323995827;0.51325325114972;-1;1;213.758;5.721222794709941;194.52157502013802;0.5657772052900585;19.236424979861994;31742.879297283092;31723.64287230323;-0.0015483074021176435;52841.79751582785;0.20248417215043446;6.287045538453051;-4.553845305110826e-05;0.0035444813290531753;31737.772852257523;31718.53487897026;-19.23797328726505
