N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;delta;delta_I4;bind_ene_total;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene;Diff_bind_ene_total;atomic_mass_teo;atomic_mass_calc;Diff_atomic_mass;mass_excess_calc;Diff_mass_excess;bind_ene_calc;Diff_bind_ene_calcs;B_e;M_N_teo;M_N_exp;Diff_nuclear_mass
39;99;60;159;Nd;-49724.007;29.808;8.0888224;0.1875;6830.3441;31.4529;158;148057.83848390632;0.02980781131904;0;0;1286.1227615999999;8.065663173006703;1282.4404445080659;0.023159226993296755;3.68231709193401;148061.5208121111;148057.83849501915;-1.1112831998616457e-05;-49724.007573670206;0.0005736702078138478;8.088822469892092;-6.98920921138324e-08;0.2616876023281217;148031.122562672;148027.44023446724;-3.682328204769874
40;100;60;160;Nd;-46724.515;46.575;8.0699662;0.2911;6170.1238;46.6198;159;148992.3320796803;0.046574705185999994;-1;1;1291.1945919999998;8.04808243566273;1287.6931897060367;0.021883764337269795;3.5014022939631104;148995.83348862868;148992.3320863347;-6.654416210949421e-06;-46724.51551971566;0.000519715656992048;8.06996624159019;-4.1590190846818587e-08;0.2616876023281217;148965.4352391896;148961.9338302412;-3.5014089483884163
38;99;61;160;Pm;-52894.639;2.049;8.1036398;0.0128;7338.5338;2.8330;159;148986.16195588667;0.002049287028184;1;-1;1296.5823679999999;8.081023061780588;1292.963689884894;0.022616738219412014;3.618678115105922;148989.78064184726;148986.16196373216;-7.845490472391248e-06;-52894.639313340886;0.0003133408827125095;8.103639849034334;-4.903433392655643e-08;0.2724968105814297;148958.88220266576;148955.26351670516;-3.6186859605950303
39;100;61;161;Pm;-50086.589;9.035;8.0859977;0.0561;6585.4546;11.3187;160;149920.46410912945;0.009035492806083999;0;0;1301.8456297;8.065334271479815;1298.5188177082503;0.020663428520185434;3.3268119917497643;149923.79093573947;149920.46412374772;-1.4618271961808205e-05;-50086.58979055941;0.0007905594102339819;8.085997790796682;-9.079668217282233e-08;0.2724968105814297;149892.89249655796;149889.56566994794;-3.326826610020362
38;100;62;162;Sm;-54379.053;3.523;8.1075745;0.0218;4343.8905;3.7605;161;150847.66574829537;0.00352291070026904;-1;1;1313.427069;8.090087861734762;1310.5942336010314;0.017486638265237886;2.8328353989686548;150850.49859495964;150847.66575956068;-1.1265306966379285e-05;-54379.05434461273;0.0013446127268252894;8.107574569538917;-6.953891684702285e-08;0.28357898706086254;150819.10023900392;150816.26739233965;-2.832846664270619
39;101;62;163;Sm;-50599.612;7.359;8.0841653;0.0451;5974.2073;7.4141;162;151782.93929432883;0.007358803419388001;0;0;1317.7189439;8.06372564986682;1314.3872809282916;0.02043965013318072;3.3316629717085107;151786.27096934794;151782.93930637624;-1.204741420224309e-05;-50599.612031180186;3.1180185033008456e-05;8.08416537391047;-7.391046885629748e-08;0.28357898706086254;151754.87261339222;151751.5409383731;-3.3316750191152096
40;102;62;164;Sm;-47925.314;4.099;8.0677803;0.0250;5306.8315;4.5907;163;152717.10769526474;0.004098574056368;-1;1;1323.1159692;8.04811540013474;1319.8909256220975;0.01966489986526021;3.2250435779026247;152720.33274636968;152717.10770279178;-7.5270363595336676e-06;-47925.31481526138;0.0008152613809215836;8.067780345896608;-4.5896607403506096e-08;0.28357898706086254;152688.93439041395;152685.70933930902;-3.225051104935119
38;101;63;164;Eu;-53232.146;2.068;8.0953686;0.0126;6461.5416;2.2969;163;152711.80086343954;0.0020669854161546796;1;-1;1327.6404504000002;8.074688878741842;1324.2489761136621;0.020679721258158423;3.3914742863380525;152715.19234927557;152711.80087498922;-1.154968049377203e-05;-53232.14664045892;0.0006404589221347123;8.095368670424937;-7.04249369931631e-08;0.2949375864193932;152683.2943529685;152679.90286713248;-3.391485836036736
36;100;64;164;Gd;-59693.688;1.000;8.1299978;0.0061;2411.2959;2.1143;163;152705.33932171555;0.0009994931732915599;-1;1;1333.3196392;8.11563823817501;1330.9646710607014;0.014359561824990763;2.354968139298535;152707.69430772593;152705.33933958664;-1.7871090676635504e-05;-59693.68836443319;0.00036443318822421134;8.129997908970036;-1.0897003654974924e-07;0.3065761233373353;152675.29695100512;152672.94196499474;-2.3549860103812534
39;102;63;165;Eu;-50729.103;5.213;8.0800529;0.0316;5796.6788;5.3733;164;153645.79801011598;0.005212641004417119;0;0;1333.2087285;8.060902561279603;1330.0489226111345;0.019150338720397286;3.1598058888655487;153648.95782449364;153645.79801860478;-8.48880154080689e-06;-50729.103684010704;0.0006840107016614638;8.080052951447291;-5.1447290871919904e-08;0.2949375864193932;153617.05982818658;153613.90001380892;-3.1598143776645884
37;101;64;165;Gd;-56525.782;1.304;8.1104428;0.0079;4063.0674;2.0189;164;153640.00133162347;0.001304091745208;0;0;1338.223062;8.0930933349375;1335.3604002646875;0.017349465062499903;2.8626617353124857;153642.86400023755;153640.00133850222;-6.878748536109924e-06;-56525.782176543566;0.00017654356634011492;8.110442841689412;-4.1689412810796966e-08;0.3065761233373353;153610.46664351673;153607.60397490265;-2.8626686140778475
35;100;65;165;Tb;-60588.849;1.541;8.130325899999999;0.0093;3023.4392;1.6915;164;153635.93826425937;0.0015406912475528797;0;0;1341.5037734999999;8.116901524739857;1339.2887515820764;0.01342437526014173;2.2150219179234227;153638.15330231757;153635.93828039963;-1.6140256775543094e-05;-60588.84954062417;0.0005406241689343005;8.130325997819785;-9.781978604905817e-08;0.31849817453488416;153605.25686869727;153603.04183063906;-2.215038058202481
38;102;64;166;Gd;-54370.926;1.584;8.097226;0.0095;3437.8515;2.1558;165;154573.6502913929;0.0015835399763239999;-1;1;1344.139516;8.081026664930212;1341.4504263784152;0.016199335069787324;2.689089621584799;154576.33939583937;154573.65030621778;-1.4824880054220557e-05;-54370.926127112565;0.00012711256567854434;8.09722608930648;-8.93064804330379e-08;0.3065761233373353;154543.94203911856;154541.25293467208;-2.6891044464719016
39;103;64;167;Gd;-50775.732;5.213;8.075542800000001;0.0312;5107.3505;5.5584;166;155508.73958882416;0.005212641004417119;0;0;1348.6156476;8.056926355245263;1345.506701325959;0.01861644475473767;3.1089462740410454;155511.84854260736;155508.73959633333;-7.509166607633233e-06;-50775.73241582764;0.00041582763515179977;8.075542844965089;-4.4965087653281444e-08;0.3065761233373353;155479.45118588654;155476.34223210334;-3.1089537832012866
37;102;65;167;Tb;-55883.082;1.929;8.101441;0.0116;4028.3686;4.4459;166;155503.63223832427;0.00192912428880412;0;0;1352.940647;8.08606488357879;1350.3728355576577;0.015376116421210284;2.5678114423421903;155506.2000617731;155503.63225033073;-1.2006465112790465e-05;-55883.082915740364;0.0009157403619610704;8.101441071895064;-7.189506412430546e-08;0.31849817453488416;155473.3036281528;155470.73580470396;-2.5678234488295857
38;103;65;168;Tb;-52781.181;4.192;8.082798;0.0250;5777.2167;140.0696;167;156438.22824349147;0.0041917234667400004;1;-1;1357.9100640000001;8.06385390404595;1354.7274558797194;0.01894409595405122;3.1826081202807472;156441.4108631666;156438.2282550463;-1.1554831871762872e-05;-52781.18146852392;0.00046852392551954836;8.082798068778738;-6.877873737209939e-08;0.31849817453488416;156408.51442954628;156405.33180987116;-3.1826196751208045
31;121;90;211;Th;13876.396;86.070;7.6718506;0.4079;-8175.8296;110.6091;211;196559.1322808581;0.08606912368962427;0;0;1618.7604766;7.668784040164807;1618.1134324747743;0.0030665598351928836;0.6470441252256478;196559.77935527608;196559.13231115087;-3.029278013855219e-05;13876.395938079339;6.192066211951897e-05;7.67185074356768;-1.4356768041068335e-07;0.7206603352790935;196514.51011004925;196513.86303563125;-0.6470744179969188
29;120;91;211;Pa;22052.226;69.472;7.6293948;0.3293;*;;211;196567.30810986526;0.06947176174954131;0;0;1609.8023028;7.6311143660893;1610.1651312448423;-0.0017195660893003506;-0.36282844484230736;196566.94530990344;196567.30813834828;-2.8483016649261117e-05;22052.224945270795;0.0010547292040428147;7.6293949349906125;-1.3499061246591282e-07;0.7414596979622787;196521.1858650886;196521.54866505042;0.36279996181838214
40;130;90;220;Th;14689.538;13.687;7.6844964;0.0622;-5588.8595;20.0508;220;204943.39235559545;0.01368644286595796;-1;1;1690.5892079999999;7.688804058329157;1691.5368928324144;-0.004307658329157249;-0.9476848324145521;204942.4446903585;204943.39237519092;-1.959546352736652e-05;14689.537195453953;0.0008045460472203558;7.684496489070245;-8.907024540150132e-08;0.7206603352790935;204897.17544513167;204898.12311036862;0.9476652369485237
34;127;93;220;Np;30475.022;30.718;7.6020758;0.1396;*;;220;204959.17784031565;0.030717881058374433;1;-1;1672.456676;7.606934370308065;1673.5255614677742;-0.0048585703080652465;-1.0688854677741801;204958.10898191537;204959.17786738314;-2.706749364733696e-05;30475.02191564164;8.435836207354441e-05;7.60207592303407;-1.230340700431043e-07;0.7842969488438017;204911.37037645004;204912.43923485032;1.068858400278259
42;132;90;222;Th;17203.039;10.216;7.6766592000000005;0.0460;-4861.3220;87.1915;222;206808.89406387619;0.010214764341393519;-1;1;1704.2183424000002;7.684659759391136;1705.994466584832;-0.008000559391135198;-1.776124184831815;206807.11796003717;206808.894084222;-2.0345818484202027e-05;17203.038036192953;0.0009638070478104055;7.676659291647878;-9.164787773130456e-08;0.7206603352790935;206761.84871481033;206763.62481864935;1.7761038390162867
40;131;91;222;Pa;22064.361;86.606;7.6512373;0.3901;-2208.4729;101.0129;222;206813.75538629043;0.086605664293367;1;-1;1698.5746806;7.66103700210623;1700.7502144675832;-0.009799702106230157;-2.1755338675832263;206811.57986555184;206813.75539941943;-1.3128999853506684e-05;22064.36045043888;0.0005495611221704166;7.651237359139618;-5.913961764747455e-08;0.7414596979622787;206765.820420737;206767.9959414756;2.1755207385867834
38;130;92;222;U;24272.834;51.994;7.637765099999999;0.2342;-7001.8072;64.4300;222;206815.96385914047;0.05199320638733924;-1;1;1695.5838522;7.647108969464213;1697.6581912210554;-0.009343869464213839;-2.0743390210554935;206813.88954219577;206815.96388121683;-2.207636134698987e-05;24272.833300468534;0.0006995314652158413;7.637765199443124;-9.944312484577722e-08;0.762669862342978;206767.64030859462;206769.71462553932;2.0743169446941465
39;131;92;223;U;26045.278;59.054;7.631761099999999;0.2648;-4613.3046;101.7520;223;207749.23040704656;0.059053000199433124;0;0;1701.8827253;7.644012482134663;1704.6147835160298;-0.01225138213466348;-2.7320582160298272;207746.49837161636;207749.2304298324;-2.2785825422033668e-05;26045.277486557523;0.0005134424754942302;7.631761202178613;-1.0217861401429218e-07;0.762669862342978;207700.2491380152;207702.9811734454;2.7320354302064516
40;132;92;224;U;25742.69;15.261;7.6350742;0.0681;-6289.5572;32.7036;224;208680.4219232904;0.01526066790124476;-1;1;1710.2566208;7.647457608663152;1713.030504340546;-0.012383408663152018;-2.7738835405459668;208677.64807250744;208680.42195604797;-3.275755443610251e-05;25742.69001040329;-1.040329152601771e-05;7.63507434623911;-1.4623910971067744e-07;0.762669862342978;208631.3988389063;208634.17268968927;2.7738507829781156
42;134;92;226;U;27328.797;11.071;7.631916599999999;0.0490;-5488.0792;102.6485;226;210544.9962379045;0.01106987592860848;-1;1;1724.8131515999999;7.645214768005665;1727.8185375692801;-0.01329816800566519;-3.005385969280269;210541.99088270983;210544.9962686791;-3.0774594051763415e-05;27328.797184490613;-0.00018449061462888494;7.631916736170832;-1.3617083283179454e-07;0.762669862342978;210495.74164910868;210498.74700430335;3.0053551946766675
