N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;delta;delta_I4;bind_ene_total;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene;Diff_bind_ene_total;atomic_mass_teo;atomic_mass_calc;Diff_atomic_mass;mass_excess_calc;Diff_mass_excess;bind_ene_calc;Diff_bind_ene_calcs;B_e;M_N_teo;M_N_exp;Diff_nuclear_mass
23;48;25;73;Mn;-6700.0;600;7.895;8;17289;781;72;67992.36933447194;0.5998822027956799;0;0;576.3349999999999;7.698030583213594;561.9562325745924;0.19696941678640556;14.378767425407545;68006.76088759676;67992.38212017134;-0.01278569940768648;-6700.237088058791;0.23708805879141437;7.895175146567317;-0.00017514656731698608;0.031712363399773874;67994.0176261929;67979.62607306808;-14.391553124820348
24;50;26;76;Fe;-10590.0;600;7.943;8;15070;781;75;70782.9617262548;0.5998822027956799;-1;1;603.668;7.72475704667118;587.0815355470097;0.2182429533288195;16.5864644529903;70799.54950316844;70782.96303871545;-0.0013124606484780088;-10590.156465207745;0.1564652077449864;7.943017269219126;-1.7269219126703206e-05;0.034835114995858;70786.2983655655;70769.71058865185;-16.5877769136423
24;51;27;78;Co;-15320.0;700;7.997;9;19560;806;77;72641.21980663612;0.6995520718937199;1;-1;623.766;7.780824705572398;606.904327034647;0.21617529442760208;16.86167296535291;72658.07520850934;72641.21353554398;0.00627109213382937;-15320.283523882314;0.28352388231360237;7.996919601382942;8.039861705810836e-05;0.038130760539189984;72644.31636760125;72627.46096572802;-16.855401873224764
25;53;28;81;Ni;-16090.0;700;8.0;9;15820;761;80;75434.93270366645;0.6995520718937199;0;0;648.0;7.800467874082465;631.8378978006797;0.19953212591753466;16.162102199320316;75451.0555562874;75434.89345408809;0.03924957835988607;-16089.697653558336;-0.302346441663758;7.999515437304199;0.00048456269580121614;0.041602102642343826;75436.78918777073;75420.66633514977;-16.122852620959748
26;54;28;82;Ni;-10720.0;800;7.935;10;15010;894;81;76371.79687089438;0.80015343509548;-1;1;650.67;7.735343218902991;634.2981439500453;0.19965678109700846;16.37185604995466;76388.16073185361;76371.78887580366;0.007995090723852627;-10719.63414561562;-0.36585438437941775;7.934902498893591;9.750110640904808e-05;0.041602102642343826;76373.89436333693;76357.5305023777;-16.363860959230806
25;54;29;83;Cu;-20390.0;500;8.044;6;15900;583;82;77293.62020282957;0.50021233369764;0;0;667.652;7.87848322839569;653.9141079568423;0.16551677160431044;13.737892043157785;77307.32784295978;77293.58995091662;0.03025191294727847;-20390.405930429937;0.40593042993714334;8.043635519121139;0.00036448087886142844;0.04525191164001009;77292.55412530141;77278.84648517119;-13.707640130218351
26;55;29;84;Cu;-13720.0;500;7.965;6;18110;640;83;78231.78473582631;0.50021233369764;1;-1;669.06;7.785978406470868;654.0221861435529;0.17902159352913216;15.037813856447087;78246.78518648863;78231.74737263219;0.0373631941183703;-13719.976653694355;-0.023346305644736276;7.9645552000699915;0.00044479993000834384;0.04525191164001009;78232.01146883026;78217.01101816793;-15.000450662322692
26;56;30;86;Zn;-20062.0;500;8.032;6;13699;640;85;80088.43133140817;0.50021233369764;-1;1;690.752;7.8907855855478255;678.607560357113;0.14121441445217453;12.144439642886937;80100.54830910361;80088.40386946073;0.027461947436677292;-20061.588511839487;-0.41148816051281756;8.031680675029726;0.000319324970273982;0.04908293004112967;80085.26742351295;80073.1504458175;-12.11697769544844
26;57;31;88;Ga;-22390.0;500;8.05;6;17129;640;87;81949.09080358887;0.50021233369764;1;-1;708.4000000000001;7.927904662972693;697.6556103415969;0.12209533702730813;10.744389658403179;81959.84875594768;81949.10436628928;-0.01356270040560048;-22390.32377112413;0.3237711241308716;8.050154121595453;-0.0001541215954521391;0.053097876708818555;81944.06088635299;81933.30293399419;-10.757952358806506
0;51;51;102;Sb;-51100.0;400;8.181;4;*;;101;94961.29867589811;0.39961097049587996;1;-1;834.4619999999999;8.056690828919923;821.7824645498321;0.12430917108007655;12.679535450167805;94973.99087370564;94961.31133825547;-0.012662357359658927;-51099.90354188113;-0.09645811886730371;8.181124140758424;-0.00012414075842492878;0.17614537945466716;94948.10607259991;94935.41387479239;-12.6921978075261
30;67;37;104;Rb;-27450.0;500;8.057;5;16310;583;103;96847.93658713748;0.50021233369764;1;-1;837.928;7.996257578773048;831.610788192397;0.06074242122695228;6.31721180760303;96854.24624593035;96847.92903412275;0.007553014729637653;-27450.199742530232;0.19974253023247002;8.056927374858368;7.262514163208778e-05;0.08120027944291754;96835.42048503426;96829.11082624139;-6.309658792873961
0;52;52;104;Te;-49626.831;317.609;8.1573256;3.0539;*;;103;96825.7599555657;0.3176087500630972;-1;1;848.3618624000001;8.053881807289686;837.6037079581274;0.10344379271031379;10.758154441872648;96836.51812712589;96825.75997268403;-1.7118320101872087e-05;-49626.83131429902;0.00031429902446689084;8.157325764599172;-1.645991716259232e-07;0.184644435472131;96810.13082612549;96799.3726545653;-10.758171560184564
0;53;53;106;I;-43300.0;400;8.089;4;*;;105;98695.07542240268;0.39961097049587996;1;-1;857.4340000000001;8.005513884031526;848.5844717073418;0.08348611596847455;8.849528292658306;98703.8858602052;98695.03633191256;0.039090490114176646;-43299.57191732666;-0.4280826733374852;8.088631221791317;0.0003687782086831959;0.19338773273850673;98676.99630355138;98668.18586574885;-8.810437802530942
0;54;54;108;Xe;-42632.357;379.497;8.0748886;3.5139;*;;107;100558.73084509675;0.3794962868201503;-1;1;872.0879688;8.000876017041614;864.0946098404943;0.07401258295838531;7.993358959505713;100566.72421890059;100558.73085994109;-1.4844335964880884e-05;-42632.35666324752;-0.0003367524841451086;8.074888737447543;-1.3744754312483565e-07;0.2023782777170466;100539.33265384105;100531.33928003721;-7.99337380383804
33;73;40;113;Zr;-26340.0;300;8.027;3;13870;500;112;105232.4938615891;0.29994110139783997;0;0;907.0509999999999;7.968906412505224;900.4864246130903;0.058093587494775;6.56457538690961;105239.11236514193;105232.54778975502;-0.053928165914840065;-26339.858770893024;-0.1412291069755156;8.027477240406386;-0.0004772404063864144;0.09795082862197252;105218.77035794297;105212.15185439013;-6.618503552832408
34;75;41;116;Nb;-25230.0;300;8.012;3;15980;583;115;108028.08558222663;0.29994110139783997;1;-1;929.392;7.9460325247746395;921.7397728738582;0.06596747522536095;7.652227126141838;108035.77293542527;108028.12070829912;-0.03512607248558197;-25230.449293370417;0.4492933704168536;8.012302810969764;-0.0003028109697638115;0.10395197947498747;108014.92593042644;108007.2385772278;-7.68735319863481
35;77;42;119;Mo;-26580.0;300;8.019;3;13590;583;118;110821.21815843035;0.29994110139783997;0;0;954.261;7.942196129250042;945.121339380755;0.07680387074995831;9.139660619244978;110830.30528746247;110821.16562684323;0.052531587120029144;-26580.184249654933;0.18424965493250056;8.018558558091417;0.0004414419085829735;0.11016640990872416;110808.9534979434;110799.86636891127;-9.087129032122903
36;79;43;122;Tc;-26305.0;300;8.011;2;15475;583;121;113615.97526035094;0.29994110139783997;1;-1;977.3419999999999;7.919686902837876;966.2018021462209;0.09131309716212321;11.140197853779;113627.13874324111;113615.99854538732;-0.02328503638273105;-26305.393489062975;0.3934890629752772;8.011190860953992;-0.0001908609539924555;0.11659681669254933;113605.28238517813;113594.11890228796;-11.163482890173327
37;81;44;125;Ru;-28370.0;300;8.023;2;13460;583;124;116408.39338057711;0.29994110139783997;0;0;1002.875;7.914834239999999;989.3542799999999;0.10816576000000033;13.520720000000097;116421.90018393143;116408.37946393143;0.013916645679273643;-28369.584422897184;-0.41557710281631444;8.022888666834566;0.00011133316543343597;0.12324591305406975;116399.53947601412;116386.0326726598;-13.506803354321164
38;83;45;128;Rh;-27340.0;300;8.01;2;17050;583;127;119203.90499272171;0.29994110139783997;1;-1;1025.28;7.892644690233203;1010.25852034985;0.11735530976679698;15.021479650150013;119218.90986212569;119203.88838247553;0.016610246180789545;-27340.283438290804;0.2834382908040425;8.009870232451703;0.0001297675482963001;0.13011643114154953;119196.04502577578;119181.0401563718;-15.004869403972407
38;84;46;130;Pd;-32730.0;300;8.046;2;13168;520;129;121061.5035752776;0.29994110139783997;-1;1;1045.98;7.937763484401507;1031.9092529721959;0.10823651559849257;14.070747027804146;121075.60762633187;121061.53687930407;-0.03330402646679431;-32729.90832240196;-0.09167759804040543;8.046256184818944;-0.0002561848189444049;0.13721112443705802;121052.23888572457;121038.1348346703;-14.104051054266165
39;85;46;131;Pd;-25740.0;300;7.993;2;15010;583;130;121999.9876107519;0.29994110139783997;0;0;1047.083;7.886890529147344;1033.182659318302;0.10610947085265643;13.900340681698026;122013.89964170133;121999.99930101963;-0.01169026774005033;-25739.976568102844;-0.023431897156115156;7.9930892386850285;-8.923868502819232e-05;0.13721112443705802;121990.53090109403;121976.6188701446;-13.912030949431937
39;86;47;133;Ag;-29080.0;500;8.013;4;15059;539;132;123859.63548033597;0.50021233369764;0;0;1065.729;7.9144380801185505;1052.6202646557672;0.09856191988144936;13.108735344232855;123872.8105331924;123859.70179784816;-0.06631751218810678;-29080.31442402816;0.31442402816173853;8.013498627911238;-0.0004986279112380032;0.14453277012503518;123848.93811528009;123835.76306242366;-13.17505285642983
39;87;48;135;Cd;-32820.0;400;8.036;3;14290;500;134;125718.88373894953;0.39961097049587996;0;0;1084.86;7.939149897504585;1071.785236163119;0.0968501024954147;13.074763836880948;125731.99405851358;125718.9192946767;-0.035555727168684825;-32820.26325047295;0.26325047294812975;8.036263375756809;-0.0002633757568091255;0.15208417142048256;125707.61819305188;125694.50787348783;-13.110319564046222
40;90;50;140;Sn;-34490.0;300;8.038;2;9900;671;139;130374.68408862157;0.29994110139783997;-1;1;1125.32;7.951172719265672;1113.164180697194;0.08682728073432866;12.155819302805867;130386.87752935216;130374.72171004934;-0.03762142777850386;-34490.432178435614;0.43217843561433256;8.038268724484182;-0.0002687244841812486;0.16788759756305652;130361.49546941523;130349.30202868463;-12.193440730596194
40;91;51;142;Sb;-33610.0;300;8.027;2;12939;583;141;132238.55255798958;0.29994110139783997;1;-1;1139.8339999999998;7.955539768526534;1129.6866471307678;0.07146023147346536;10.147352869232009;132248.7035597471;132238.55620687787;-0.003648888290626928;-33610.170250418785;0.17025041878514457;8.02702569639643;-2.5696396431129642e-05;0.17614537945466716;132222.81875864137;132212.66775688383;-10.151001757534686
40;92;52;144;Te;-36220.0;300;8.04;2;9110;500;143;134098.93071895096;0.29994110139783997;-1;1;1157.7599999999998;7.986000079645127;1149.9840114688982;0.053999920354872444;7.775988531101575;134106.75469223753;134098.9787037064;-0.04798475545248948;-36220.21672904468;0.21672904468141496;8.040333227468485;-0.0003332274684861858;0.184644435472131;134080.36739123712;134072.54341795054;-7.823973286576802
41;93;52;145;Te;-30010.0;300;7.998;2;11120;583;144;135036.63509386044;0.29994110139783997;0;0;1159.71;7.944554244823215;1151.9603654993662;0.05344575517678507;7.749634500633874;135044.3437599226;135036.59412542198;0.04096843846491538;-30009.94553954987;-0.05446045013013645;7.997717459045013;0.00028254095498692067;0.184644435472131;135017.95645892218;135010.24779286003;-7.7086660621571355
40;93;53;146;I;-35540.0;300;8.031;2;12415;301;145;135962.59891708664;0.29994110139783997;1;-1;1172.526;7.986527096850839;1166.0329561402225;0.044472903149161525;6.493043859777572;135969.0542443947;135962.56120053492;0.037716551712946966;-35540.226033351515;0.22603335151507054;8.030741667454107;0.00025833254589358035;0.19338773273850673;135942.16468774085;135935.70936043278;-6.455327308067353
41;94;53;147;I;-31200.0;300;8.001;2;11199;361;146;136898.43285183588;0.29994110139783997;0;0;1176.147;7.960255591804594;1170.1575719952752;0.04074440819540559;5.989428004724687;136904.49505025524;136898.50562225052;-0.07277041464112699;-31200.395004116548;0.39500411654807976;8.001495036834275;-0.0004950368342750977;0.19338773273850673;136877.60549360138;136871.54329518203;-6.062198419356719
41;95;54;149;Xe;-33000.0;300;8.009;2;10300;500;148;138759.6214126675;0.29994110139783997;0;0;1193.3410000000001;7.97388082994154;1188.1082436612894;0.03511917005846055;5.232756338710715;138764.89287541778;138759.66011907908;-0.038706411578459665;-33000.04161248708;0.041612487082602456;8.009259774574257;-0.0002597745742569657;0.2023782777170466;138737.50131035823;138732.22984760796;-5.271462750271894
42;96;54;150;Xe;-28990.0;300;7.983;2;9180;500;149;139695.125598504;0.29994110139783997;-1;1;1197.45;7.948030405161659;1192.2045607742489;0.03496959483834061;5.24543922575117;139700.36198002036;139695.1165407946;0.009057709394255653;-28989.959495983647;-0.04050401635322487;7.982939615270783;6.0384729216877986e-05;0.2023782777170466;139672.97041496082;139667.73403344446;-5.236381516355323
43;100;57;157;La;-29070.0;300;7.972;2;10860;500;156;146215.50421605108;0.29994110139783997;0;0;1251.604;7.945714789467628;1247.4772219464176;0.026285210532372538;4.126778053582484;146219.70023104938;146215.5734529958;-0.0692369447206147;-29070.067988913113;0.06798891311336774;7.972440999647851;-0.00044099964785093704;0.23086409833764052;146190.80415495837;146186.60813996007;-4.196014998306055
43;101;58;159;Ce;-31340.0;500;7.983;3;9430;640;158;148076.22237236032;0.50021233369764;0;0;1269.297;7.954522347239329;1264.7690532110532;0.028477652760670935;4.527946788946792;148080.75689661328;148076.22894982435;-0.006577464024303481;-31340.11911966595;0.11911966594925616;7.9830413676982115;-4.136769821183606e-05;0.2408745598992669;148051.35983203317;148046.8253077802;-4.534524252958363
43;102;59;161;Pr;-32490.0;500;7.986;3;9741;640;160;149938.06111607634;0.50021233369764;0;0;1285.7459999999999;7.961679286468329;1281.830365121401;0.024320713531670535;3.915634878598894;149942.04408153147;149938.12844665285;-0.0673305765085388;-32489.582843666525;-0.4171563334748498;7.986418202338648;-0.00041820233864786616;0.25114796565572306;149912.14629140642;149908.1633259513;-3.9829654551285785
43;103;60;163;Nd;-34080.0;500;7.992;3;8880;640;162;151799.4592630813;0.50021233369764;0;0;1302.696;7.967269869058225;1298.6649886564908;0.024730130941774675;4.031011343509135;151803.5579548249;151799.5269434814;-0.06768040009774268;-34079.64327869972;-0.3567213002825156;7.992415217178491;-0.00041521717849057893;0.2616876023281217;151773.15970538583;151769.06101364223;-4.098691743594827
9;86;77;163;Ir;-5310.0;400;7.734;2;*;;162;151828.22845847468;0.39961097049587996;0;0;1260.642;7.693605449391724;1254.057688250851;0.04039455060827635;6.5843117491490375;151834.8653629867;151828.28105123754;-0.052592762862332165;-5310.447885322777;0.447885322777438;7.73432265498684;-0.0003226549868395878;0.4850722404759215;151796.00351602404;151789.36661151203;-6.636904512008186
43;104;61;165;Pm;-34670.0;500;7.992;3;8840;640;164;153661.85690325953;0.50021233369764;0;0;1318.68;7.971373262397179;1315.2765882955346;0.020626737602820633;3.4034117044654977;153665.29485201443;153661.89144030996;-0.034537050436483696;-34670.21054047622;0.21054047621873906;7.992209315457148;-0.0002093154571483069;0.2724968105814297;153634.39641283292;153630.95846407802;-3.4379487549012993
9;87;78;165;Pt;-318.0;400;7.703;2;*;;164;153696.20854281652;0.39961097049587996;0;0;1270.9950000000001;7.6635928613161095;1264.492822117158;0.039407138683890786;6.502177882842034;153702.77872594888;153696.27654806606;-0.06800524954451248;-318.57098348863985;0.5709834886398539;7.703412153027514;-0.0004121530275140728;0.5010373196546951;153663.42184511473;153656.85166198236;-6.570183132367674
43;105;62;167;Sm;-35330.0;500;7.992;3;8440;640;166;155524.1856128741;0.50021233369764;0;0;1334.664;7.974063902179851;1331.6686716640352;0.017936097820149044;2.995328335964814;155527.25126547448;155524.2559371385;-0.07032426440855488;-35329.708365886334;-0.2916341136660776;7.99242110337963;-0.00042110337963041644;0.28357898706086254;155495.85290951876;155492.78725691838;-3.0656526003731415
44;106;62;168;Sm;-31640.0;300;7.971;2;7610;500;167;156459.36936473893;0.29994110139783997;-1;1;1339.128;7.955441797523217;1336.5142219839004;0.0155582024767833;2.613778016099559;156461.97113687015;156459.35735885406;0.01200588486972265;-31640.060221074276;0.060221074276341824;7.970928536399567;7.146360043286393e-05;0.28357898706086254;156430.57278091443;156427.9710087832;-2.601772131223697
10;89;79;168;Au;2530.0;400;7.688;2;*;;168;156493.5393629457;0.39961097049587996;1;-1;1291.584;7.65685518788944;1286.351671565426;0.031144812110559528;5.2323284345741286;156498.83379504475;156493.60146661015;-0.06210366444429383;2529.9379857229073;0.06201427709265772;7.6883696646693265;-0.00036966466932675246;0.5173436176488615;156458.9822215579;156453.68778945887;-5.294432099035475
43;106;63;169;Eu;-35660.0;500;7.991;3;8230;640;168;157386.8431399073;0.50021233369764;0;0;1350.479;7.97541182547119;1347.8445985046312;0.01558817452880934;2.63440149536882;157389.4238354624;157386.78943396703;0.05370594025589526;-35660.388772719234;0.3887727192341117;7.99068221337122;0.0003177866287797926;0.2949375864193932;157357.52583915534;157354.94514360023;-2.580695555108832
