N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;delta;delta_I4;bind_ene_total;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene;Diff_bind_ene_total;atomic_mass_teo;atomic_mass_calc;Diff_atomic_mass;mass_excess_calc;Diff_mass_excess;bind_ene_calc;Diff_bind_ene_calcs;B_e;M_N_teo;M_N_exp;Diff_nuclear_mass;M_N_ws4;WS4_diff;bind_ene_n+2_exp;bind_ene_n-2_exp;delta_2n_exp;bind_ene_p+2_exp;bind_ene_p-2_exp;delta_2p_exp;bind_ene_n+2_teo;bind_ene_n-2_teo;delta_2n_teo;bind_ene_p+2_teo;bind_ene_p-2_teo;delta_2p_teo
0;8;8;16;O;-4737.00135;0.00016;7.976206;0.0;-15417.254;8.321;15;14899.168657662229;1.5835399763240004e-07;-1;1;127.619296;8.062837943988749;129.00540710381998;-0.0866319439887481;-1.386111103819971;14897.782567524491;14899.16867862831;-2.0966082956874743e-05;-4737.001857773829;0.0005077738296677;7.976207310380232;-1.3103802318781277e-06;0.0020792999647602;14893.696655218935;14895.08274535667;1.386090137735664;14895.453647214445;-0.3709018577737879;139.807746;;;132.142626;;;146.75385707882486;;;137.6671154214365;;
1;9;8;17;O;-808.76348;0.00066;7.750728;0.0;-2760.465;0.248;16;15834.590999669565;6.52045872604e-07;0;0;131.76237600000002;8.030178453410343;136.51303370797584;-0.2794504534103428;-4.750657707975819;15829.840362635896;15834.59102034387;-2.067430796159897e-05;-808.7635704367493;9.04367493603786e-05;7.750729216135797;-1.216135796511253e-06;0.0020792999647602;15825.75445033034;15830.505087364008;4.750637033666862;15830.299050934442;0.2060364295666659;143.763405;;;143.779517;;;150.34424133562885;;;150.5183661627398;;
-1;8;9;17;F;1951.702;0.248;7.542328;0.015;-14548.746;0.432;17;15837.351465082893;0.0002477774315895;0;0;128.21957600000002;7.772913748368582;132.1395337222659;-0.2305857483685818;-3.9199577222658775;15833.431516019024;15837.35147374129;-8.658396836835891e-06;1951.7018428924632;0.0001571075367792;7.542328509317432;-5.093174317849503e-07;0.002755375958857;15828.835280838774;15832.755229902645;3.919949063869353;15832.60812805975;0.14710184289469908;147.801342;;;131.819815;;;155.22848917065346;;;136.21387231188783;;
2;10;8;18;O;-782.8156;0.00071;7.767097;0.0;-1655.929;0.463;17;16766.111051275617;7.079355188272e-07;-1;1;139.807746;8.152992059934714;146.75385707882486;-0.3858950599347146;-6.946111078824856;16759.164960980605;16766.11107205943;-2.0783812942681837e-05;-782.8156843822135;8.438221345841157e-05;7.767098154656196;-1.1546561964337343e-06;0.0020792999647602;16755.07904867505;16762.02513897006;6.946090295012255;16761.35265465444;0.6724843156189309;151.3714;127.619296;-0.6247960000000035;160.6448;;;157.03677663732955;129.00540710381998;-7.465530416500201;165.55090402646732;;
0;9;9;18;F;873.113;0.463;7.631638;0.026;-4444.501;0.589;18;16767.766979670767;0.0004629525695488;1;-1;137.369484;7.914925544805537;142.46865980649966;-0.2832875448055372;-5.099175806499659;16762.66781165035;16767.76698745685;-7.78608227847144e-06;873.1127107683044;0.0002892316956604;7.631638432560067;-4.325600668764196e-07;0.002755375958857;16758.071576470098;16763.170744490515;5.099168020416983;16762.223231779746;0.9475127107689332;154.40268;;;145.96992;;;161.30922900947877;;;151.5612816640763;;
-2;8;10;18;Ne;5317.614;0.363;7.341257;0.02;-19720.374;93.882;18;16772.211480829446;0.0003632827004508;-1;1;132.142626;7.648173078968695;137.6671154214365;-0.3069160789686949;-5.524489421436499;16766.68700943283;16772.211498854267;-1.8024820747086775e-05;5317.613869446695;0.0001305533050981;7.341258001378971;-1.0013789717433497e-06;0.0035444813290531;16761.58056440726;16767.105035803877;5.524471396616718;16766.59772193443;0.5073138694460795;160.6448;;;134.5605;127.619296;-2.1054560000000038;165.55090402646732;;;137.54088194652462;129.00540710381998;-8.787941792528414
3;11;8;19;O;3332.858;2.637;7.566495;0.139;4820.302;2.637;19;17701.720828638285;0.0026361283135276;0;0;143.763405;7.912854807138361;150.34424133562885;-0.3463598071383611;-6.580836335628845;17695.13999843936;17701.720834774987;-6.136702722869813e-06;3332.857958285639;4.171436103206361e-05;7.566495322984434;-3.229844338648036e-07;0.0020792999647602;17691.054086133805;17697.63491633273;6.58083019892365;17697.167858374443;0.46705795828529517;155.176854;131.76237600000002;-0.5875800000000027;167.405973;;;157.8370535318213;136.51303370797584;-6.338395431460555;173.90154241663865;;
1;10;9;19;F;-1487.4442;0.00086;7.779018;0.0;-3239.494;0.16;18;17696.900526318117;8.662895164596e-07;0;0;147.801342;8.169920482665972;155.22848917065346;-0.3909024826659726;-7.427147170653455;17689.473404001754;17696.90055117241;-2.4854292860254645e-05;-1487.4443618821824;0.0001618821825104;7.779019308120616;-1.3081206162723902e-06;0.002755375958857;17684.877168821502;17692.304291137865;7.4271223163632385;17691.50713549975;0.7971556381162372;162.504153;128.21957600000002;-4.878954999999991;163.076487;;;170.22508439409614;132.1395337222659;-8.092360224944883;168.86642759944874;;
-1;9;10;19;Ne;1752.05;0.16;7.567343;0.008;-11177.340;10.536;19;17700.14002073417;0.0001592854917361;0;0;143.779517;7.922019271723147;150.5183661627398;-0.3546762717231466;-6.738849162739797;17693.401180407087;17700.14002956983;-8.835660992190242e-06;1752.0500541692493;-5.416924932433176e-05;7.567343465034738;-4.650347378287734e-07;0.0035444813290531;17688.294735381518;17695.0335757086;6.7388403270815616;17694.225325654428;0.8082500541713671;167.405973;;;149.20565100000002;131.76237600000002;-6.591006999999962;173.90154241663865;;;155.11973994252648;136.51303370797584;-9.403958674977275
-3;8;11;19;Na;12929.39;10.535;6.9378850000000005;0.554;-18898.998;51.099;19;17711.317362206028;0.0105342668189694;0;0;131.819815;7.169151174309887;136.21387231188783;-0.2312661743098862;-4.394057311887849;17706.92332765536;17711.31738496725;-2.2761221771361303e-05;12929.391526027925;-0.0015260279251378;6.937886197958984;-1.1979589835675597e-06;0.0044513845075466;17701.306790582275;17705.700825132943;4.394034550667129;17705.863133606912;-0.16230847396946047;163.076487;;;132.34199999999998;128.21957600000002;-3.0780540000000087;168.86642759944874;;;132.66147944587183;132.1395337222659;-7.626731455637923
4;12;8;20;O;3796.172;0.885;7.568569999999999;0.044;3813.635;0.885;20;18633.678246347547;0.0008849193985339;-1;1;151.3714;7.851838831866478;157.03677663732955;-0.2832688318664784;-5.665376637329558;18628.01288485322;18633.67826149055;-1.5143003111006692e-05;3796.1719475461937;5.24538063473301e-05;7.568570757150155;-7.57150155905606e-07;0.0020792999647602;18623.926972547662;18629.59233404199;5.6653614943279536;18629.062762094443;0.5295719475470833;162.027162;139.807746;-0.9078919999999755;177.77023;;;161.92649951073602;146.75385707882486;-5.393196685098218;184.8591076510728;;
2;11;9;20;F;-17.463;0.03;7.720134;0.002;7024.467;0.03;19;18629.86461074854;2.887631721532e-05;1;-1;154.40268;8.065461450473938;161.30922900947877;-0.3453274504739383;-6.906549009478766;18622.95808587849;18629.86463488797;-2.4139430024661124e-05;-17.463651458622877;0.000651458622876;7.720135206971463;-1.2069714632190198e-06;0.002755375958857;18618.36185069824;18625.26837556829;6.906524870049907;18625.326139219746;-0.05776365145720774;167.73449;137.369484;-3.7013860000000136;174.144674;;;173.21943017336244;142.46865980649966;-6.930368039095441;179.49201699595878;;
0;10;10;20;Ne;-7041.93055;0.00157;8.03224;0.0;-13892.535;1.114;19;18622.840143095826;1.5649100942496e-06;-1;1;160.6448;8.277545201323367;165.55090402646732;-0.2453052013233669;-4.906104026467318;18617.934064258923;18622.84016828539;-2.5189568987116218e-05;-7041.931304179009;0.0007541790091636;8.03224125947836;-1.2594783598274262e-06;0.0035444813290531;18612.827619233354;18617.733698070253;4.906078836898814;18618.151129374433;-0.41743130418035435;177.77023;132.142626;-11.376744000000002;168.580742;139.807746;-12.901112000000012;184.8591076510728;137.6671154214365;-8.575584980425333;174.47167315592876;146.75385707882486;-9.876277818181023
-2;9;11;20;Na;6850.604;1.114;7.298496;0.056;-10627.088;2.171;20;18636.732678855245;0.0011131354539454;1;-1;145.96992;7.578064083203815;151.5612816640763;-0.2795680832038147;-5.591361664076288;18631.14134001873;18636.73270168281;-2.282756395288743e-05;6850.604455244261;-0.0004552442605927;7.298497141378175;-1.1413781750846397e-06;0.0044513845075466;18625.52480294565;18631.11614178216;5.591338836511568;18631.368737326913;-0.25259554475269397;174.144674;;;149.204;137.369484;-5.366355999999996;179.49201699595878;;;152.44456118307443;142.46865980649966;-8.209342338578494
-4;8;12;20;Mg;17477.692;1.863;6.728025;0.093;*;;20;18647.359768130154;0.00186298820744;-1;1;134.5605;6.877044097326231;137.54088194652462;-0.1490190973262315;-2.9803819465246306;18644.379393133702;18647.35977508023;-6.9500747486017644e-06;17477.693730155173;-0.0017301551743003;6.728025347503717;-3.47503717357256e-07;0.0054805782190399;18638.25288630365;18641.23326130009;2.9803749964485178;18641.67386756994;-0.4406062698508322;168.580742;;;133.276;132.142626;-3.7023739999999634;174.47167315592876;;;130.764196025304;137.6671154214365;-6.650452446308748
5;13;8;21;O;8062.035;12.0;7.389374;0.571;8109.640;12.134;21;19569.43821301299;0.011999507044121;0;0;155.176854;7.516050168181967;157.8370535318213;-0.1266761681819668;-2.66019953182132;19566.77802967429;19569.43822920611;-1.6193120245588943e-05;8062.034892988462;0.0001070115376933;7.3893747711010205;-7.711010203692581e-07;0.0020792999647602;19562.692117368733;19565.352300707436;2.660183338699426;19565.087965814444;0.2643348929923377;164.760155;143.763405;-1.83014799999998;182.970888;;;160.6767789111159;150.34424133562885;-4.653086816897883;189.8840130063363;;
3;12;9;21;F;-47.605;1.8;7.738293;0.086;5684.171;1.8;20;19561.32857318233;0.001799646608387;0;0;162.504153;8.105956399718863;170.22508439409614;-0.3676633997188636;-7.720931394096141;19553.607652209437;19561.32858360353;-1.0421194019727407e-05;-47.60493766545963;-6.233454036674857e-05;7.738293496247414;-4.962474147163221e-07;0.002755375958857;19549.01141702918;19556.732338002083;7.720920972900785;19556.114542939747;0.6177950623350625;175.313912;147.801342;-1.8930520000000115;186.564339;;;179.27110612274774;155.22848917065346;-5.950573494791087;192.51549956188157;;
1;11;10;21;Ne;-5731.776;0.038;7.971712999999999;0.002;-3547.145;0.09;20;19555.644401479167;3.819125825252e-05;0;0;167.405973;8.281025829363745;173.90154241663865;-0.3093128293637459;-6.495569416638659;19549.14884758431;19555.64441700095;-1.5521782188443467e-05;-5731.776640834048;0.0006408340477719;7.9717137391325235;-7.391325240746482e-07;0.0035444813290531;19544.04240255874;19550.5379564536;6.49555389485613;19550.95503309443;-0.4170766408278723;182.970888;143.779517;-8.061540999999977;181.725645;143.763405;-9.322895999999986;189.8840130063363;150.5183661627398;-7.400705664201212;187.16556578938335;150.34424133562885;-10.293277708265094
-1;10;11;21;Na;-2184.631;0.098;7.765547;0.005;-13088.480;0.761;20;19559.191546861533;9.780688089059998e-05;0;0;163.076487;8.041258457116607;168.86642759944874;-0.275711457116607;-5.789940599448755;19553.40161579892;19559.191556398368;-9.536834113532676e-06;-2184.631258467804;0.0002584678040875;7.765547454134884;-4.54134884364521e-07;0.0044513845075466;19547.785078725832;19553.57500978845;5.789931062616233;19554.049141046915;-0.4741312584665138;186.564339;131.819815;-7.768819999999977;168.72172099999997;147.801342;-9.629910999999993;192.51549956188157;136.21387231188783;-9.003483325128087;173.83421168884206;155.22848917065346;-8.670154339401961
-3;9;12;21;Mg;10903.85;0.755;7.105031;0.036;-16086;596.0;21;19572.280028265537;0.0007545102240131;0;0;149.20565100000002;7.386654282977451;155.11973994252648;-0.281623282977451;-5.914088942526462;19566.365956853264;19572.28004579579;-1.7530252080177888e-05;10903.8501455364;-0.0001455363999411;7.105031834773919;-8.347739184344505e-07;0.0054805782190399;19560.239450023204;19566.15352143548;5.914071412273188;19565.96507128994;0.188450145542447;181.725645;;;150.995;143.779517;-3.6367850000000317;187.16556578938335;;;152.52143726025733;150.5183661627398;-7.199676462055834
-5;8;13;21;Al;26990.0;596.0;6.302;28.0;*;;21;19588.36621977529;0.5961562263807999;0;0;132.34199999999998;6.317213306946278;132.66147944587183;-0.0152133069462783;-0.319479445871849;19588.041870747333;19588.361350193205;0.0048695820805733;26990.04165528615;-0.0416552861497621;6.301768115139047;0.0002318848609528;0.0066363207837229;19581.405520709148;19581.7298697371;0.3243490279528487;19582.135128081813;-0.40525834471191047;168.72172099999997;;;;131.819815;;173.83421168884206;;;;136.21387231188783;
6;14;8;22;O;9283.033;56.921;7.364871;2.587;6489.660;58.256;22;20502.15331547817;0.056920810196018;-1;1;162.027162;7.360295432306183;161.92649951073602;0.0045755676938172;0.100662489263982;20502.25400541093;20502.153342921672;-2.744350058492273e-05;9283.033638173449;-0.0006381734492606;7.364872247431776;-1.2474317765409635e-06;0.0020792999647602;20498.168093105374;20498.067403172616;-0.1006899327621795;20497.679369534446;0.3880336381698726;168.95244000000002;151.3714;-3.73048399999999;191.8398;;;162.8006937510646;157.03677663732955;-4.015528633077878;197.7630410573716;;
4;13;9;22;F;2793.373;12.399;7.624295;0.564;10818.092;12.399;22;20495.66365474168;0.0123981865205131;1;-1;167.73449;7.873610462425566;173.21943017336244;-0.2493154624255655;-5.484940173362446;20490.17872814573;20495.66366831909;-1.3577409845311196e-05;2793.372901683444;9.83165564321098e-05;7.624295617154943;-6.171549431499557e-07;0.002755375958857;20485.58249296548;20491.06741956143;5.484926595952857;20490.73104665975;0.33637290168189793;179.125968;154.40268;-1.9403319999999837;193.523712;;;179.95903190588072;161.30922900947877;-5.170599431365389;199.5979955795552;;
2;12;10;22;Ne;-8024.719;0.018;8.080465;0.001;-2843.207;0.171;21;20484.84556166931;1.6766893866959998e-05;-1;1;177.77023;8.402686711412398;184.8591076510728;-0.3222217114123982;-7.088877651072778;20477.75670406544;20484.845581716512;-2.004720226977952e-05;-8024.720170691025;0.0011706910245266;8.080465911236388;-9.112363876795372e-07;0.0035444813290531;20472.65025903987;20479.73911664374;7.088857603870565;20479.86833681443;-0.12922017068922287;191.8398;160.6448;-3.0558599999999956;198.257016;151.3714;-5.912044000000009;197.7630410573716;165.55090402646732;-6.404270218306692;202.07862109841352;157.03677663732955;-10.602817566402535
0;11;11;22;Na;-5181.511;0.171;7.915667;0.008;-4781.578;0.321;21;20487.68876950554;0.0001704634209807;1;-1;174.144674;8.158728045270854;179.49201699595878;-0.2430610452708537;-5.347342995958769;20482.341448117968;20487.688791113927;-2.160838630516082e-05;-5181.512334458626;0.0013344586259336;7.915667982199341;-9.821993414149688e-07;0.0044513845075466;20476.724911044883;20482.072232432456;5.347321387573174;20482.033744766915;0.038487665540742455;193.523712;145.96992;-8.795716000000027;183.589968;154.40268;-10.296700000000016;199.5979955795552;151.5612816640763;-7.824756748286063;188.5901919879645;161.30922900947877;-9.084612994474298
-2;10;12;22;Mg;-399.933;0.313;7.662761000000001;0.014;-18601;401.0;21;20492.470348572544;0.0003120505247462;-1;1;168.580742;7.9305305979967615;174.47167315592876;-0.2677695979967609;-5.89093115592874;20486.57944535542;20492.470376511348;-2.7938804123550653e-05;-399.9332674563849;0.0002674563849041;7.6627622699455635;-1.2699455629316958e-06;0.0054805782190399;20480.45293852536;20486.343841742484;5.890903217125015;20486.58937500994;-0.24553326745444792;198.257016;134.5605;-4.34396799999999;172.01356800000002;160.6448;-4.503115999999949;202.07862109841352;137.54088194652462;-9.323843266919368;175.74743387419025;165.55090402646732;-7.645008411199939
-4;9;13;22;Al;18201.0;401.0;6.782;18.0;-15137;643.0;22;20511.07167662669;0.4005424645995999;1;-1;149.204;6.929298235594292;152.44456118307443;-0.1472982355942917;-3.240561183074419;20507.82421072569;20511.064771908765;0.0069047179240442;18201.39478668808;-0.3947866880771471;6.781686149185341;0.0003138508146589;0.0066363207837229;20501.187860687507;20504.435326588504;3.247465900996758;20504.907131801814;-0.47180521331029013;183.589968;;;148.656;145.96992;-3.7820800000000077;188.5901919879645;;;146.93562113110866;151.5612816640763;-6.392219570963903
-6;8;14;22;Si;33338.0;503.0;6.058;23.0;*;;22;20526.20845581214;0.5030068160088;-1;1;133.276;5.943827092059272;130.764196025304;0.1141729079407278;2.511803974696022;20528.72222928088;20526.21042530618;-0.0019694940419867;33338.17397213755;-0.1739721375488443;6.058089522456529;-8.952245652960045e-05;0.0079226688074203;20521.57616664003;20519.062393171287;-2.5137734687414195;20519.48981919915;-0.4274260278616566;172.01356800000002;;;;134.5605;;175.74743387419025;;;;137.54088194652462;
7;15;8;23;O;14621.369;121.712;7.163485;5.292;11336.106;126.19;23;21438.985756016944;0.1217118140743663;0;0;164.760155;6.985946909178952;160.6767789111159;0.1775380908210477;4.083376088884108;21443.06914772612;21438.98577163723;-1.562028774060309e-05;14621.370456942685;-0.0014569426821253;7.163485679142942;-6.791429427721596e-07;0.0020792999647602;21438.98323542056;21434.899843711388;-4.083391709173156;21434.892173254444;0.007670456943742465;168.195125;155.176854;-6.148331000000013;195.994975;;;160.00621863901057;157.8370535318213;-3.5102856513998972;200.2663292001788;;
5;14;9;23;F;3285.263;33.32;7.622344;1.449;8439.312;33.321;23;21427.649647895567;0.0333195440900644;0;0;175.313912;7.794395918380337;179.27110612274774;-0.1720519183803368;-3.957194122747751;21423.692473911902;21427.64966803465;-2.0139083062531427e-05;3285.262335565297;0.0006644347031397;7.622344875612369;-8.756123692776896e-07;0.002755375958857;21419.09623873165;21423.053412715315;3.957173983664688;21422.809150379748;0.24426233556732768;183.40765;162.504153;-4.716020999999984;202.534925;;;183.81995973734;170.22508439409614;-4.4971681140593205;209.34532702752696;;
3;13;10;23;Ne;-5154.049;0.104;7.955256;0.005;4375.804;0.104;22;21419.210335534703;0.0001043273396166;0;0;182.970888;8.255826652449404;189.8840130063363;-0.3005706524494034;-6.913125006336287;21412.29722042573;21419.210345432068;-9.897361451294271e-06;-5154.050025294024;0.0010252940237478;7.955256430320055;-4.303200551447617e-07;0.0035444813290531;21407.19077540016;21414.103890509137;6.913115108975035;21413.94174053443;0.16214997470888193;195.994975;167.405973;-2.5408280000000047;205.58755;155.176854;-5.17737200000002;200.2663292001788;173.90154241663865;-5.600154395855128;211.0569532193844;157.8370535318213;-10.874019261466856
1;12;11;23;Na;-9529.85248;0.00181;8.111493000000001;0.0;-4056.340;0.158;22;21414.83453205686;1.8070985612168e-06;0;0;186.564339;8.370239111386153;192.51549956188157;-0.2587461113861522;-5.951160561881522;21408.883387267604;21414.834547829487;-1.5772628103150055e-05;-9529.853503140192;0.0010231401920464;8.11149368576646;-6.85766458730086e-07;0.0044513845075466;21403.26685019452;21409.217994983774;5.951144789254613;21409.857048486916;-0.6390535031423497;202.534925;163.076487;-7.517266000000006;200.5284;162.504153;-10.096124999999972;209.34532702752696;168.86642759944874;-6.819244496787434;205.4012077757513;170.22508439409614;-9.404706953915706
-1;11;12;23;Mg;-5473.513;0.158;7.901115;0.007;-12221.583;0.379;22;21418.890871248383;0.0001583539976324;0;0;181.725645;8.137633295190582;187.16556578938335;-0.2365182951905824;-5.439920789383393;21413.450974437525;21418.89089522691;-2.3978522222023457e-05;-5473.514311612691;0.0013116126910972;7.901116042544385;-1.0425443850436975e-06;0.0054805782190399;21407.324467607465;21412.764364418326;5.439896810861683;21413.28777872994;-0.5234143116140331;205.58755;149.20565100000002;-8.658088999999961;187.00275;167.405973;-9.042566999999991;211.0569532193844;155.11973994252648;-8.154438416855811;192.3780906966274;173.90154241663865;-8.051498465500657
-3;10;13;23;Al;6748.07;0.345;7.335726999999999;0.015;-16949;503.0;23;21431.112455801776;0.0003446528183764;0;0;168.72172099999997;7.558009203862698;173.83421168884206;-0.222282203862699;-5.112490688842087;21425.99998193548;21431.11247262432;-1.6822545148897916e-05;6748.07024177538;-0.0002417753803456;7.335727731415081;-7.314150813897413e-07;0.0066363207837229;21419.363631897297;21424.47610576359;5.112473866294749;21424.855035521818;-0.3789297582261497;200.5284;132.34199999999998;-4.573041999999958;170.3;163.076487;-4.06695499999995;205.4012077757513;132.66147944587183;-9.605736156060999;171.9876019820129;168.86642759944874;-6.814393796222475
-5;9;14;23;Si;23697.0;503.0;6.565;22.0;*;;23;21448.06159555864;0.5030068160088;0;0;150.995;6.631366837402493;152.52143726025733;-0.0663668374024926;-1.5264372602573246;21446.530409761486;21448.056847021744;0.0047485368922934;23697.209998636503;-0.2099986365064978;6.564793541874204;0.0002064581257963;0.0079226688074203;21439.384347120635;21440.915532917785;1.5311857971501013;21441.67762291915;-0.7620900013644132;187.00275;;;;149.20565100000002;;192.3780906966274;;;;155.11973994252648;
8;16;8;24;O;18500.402;164.874;7.039685;6.87;10955.887;191.633;24;22374.358893673983;0.16487445635844;-1;1;168.95244000000002;6.783362239627692;162.8006937510646;0.2563227603723081;6.15174624893541;22380.510654601727;22374.35890835279;-1.467880792915821e-05;18500.4043939818;-0.0023939818020153;7.039685611617036;-6.116170352399308e-07;0.0020792999647602;22376.42474229617;22370.272981368427;-6.151760927743453;22369.846776974446;0.4262043939816067;168.934428;162.027162;-6.943290000000047;201.54966;;;160.6102145102804;161.92649951073602;-3.0646734811128056;205.76335359881088;;
6;15;9;24;F;7544.515;97.67;7.463582000000001;4.07;13496.161;97.672;24;22363.403004678847;0.0976699512573531;1;-1;179.125968;7.498292996078363;179.95903190588072;-0.0347109960783624;-0.8330639058807208;22362.569969844328;22363.403033750208;-2.907136149588041e-05;7544.515398846703;-0.00039884670241;7.463583211306741;-1.211306740245277e-06;0.002755375958857;22357.97373466408;22358.806769498595;0.8330348345189122;22358.76725409975;0.039515398846560856;184.16424;167.73449;-6.353206;208.109226;;;182.7438244024977;173.21943017336244;-3.9548092359013083;213.70589005642043;;
4;14;10;24;Ne;-5951.646;0.513;7.993325;0.021;2466.255;0.513;23;22349.906842770924;0.000512321757046;-1;1;191.8398;8.240126710723816;197.7630410573716;-0.2468017107238163;-5.923241057371598;22343.98361409025;22349.906855147627;-1.2376702215988187e-05;-5951.646509076834;0.0005090768345326;7.99332551569599;-5.156959907992587e-07;0.0035444813290531;22338.877169064686;22344.800397745355;5.923228680669126;22344.56864425443;0.2317534909270762;201.54966;177.77023;-4.359710000000007;216.68062000000003;162.027162;-4.971817999999956;205.76335359881088;184.8591076510728;-4.903620864859505;222.53434581812587;161.92649951073602;-11.065236785881297
2;13;11;24;Na;-8417.901;0.017;8.063488;0.001;5515.669;0.021;23;22347.44058731112;1.583539976324e-05;1;-1;193.523712;8.316583149148132;199.5979955795552;-0.2530951491481321;-6.0742835795551855;22341.36631296549;22347.44059654505;-9.233928722096609e-06;-8417.901968884305;0.000968884305621;8.063488384746961;-3.8474696140156084e-07;0.0044513845075466;22335.749775892404;22341.824050238032;6.07427434562851;22342.276652206914;-0.45260196888193605;208.109226;174.144674;-4.793523999999962;211.89389;167.73449;-7.419043999999985;213.70589005642043;179.49201699595878;-5.9980841067311985;216.28580884112773;173.21943017336244;-9.690752144620234
0;12;12;24;Mg;-13933.569;0.013;8.260709;0.001;-13884.704;0.233;23;22341.924918233843;1.304091745208e-05;-1;1;198.257016;8.41994254576723;202.07862109841352;-0.1592335457672291;-3.8216050984135;22338.103340844053;22341.92494594247;-2.7708625566447157e-05;-13933.5710461574;0.0020461574004002;8.260710154526047;-1.1545260463208251e-06;0.0054805782190399;22331.976834013996;22335.798411403783;3.821577389790036;22336.52548244994;-0.7270710461561976;216.68062000000003;168.580742;-11.252669999999966;206.042408;177.77023;-12.701393999999993;222.53434581812587;174.47167315592876;-7.1512232227724155;210.9231911682255;184.8591076510728;-8.374943377528751
-2;11;13;24;Al;-48.865;0.233;7.649582;0.01;-10794.060;19.473;23;22355.80962403081;0.00023287352593;1;-1;183.589968;7.857924666165186;188.5901919879645;-0.2083426661651852;-5.0002239879644605;22350.80942335192;22355.809647339884;-2.330906863790005e-05;-48.86524918617281;0.0002491861728088;7.649582971211203;-9.712112021276198e-07;0.0066363207837229;22344.173073313734;22349.17327399263;5.000200678896363;22349.742239241816;-0.5689652491855668;211.89389;149.204;-6.082045999999991;187.148;174.144674;-5.887261999999993;216.28580884112773;152.44456118307443;-8.450013951726817;190.4835807566196;179.49201699595878;-7.204786223350595
-4;10;14;24;Si;10745.195;19.472;7.167232;0.811;-22574;503.0;24;22366.60368455531;0.0194719527441628;-1;1;172.01356800000002;7.322809744757927;175.74743387419025;-0.1555777447579265;-3.733865874190229;22362.869834863115;22366.603700737305;-1.6181995306396857e-05;10745.195275309456;-0.0002753094559011;7.167232674249742;-6.742497413725346e-07;0.0079226688074203;22355.723772222264;22359.45762191446;3.733849692194781;22360.049426639147;-0.5918047246886999;206.042408;133.276;-4.708728000000036;170.248;168.580742;-5.198394000000064;210.9231911682255;130.764196025304;-9.807480554851026;170.92988964910955;174.47167315592876;-6.09330494334219
-6;9;15;24;P;33320.0;503.0;6.194;21.0;*;;24;22389.178033370063;0.5030068160088;1;-1;148.656;6.122317547129527;146.93562113110866;0.0716824528704727;1.7203788688913448;22390.899301003614;22389.178922134724;-0.0008887646617949;33319.54409006385;0.4559099361504195;6.194037031860868;-3.703186086845278e-05;0.0093435036224773;22383.243660246884;22381.522392613333;-1.7212676335511787;22382.61564852327;-1.093255909938307;187.148;;;;149.204;;190.4835807566196;;;;152.44456118307443;
9;17;8;25;O;27329.027;165.084;6.727805;6.603;15994.862;191.191;25;23314.68162305801;0.165084042531777;0;0;168.195125;6.400248745560423;160.00621863901057;0.3275562544395773;8.18890636098942;23322.870551429343;23314.681645068355;-2.201033930759877e-05;27329.03005801596;-0.0030580159582314;6.727805880413508;-8.80413507431399e-07;0.0020792999647602;23318.784639123787;23310.59571075246;-8.188928371328075;23310.86398069444;-0.26826994198199827;166.99499999999998;164.760155;-4.635095000000007;203.051178;;;156.6271185185186;160.6767789111159;-2.7085398483866356;206.31338518518524;;
7;16;9;25;F;11334.166;96.442;7.336305999999999;3.858;13369.667;100.721;25;23298.686758956177;0.0964422420286501;0;0;183.40765;7.352798389493601;183.81995973734;-0.0164923894936013;-0.4123097373400242;23298.27446372843;23298.686773465768;-1.4509590982925149e-05;11334.165956175902;4.382409679237753e-05;7.33630658038368;-5.803836806705931e-07;0.002755375958857;23293.67822854818;23294.090523775925;0.4122952277466538;23293.11255781975;0.977965956175467;185.434164;175.313912;-6.067223999999982;214.837542;;;184.89210000000008;179.27110612274774;-3.4767133519322044;220.8909740740741;;
5;15;10;25;Ne;-2035.502;29.045;7.839799;1.162;7322.312;29.07;24;23285.31709115305;0.0290449176480933;0;0;195.994975;8.010653168007153;200.2663292001788;-0.1708541680071524;-4.271354200178791;23281.045747663007;23285.317101863184;-1.0710129572544249e-05;-2035.5018469460188;-0.0001530539811938;7.83979942840524;-4.284052401715144e-07;0.0035444813290531;23275.93930263744;23280.210646127485;4.271343490047002;23280.22134797443;-0.010701846946176374;203.051178;182.970888;-5.967884000000026;223.124004;164.760155;-4.105791000000011;206.31338518518524;189.8840130063363;-4.335260208836075;228.62486666666675;160.6767789111159;-11.231012822574968
3;14;11;25;Na;-9357.813;1.2;8.101397;0.048;3834.969;1.201;24;23277.99477808369;0.0011997644055913;0;0;202.534925;8.373813081101078;209.34532702752696;-0.2724160811010776;-6.810402027526948;23271.18440323308;23277.994805260605;-2.7176916773896664e-05;-9357.814916313177;0.0019163131746608;8.101398087076667;-1.087076666905773e-06;0.0044513845075466;23265.567866159992;23272.378241010603;6.81037485061097;23271.985555926916;0.3926850836869562;214.837542;186.564339;-3.667968999999971;224.951931;175.313912;-4.804006999999984;220.8909740740741;192.51549956188157;-5.284180419098249;229.51506296296304;179.27110612274774;-9.904484969343144
