N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;delta;delta_I4;bind_ene_total;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene;Diff_bind_ene_total;atomic_mass_teo;atomic_mass_calc;Diff_atomic_mass;mass_excess_calc;Diff_mass_excess;bind_ene_calc;Diff_bind_ene_calcs;B_e;M_N_teo;M_N_exp;Diff_nuclear_mass;M_N_ws4;WS4_diff;bind_ene_n+2_exp;bind_ene_n-2_exp;delta_2n_exp;bind_ene_p+2_exp;bind_ene_p-2_exp;delta_2p_exp;bind_ene_n+2_teo;bind_ene_n-2_teo;delta_2n_teo;bind_ene_p+2_teo;bind_ene_p-2_teo;delta_2p_teo
21;54;33;87;As;-55617.907;2.985;8.413851000000001;0.034;10808.218;3.726;86;80984.36911101374;0.0029845071083188;0;0;732.0050370000001;8.403706978202614;731.1225071036274;0.0101440217973873;0.8825298963727164;80985.25174426491;80984.36921436855;-0.0001033548032864;-55617.91262625338;0.0056262533835251;8.41385218798619;-1.1879861894215082e-06;0.0616903355080347;80968.45046922765;80967.56783597649;-0.8826332511671353;80967.33424860274;0.23358737374655902;739.323;723.4336400000001;-1.2534340000001976;759.2393310000001;701.6750000000001;-3.095743000000084;738.7902326654978;722.3071502625874;-1.1476312791696728;759.4305813507398;698.8549116348822;-3.9595212216328264
19;53;34;87;Se;-66426.125;2.241;8.529091000000001;0.026;7465.552;3.877;86;80973.56089177888;0.0022402433194465;0;0;742.030917;8.517134272588759;740.9906817152221;0.0119567274112419;1.040235284777964;80974.60122305073;80973.56098776596;-9.598708129487932e-05;-66426.13186111562;0.0068611156166298;8.529092103299744;-1.1032997431215108e-06;0.0662732015900125;80957.29353192887;80956.25320065701;-1.0403312718553934;80956.32803251813;-0.07483186111494433;750.7398310000001;731.8758399999999;-1.4461630000000696;766.718535;714.1502800000001;-3.1930190000000493;750.2297632677862;730.5312251692767;-1.220374993381256;766.3926869143585;711.7483790844558;-3.8402974316298923
17;52;35;87;Br;-73891.676;3.171;8.60591;0.036;6817.845;3.181;86;80966.0953391352;0.0031708059290628;0;0;748.71417;8.604290088028801;748.5732376585057;0.0016199119711988;0.1409323414942491;80966.23632050486;80966.09538816336;-4.9028167268261313e-05;-73891.68450481237;0.0085048123582964;8.605910563542228;-5.635422279937075e-07;0.0710507107718377;80948.42240794149;80948.28142657182;-0.1409813696664059;80948.30271107661;-0.021284504793584347;759.2393310000001;737.2553200000001;-0.9336889999997311;771.112821;723.4336400000001;-2.881878999999799;759.4305813507398;736.420603804524;-1.29529016174763;771.1160799586427;722.3071502625874;-3.723245095781408
15;51;36;87;Kr;-80709.522;0.246;8.675283;0.003;3888.269;0.246;86;80959.2774925331;0.000245914443382;0;0;754.749621;8.665174424522748;753.8701749334791;0.0101085754772523;0.8794460665209272;80960.15703662732;80959.2775905608;-9.80276963673532e-05;-80709.53110689782;0.0091068978217663;8.675284126755077;-1.126755076796826e-06;0.0760255189776867;80941.83709992147;80940.95755582725;-0.8795440942194546;80941.48498693414;-0.5274311068933457;766.718535;739.3777699999999;-3.402937000000179;774.8270580000001;731.8758399999999;-2.79634400000009;766.3926869143585;739.9752861683293;-1.3723767842705001;773.6007604835921;730.5312251692767;-3.60836421408942
13;50;37;87;Rb;-84597.791;0.006;8.710983;0.0;282.275;0.006;86;80955.38922376352;5.58896462232e-06;0;0;757.8555210000001;8.699787282070595;756.8814935401417;0.0111957179294055;0.9740274598583484;80956.36337141808;80955.38934395822;-0.0001201947015943;-84597.79987649077;0.0088764907704899;8.710984381548352;-1.3815483512757964e-06;0.0812002794429175;80937.53761052199;80936.56346286743;-0.974147654560511;80936.97866274392;-0.4151998764864402;771.112821;739.2824850000001;-5.315736000000015;775.5440419999999;737.2553200000001;-2.9116800000001604;771.1160799586427;741.1952722606924;-1.4516348609483885;773.8467284892068;736.420603804524;-3.4956547865525636
11;49;38;87;Sr;-84880.06595;0.0051;8.705236000000001;0.0;-1861.690;1.128;86;80955.10694858752;5.1045876883856e-06;0;0;757.355532;8.70812866067234;757.6071934784936;-0.0028926606723391;-0.2516614784935882;80954.85532487713;80955.10698635563;-3.776811354327947e-05;-84880.07505247995;0.0091024799476144;8.705236434116264;-4.3411626293732297e-07;0.0865776457099901;80935.52394239663;80935.77556610701;0.2516237103845924;80935.41824115948;0.3573249475302873;774.8270580000001;737.4360300000002;-2.4479759999998123;771.928951;739.3777699999999;-3.4043430000001536;773.6007604835921;740.0805620816134;-1.5330643917817497;771.853983975487;739.9752861683293;-3.385116813170953
9;48;39;87;Y;-83018.376;1.128;8.674843999999998;0.013;-3671.239;4.296;86;80956.96863815245;0.0011271078655011;0;0;754.7114279999998;8.690198560327987;756.0472747485348;-0.0153545603279887;-1.3358467485350047;80955.63289700451;80956.96874375305;-0.0001056006003636;-83018.38548755302;0.0094875530194258;8.674845213799948;-1.213799949439931e-06;0.092160274521636;80935.79609820213;80937.13183935007;1.3357411479373695;80936.76682483763;0.36501451244112104;775.5440419999999;733.39258;-0.48623399999985395;766.896268;739.2824850000001;-3.2441029999996545;773.8467284892068;736.6311556310922;-1.6166653767706975;767.6225269424324;741.1952722606924;-3.2767502939449287
7;47;40;87;Zr;-79347.137;4.146;8.623654;0.048;-5472.651;7.963;86;80960.63987717932;0.004145148761554;0;0;750.2578980000001;8.64599698103754;752.201737350266;-0.0223429810375392;-1.9438393502658755;80958.69608780021;80960.63992715048;-4.997116047888994e-05;-79347.14646068389;0.0094606838829349;8.623654574381112;-5.743811115621611e-07;0.0979508286219725;80938.35408060125;80940.29786998035;1.9437893791036915;80939.87251644103;0.4253535393218044;771.928951;727.9433150000001;-0.6435300000000552;760.5035760000001;737.4360300000002;-2.576189999999883;771.853983975487;730.8470529091288;-1.7024378159160278;761.1523573900431;740.0805620816134;-3.1705552288754006
5;46;41;87;Nb;-73874.486;6.802;8.551757;0.078;-6989.678;7.378;86;80966.11252892739;0.0068017699453634;0;0;744.0028590000001;8.575523922800988;746.070581283686;-0.0237669228009878;-2.067722283685953;80964.04489726422;80966.1126195479;-9.062050958164036e-05;-73874.4947126098;0.0087126097932923;8.551758041615054;-1.0416150537650992e-06;0.1039519794749874;80943.1978922654;80945.26552392857;2.067631663172506;80944.89421864119;0.371305287379073;766.896268;720.265435;-0.8440150000001267;752.101175;733.39258;-2.5119630000001507;767.6225269424324;722.7282539157236;-1.7903817092160352;752.4434753183191;736.6311556310922;-3.066531617960777
3;45;42;87;Mo;-66884.808;2.857;8.462424;0.033;-9194.764;5.073;86;80973.10220824681;0.0028568924161092;0;0;736.230888;8.478779385618338;737.6538065487955;-0.016355385618338;-1.422918548795451;80971.67932539652;80973.10224394531;-3.569849650375545e-05;-66884.81539319066;0.0073931906517827;8.462424410327609;-4.103276083355922e-07;0.1101664099087241;80950.32753587744;80951.75041872774;1.422882850296446;80951.42453412092;0.32588460682018194;760.5035760000001;710.713135;-1.2450650000000678;742.171;727.9433150000001;-2.347460999999953;761.1523573900431;712.274758650876;-1.8804970566718566;741.4958807272604;730.8470529091288;-2.96467946120174
1;44;43;87;Tc;-57690.044;4.192;8.347744;0.048;-12170;400.0;86;80982.2969735037;0.00419172346674;0;0;726.253728;8.355763369489592;726.9514131455945;-0.0080193694895918;-0.6976851455945052;80981.59937219713;80982.29705734273;-8.383902604691684e-05;-57690.050136292;0.0061362919950624;8.347744963666921;-9.636669204837744e-07;0.1165968166925493;80959.74301413415;80960.44061544072;0.6976013065723237;80960.07476557701;0.36584986370871775;752.101175;698.275;-2.131281000000058;728.999;720.265435;-3.243020999999999;752.4434753183191;699.4865671145866;-1.9727838582833783;728.3095736168673;722.7282539157236;-2.864998758598176
-1;43;44;87;Ru;-45520.0;400.0;8.199;5.0;*;;86;80994.4667697794;0.3996109704958799;0;0;713.313;8.206475874414744;713.9634010740828;-0.0074758744147445;-0.6504010740827653;80993.80503766605;80994.45543874014;0.0113310392625862;-45520.25386058784;0.2538605878435191;8.198869758169334;0.0001302418306661;0.1232459130540697;80971.44432974875;80972.1060618621;0.6617321133526275;80972.00241572269;0.10364613941055723;742.171;682.55;-1.9049999999999727;;710.713135;;741.4958807272604;684.3636793068549;-2.0672421140501456;;712.274758650876;
24;56;32;88;Ge;-40138.0;400.0;8.243;5.0;10582;445.0;87;81931.3430464307;0.3996109704958799;-1;1;725.384;8.218806146537558;723.2549408953051;0.0241938534624424;2.129059104694875;81933.46707879138;81931.33801968668;0.0050267440237803;-40138.080929300864;0.0809293008642271;8.242942877908883;5.7122091117634e-05;0.0572994508020523;81917.1724118201;81915.04837945942;-2.1240323606762104;81915.65986038873;-0.6114809293067083;730.62;718.498094;-1.6499059999999872;755.61894;;;728.8748792813369;716.5950584841889;-1.0399440250844236;755.4897771695789;;
22;55;33;88;As;-50720.0;196.0;8.354;2.0;13164;196.0;87;81920.76127341244;0.1956137617812;1;-1;735.1519999999999;8.341026053072769;734.0102926704036;0.0129739469272305;1.1417073295963291;81921.9293804137;81920.7876730841;-0.0263996716530527;-50719.853947556585;-0.1460524434151011;8.354299996268805;-0.0002999962688061;0.0616903355080347;81905.12810537644;81903.95999837518;-1.1681070012564303;81904.11085232274;-0.1508539475616999;741.96;727.278006;-1.0659939999998187;763.0367399999999;703.996;-3.271259999999984;741.1453907803543;725.7662002143569;-1.108994346095983;763.328231028846;700.725505045313;-3.966849266648296
20;54;34;88;Se;-63884.195;3.357;8.495004000000002;0.038;6831.763;4.613;87;81907.59692460817;0.0033571047498068;-1;1;747.5603520000002;8.486842270830126;746.842119833051;0.0081617291698758;0.7182321669491785;81908.31520664848;81907.59697448152;-4.987335705664009e-05;-63884.202751832585;0.0077518325851997;8.495004566742699;-5.667426972166822e-07;0.0662732015900125;81891.00751552661;81890.2892334863;-0.7182820403104415;81890.06213623814;0.22709724816377275;755.61894;738.036692;-1.4650720000004185;773.2133100000001;718.498094;-3.4093000000002576;755.4897771695789;737.0160003772654;-1.1784621192576878;773.24055977832;716.5950584841889;-3.8486214035931425
18;53;35;88;Br;-70715.959;3.171;8.563747;0.036;8975.327;4.106;87;81900.76516055266;0.0031708059290628;1;-1;753.6097359999999;8.557655283060152;753.0736649092934;0.0060917169398475;0.536071090706514;81901.30131496965;81900.76524387894;-8.332627476193011e-05;-70715.96680733815;0.0078073381446301;8.56374794688947;-9.468894699438124e-07;0.0710507107718377;81883.48740240627;81882.95124798929;-0.5361544169863919;81883.30721479662;-0.3559668073285138;763.0367399999999;742.38339;-1.7993419999999105;776.83608;727.278006;-3.1053859999997258;763.328231028846;741.567388831466;-1.2517099582747733;776.6469559978368;725.7662002143569;-3.7341736063930284
16;52;36;88;Kr;-79691.286;2.608;8.656849;0.03;2917.709;2.613;87;81891.78983295073;0.002608183490416;-1;1;761.8027119999999;8.652064606512324;761.3816853730846;0.0047843934876752;0.4210266269153635;81892.21094790328;81891.78992127636;-8.832562889438123e-05;-79691.29440926413;0.008409264133661;8.656850003700377;-1.0037003779217455e-06;0.0760255189776867;81873.89101119743;81873.46989624487;-0.4211149525508517;81873.77059065414;-0.30069440926308744;773.2133100000001;749.234494;-1.1576199999997243;782.63748;738.036692;-2.9312519999998585;773.24055977832;748.1974357184072;-1.3253752494420041;782.1272271075608;737.0160003772654;-3.620143261342946
14;51;37;88;Rb;-82608.995;0.159;8.681115;0.002;5312.623;0.159;87;81888.87212328461;0.0001592854917361;1;-1;763.93812;8.671470724437166;763.0894237504706;0.0096442755628345;0.8486962495294392;81889.7208629233;81888.87216667377;-4.338915459811688e-05;-82609.00407538863;0.0090753886324819;8.681115493058645;-4.930586445794916e-07;0.0812002794429175;81870.89510202722;81870.04636238853;-0.848739638691768;81870.5226664639;-0.4763040753750829;776.83608;747.933486;-3.106673999999998;782.4010499999999;742.38339;-3.0918000000001484;776.6469559978368;748.1290708966404;-1.4028206064639335;781.1015656873273;741.567388831466;-3.5098929821479032
12;50;38;88;Sr;-87921.61793;0.00558;8.732595;0.0;-3622.600;1.5;87;81883.55949999728;5.5796496812828e-06;-1;1;768.46836;8.714473153584155;766.8736375154057;0.0181218464158448;1.5947224845942856;81885.15430255578;81883.55958007119;-8.007390715647489e-05;-87921.62736272013;0.0094327201368287;8.732595909930751;-9.099307511917232e-07;0.0865776457099901;81865.82292007527;81864.22811751677;-1.5948025584948482;81864.4288448795;-0.2007273627241375;782.63748;748.927216;-5.372023999999897;783.89721;749.234494;-3.8050159999999096;782.1272271075608;750.1393645076142;-1.4806834156363493;782.1497791573009;748.1974357184072;-3.4000601551032332
10;49;39;88;Y;-84299.018;1.5;8.682539;0.017;-670.147;5.608;87;81887.18209955981;0.0014997055069892;1;-1;764.063432;8.682472377203815;764.0575691939357;6.662279618474543e-05;0.0058628060643286;81887.18802427467;81887.1821614686;-6.190879503265023e-05;-84299.02780018336;0.0098001833684975;8.682539703508981;-7.035089808482553e-07;0.092160274521636;81867.35122547229;81867.34530075743;-0.0059247148601571;81867.09092855762;0.25437219980813097;782.4010499999999;742.9048079999999;-2.8210060000002386;777.00384;747.933486;-3.189538000000084;781.1015656873273;745.4512464098801;-1.562326290664032;776.6920600973173;748.1290708966404;-3.2940073939137164
8;48;40;88;Zr;-83628.871;5.403;8.666032999999999;0.061;-7455.284;58.886;87;81887.85224715734;0.0054026658015759;-1;1;762.6109039999999;8.674067912045622;763.3179762600148;-0.0080349120456233;-0.7070722600149111;81887.14527060602;81887.85234286604;-9.570870315656066e-05;-83628.88020266138;0.0092026613856432;8.666034087598911;-1.087598912263843e-06;0.0979508286219725;81866.80326340706;81867.51023995837;0.7069765513151651;81867.09202016104;0.41821979732776526;783.89721;740.808386;-0.5162119999997685;773.73252;748.927216;-2.5620719999997164;782.1497791573009;742.8417867448866;-1.6443866178420876;773.3082159275407;750.1393645076142;-3.188372084874686
6;47;41;88;Nb;-76173.586;58.81;8.572424000000002;0.668;-3487.042;58.933;87;81895.307532873;0.0588089487442584;1;-1;754.3733120000002;8.590660241360094;755.9781012396883;-0.0182362413600927;-1.6047892396881025;81893.70279902377;81895.30758826346;-5.539045378100127e-05;-76173.594486998;0.0084869980055373;8.57242462943693;-6.294369292447755e-07;0.1039519794749874;81872.85579402494;81874.46052787418;1.604733849235345;81874.18332236118;0.2772055130044464;777.00384;731.191092;-0.5516920000003438;763.50231;742.9048079999999;-2.3395060000004833;776.6920600973173;733.533915371185;-1.7302270108742732;763.4184392278067;745.4512464098801;-3.086516841689672
4;46;42;88;Mo;-72686.544;3.819;8.523907999999999;0.043;-11005.229;149.088;87;81898.7945754613;0.0038191258252519;-1;1;750.1039039999998;8.530848881896715;750.7147016069109;-0.0069408818967158;-0.6107976069110919;81898.18385205396;81898.79464966086;-7.41995609132573e-05;-72686.551898695;0.0078986950102262;8.523908843176866;-8.431768669936446e-07;0.1101664099087241;81876.83206253489;81877.44278594223;0.6107234073424479;81877.25623784092;0.18654810130828992;773.73252;725.3849740000002;-1.0903139999994664;756.87912;740.808386;-2.520301999999674;773.3082159275407;726.3047024302241;-1.816484856057059;755.6025374182799;742.8417867448866;-2.985079050655372
2;45;43;88;Tc;-61681.315;149.039;8.389958;1.694;-7342;335.0;87;81909.79980569912;0.1490390565951999;1;-1;738.316304;8.396034316906006;738.8510198877285;-0.0060763169060056;-0.5347158877285665;81909.26518717056;81909.7999030583;-9.735918138176204e-05;-61681.32166087714;0.0066608771376195;8.389959106354251;-1.106354250879349e-06;0.1165968166925493;81887.40882910758;81887.94344763613;0.534618528559804;81887.68866929701;0.25477833912009373;763.50231;712.0799999999999;-1.050297999999998;742.95;731.191092;-2.4915159999998195;763.4184392278067;712.3770777805553;-1.906522767094998;741.2807030787955;733.533915371185;-2.8874213254765664
0;44;44;88;Ru;-54340.0;300.0;8.298;3.0;-17479;500.0;87;81917.1414873254;0.2999411013978399;-1;1;730.224;8.284816063137443;729.0638135560949;0.013183936862557;1.1601864439051042;81918.2700468996;81917.1098604557;0.0316268696915358;-54339.640034607175;-0.3599653928249609;8.297640603753528;0.0003593962464716;0.1232459130540697;81895.9093389823;81894.78077940809;-1.1285595742083387;81894.88131944269;-0.10054003460390959;756.87912;699.4379999999999;-4.130880000000275;730.17;725.3849740000002;-4.8930259999999635;755.6025374182799;700.5281115636269;-1.9969781302830825;729.0327436295186;726.3047024302241;-2.790181052447224
-2;43;45;88;Rh;-36860.0;400.0;8.09;5.0;*;;87;81934.62097418169;0.3996109704958799;1;-1;711.92;8.09859460384155;712.6763251380563;-0.0085946038415496;-0.7563251380563543;81933.87518871507;81934.63151385314;-0.0105396714498056;-36860.15317831283;0.1531783128302777;8.090119768993729;-0.0001197689937288;0.1301164311415495;81911.01035236516;81911.75613783178;0.7457854666135972;81911.67989101009;0.07624682168534491;742.95;;;;712.0799999999999;;741.2807030787955;;;;712.3770777805553;
25;57;32;89;Ge;-33729.0;400.0;8.169;4.0;13069;499.0;88;82869.2458295843;0.3996109704958799;0;0;727.041;8.14732572521208;725.1119895438751;0.0216742747879212;1.9290104561249564;82871.17545185836;82869.24644140224;-0.0006118179444456;-33729.401495698374;0.4014956983737647;8.169006874358898;-6.874358897235311e-06;0.0572994508020523;82854.88078488708;82852.95116261301;-1.9296222740667872;82853.85796410871;-0.9068014957010746;;721.2299999999999;;758.4701670000001;;;;718.9687138237225;;758.329608384816;;
23;56;33;89;As;-46798.0;298.0;8.307;3.0;12194;298.0;88;82856.1769673091;0.2980781131903999;0;0;739.323;8.301013850174133;738.7902326654978;0.0059861498258673;0.5327673345021822;82856.71486213416;82856.18209479966;-0.0051274905563332;-46798.263770894926;0.2637708949259831;8.307057612253486;-5.761225348521748e-05;0.0616903355080347;82839.9135870969;82839.37569227185;-0.5378948250581743;82839.51915604273;-0.1434637708880473;745.563;732.0050370000001;-1.0779629999998406;768.214993;707.223;-3.2080069999999523;745.3867027501195;731.1225071036274;-1.0712554772486556;769.0786783668168;704.5293018755068;-3.972485088671988
21;55;34;89;Se;-58992.391;3.729;8.435279000000001;0.042;9281.872;4.951;88;82843.98283295546;0.0037287708971911;0;0;750.7398310000001;8.429547901885238;750.2297632677862;0.0057310981147633;0.5100677322138836;82844.4929849293;82843.98291719708;-8.424161933362484e-05;-58992.39812454274;0.007124542738893;8.435279946535037;-9.465350352400036e-07;0.0662732015900125;82827.18529380743;82826.67514183359;-0.5101519738382194;82826.66533995814;0.009801875450648367;758.4701670000001;742.030917;-0.9785780000000841;777.2993409999999;721.2299999999999;-2.950321000000372;758.329608384816;740.9906817152221;-1.1392364355343716;777.6339126961219;718.9687138237225;-3.8569000157280016
19;54;35;89;Br;-68274.263;3.264;8.530779;0.037;8261.522;3.904;88;82834.70095995894;0.0032639553394348;0;0;759.2393310000001;8.53292788034539;759.4305813507398;-0.0021488803453895;-0.191250350739665;82834.50982024377;82834.7010705945;-0.0001106355630327;-68274.27112106951;0.0081210695061599;8.530780243096263;-1.2430962623710684e-06;0.0710507107718377;82816.69590768039;82816.88704739556;0.1911397151707206;82816.89521851663;-0.00817112106597051;768.214993;748.71417;-1.5494990000001962;783.288051;732.0050370000001;-3.185574000000088;769.0786783668168;748.5732376585057;-1.2092466761570222;783.9953113727317;731.1225071036274;-3.7433442251203815
17;53;36;89;Kr;-76535.785;2.142;8.614815;0.024;5176.604;5.834;88;82826.4394372202;0.0021424364385559;0;0;766.718535;8.61115378555459;766.3926869143585;0.00366121444541;0.3258480856414962;82826.76536807755;82826.43951999192;-8.27717303764075e-05;-76535.79385980868;0.0088598086731508;8.614815930019361;-9.300193610783936e-07;0.0760255189776867;82808.4454313717;82808.11950051434;-0.3259308573615271;82808.70049437415;-0.5809938598104054;777.2993409999999;754.749621;-1.3881079999999884;788.412625;742.030917;-2.9935279999998556;777.6339126961219;753.8701749334791;-1.2812861991159252;788.1628743966456;740.9906817152221;-3.631817716849241
15;52;37;89;Rb;-81712.388;5.427;8.664189;0.061;4496.628;5.427;88;82821.26283292816;0.005425953154169;0;0;771.112821;8.66422561751284;771.1160799586427;-3.6617512838788e-05;-0.0032589586426183;82821.2596284307;82821.26288738933;-5.446116847451776e-05;-81712.39815184569;0.010151845679502;8.664189611923268;-6.11923267612724e-07;0.0812002794429175;82802.43386753461;82802.43707203207;0.0032044974650489;82802.69777018392;-0.26069815184746403;783.288051;757.8555210000001;-1.0820700000000443;790.3296310000001;748.71417;-3.1818410000000767;783.9953113727317;756.8814935401417;-1.3553550044118765;790.136601767864;748.5732376585057;-3.522320490915604
13;51;38;89;Sr;-86209.017;0.092;8.705922000000001;0.001;1499.336;1.615;88;82816.76620442794;9.128642216456e-05;0;0;774.8270580000001;8.692143376220136;773.6007604835921;0.0137786237798653;1.2262975164079537;82817.99260130317;82816.76630378676;-9.935881826095284e-05;-86209.02665205671;0.0096520567021798;8.705923116391164;-1.1163911626255183e-06;0.0865776457099901;82798.66121882266;82797.43482194743;-1.2263968752231449;82797.82164859949;-0.38682665205851663;788.412625;757.355532;-3.8859590000000708;791.091574;754.749621;-3.812921000000074;788.1628743966456;757.6071934784936;-1.4314530920449897;789.9164934863868;753.8701749334791;-3.4148525473183327
11;50;39;89;Y;-87708.352;1.612;8.713978;0.018;-2832.792;2.776;88;82815.26686872411;0.0016114847994356;0;0;775.5440419999999;8.694907061676481;773.8467284892068;0.0190709383235176;1.6973135107930375;82816.96428669496;82815.26697318417;-0.0001044600649038;-87708.36235589202;0.0103558920236537;8.713979173708529;-1.17370852947829e-06;0.092160274521636;82797.12748789258;82795.43006992173;-1.697417970848619;82795.82983227762;-0.39976235589710996;790.3296310000001;754.7114279999998;-6.047024999999849;789.051627;757.8555210000001;-4.180935999999633;790.136601767864;756.0472747485348;-1.50958046201481;787.502549552214;756.8814935401417;-3.309413886057996
9;49;40;89;Zr;-84875.561;3.083;8.673359;0.035;-4250.351;23.743;88;82818.09966059329;0.0030832454833132;0;0;771.928951;8.672516673881876;771.853983975487;0.0008423261181231;0.0749670245129436;82818.17468460611;82818.0997175816;-5.6988312280736864e-05;-84875.57048671228;0.0094867122825235;8.673359640318052;-6.403180528025132e-07;0.0979508286219725;82797.83267740715;82797.75765339432;-0.0750240128254517;82797.19952388103;0.5581295132869855;791.091574;750.2578980000001;-2.508429999999862;783.840148;757.355532;-2.662221999999929;789.9164934863868;752.201737350266;-1.5897371143213377;782.8947699653452;757.6071934784936;-3.206004507135276
7;48;41;89;Nb;-80625.209;23.631;8.616812;0.266;-5610.275;23.953;88;82822.3500122989;0.0236310739172726;0;0;766.896268;8.624972212836319;767.6225269424324;-0.0081602128363194;-0.7262589424324233;82821.62379503658;82822.35005397901;-4.168010491412133e-05;-80625.21878109778;0.0097810977749759;8.61681246831575;-4.683157506235602e-07;0.1039519794749874;82800.77679003775;82801.50300730008;0.726217262330465;82801.21602608118;0.2869812189019285;789.051627;744.0028590000001;-0.7380499999998165;776.8356050000001;754.7114279999998;-2.245502999999985;787.502549552214;746.070581283686;-1.6719230489647998;776.0931547257811;756.0472747485348;-3.1046244105488086
5;47;42;89;Mo;-75014.935;3.912;8.544984000000001;0.044;-7620.087;5.467;88;82827.96028764333;0.0039122752356239;0;0;760.5035760000001;8.55227367853981;761.1523573900431;-0.0072896785398093;-0.648781390043041;82827.31161798639;82827.96039937643;-0.000111733097583;-75014.94343666335;0.0084366633527679;8.544985255428093;-1.2554280921506231e-06;0.1101664099087241;82805.95982846731;82806.60849812426;0.6486696569481865;82806.36194156093;0.2465565633319784;783.840148;736.230888;-0.9361160000000837;768.306448;750.2578980000001;-2.4428060000000187;782.8947699653452;737.6538065487955;-1.7561382659455376;767.0977038335213;752.201737350266;-3.0052735962989345
3;46;43;89;Tc;-67394.848;3.819;8.450575;0.043;-9135;298.0;88;82835.58037515882;0.0038191258252519;0;0;752.101175;8.45442107099235;752.4434753183191;-0.0038460709923491;-0.3423003183190758;82835.23815345555;82835.58045377386;-7.861503399908543e-05;-67394.85592117367;0.0079211736738216;8.450575883315027;-8.833150264564438e-07;0.1165968166925493;82813.38179539256;82813.72401709584;0.3422217032784829;82813.20497301703;0.5190440788137494;776.8356050000001;726.253728;-1.1130169999998998;757.848;744.0028590000001;-2.35149100000001;776.0931547257811;726.9514131455945;-1.8423827652625278;755.9084172885659;746.070581283686;-2.9079520643862224
1;45;44;89;Ru;-58260.0;298.0;8.339;3.0;-12400;468.0;88;82844.71493236283;0.2980781131903999;0;0;742.171;8.331414390193938;741.4958807272604;0.0075856098060622;0.6751192727396074;82845.40340144401;82844.72828217127;-0.0133498084469465;-58260.2987171807;0.2987171807035338;8.339149997847741;-0.0001499978477408;0.1232459130540697;82823.0426935267;82822.35422444552;-0.6884690811857581;82822.17732316269;0.176901282829931;768.306448;713.313;-2.7225520000000643;744.4709999999999;736.230888;-3.6401120000001583;767.0977038335213;713.9634010740828;-1.9306565469167936;742.525295090915;737.6538065487955;-2.8126598148103312
-1;44;45;89;Rh;-45861.0;361.0;8.191;4.0;*;;88;82857.11498187155;0.36048821813964;0;0;728.999;8.183253636144576;728.3095736168673;0.0077463638554249;0.6894263831327407;82857.80736195183;82857.11793556869;-0.0029536971414927;-45860.24920844766;-0.7507915523383417;8.191033187608289;-3.3187608288187675e-05;0.1301164311415495;82834.94252560192;82834.25014552164;-0.6923800802760525;82834.1243947301;0.1257507915433962;757.848;;;;726.253728;;755.9084172885659;;;;726.9514131455945;
26;58;32;90;Ge;-29221.0;500.0;8.118;6.0;12109;640.0;89;83805.24836476629;0.50021233369764;-1;1;730.62;8.098609769792633;728.8748792813369;0.0193902302073674;1.7451207186630882;83806.97798383646;83805.23286311781;0.0155016484786756;-29220.97003370541;-0.0299662945944874;8.117827759461296;0.0001722405387045;0.0572994508020523;83790.68331686518;83788.953697795;-1.7296190701745218;83790.24676782872;-1.2930700337165035;;725.384;;762.68;;;;723.2549408953051;;763.0364963596545;;
24;57;33;90;As;-41330.0;400.0;8.244;4.0;14470;518.0;89;83793.13894141794;0.3996109704958799;1;-1;741.96;8.234948786448381;741.1453907803543;0.0090512135516185;0.8146092196457175;83793.92512573488;83793.11051651523;0.0284249027172336;-41330.39338205704;0.3933820570382522;8.243684167747658;0.0003158322523422;0.0616903355080347;83777.12385069762;83776.33766638068;-0.7861843169375788;83776.81405976274;-0.47639338205044623;747.6840000000001;735.1519999999999;-1.08400000000006;771.411812;;;747.2445114304772;734.0102926704036;-1.0359774598277909;772.4133460420016;;
22;56;34;90;Se;-55800.217;329.749;8.395766;3.664;8200.081;329.766;89;83778.66911201076;0.32974891271688;-1;1;755.61894;8.394330857439765;755.4897771695789;0.0014351425602345;0.1291628304210235;83778.79839274306;83778.66922991264;-0.000117901887279;-55800.22278924574;0.0057892457407433;8.395767310020974;-1.3100209734773216e-06;0.0662732015900125;83761.4907016212;83761.36142088889;-0.1292807323043234;83761.30124367813;0.06017721076204907;762.68;747.5603520000002;-0.997527999999761;783.166008;725.384;-2.6878719999998566;763.0364963596545;746.842119833051;-1.1009381464523358;783.8610966950474;723.2549408953051;-3.8635167488052957
20;55;35;90;Br;-64000.298;3.357;8.478185999999999;0.037;10958.952;3.84;89;83770.46902969158;0.0033571047498068;1;-1;763.0367399999999;8.481424789209399;763.328231028846;-0.0032387892093996;-0.2914910288460532;83770.17759228121;83770.46908331006;-5.361848161555827e-05;-64000.30510841371;0.0071084137089201;8.478186595760862;-5.957608628648359e-07;0.0710507107718377;83752.36367971783;83752.6551171282;0.2914374103711452;83752.71762223663;-0.06250510842073709;771.411812;753.6097359999999;-1.0519319999998515;788.3868240000002;735.1519999999999;-2.5346559999997;772.4133460420016;753.0736649092934;-1.1694511063968775;788.8937121012627;734.0102926704036;-3.7524572860255603
