N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;delta;delta_I4;bind_ene_total;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene;Diff_bind_ene_total;atomic_mass_teo;atomic_mass_calc;Diff_atomic_mass;mass_excess_calc;Diff_mass_excess;bind_ene_calc;Diff_bind_ene_calcs;B_e;M_N_teo;M_N_exp;Diff_nuclear_mass
4;13;9;22;F;2793.373;12.399;7.624295;0.564;10818.092;12.399;22;20495.663654741682;0.012398186520513199;1;-1;167.73449;7.873610462425566;173.21943017336244;-0.24931546242556557;-5.484940173362446;20490.17872814573;20495.66366831909;-1.3577409845311195e-05;2793.3729016834436;9.831655643210979e-05;7.624295617154943;-6.171549431499557e-07;0.0027553759588570008;20485.582492965477;20491.06741956143;5.484926595952857
2;12;10;22;Ne;-8024.719;0.018;8.080465;0.001;-2843.207;0.171;21;20484.84556166931;1.6766893866959998e-05;-1;1;177.77023;8.402686711412398;184.85910765107278;-0.3222217114123982;-7.088877651072778;20477.75670406544;20484.845581716512;-2.0047202269779518e-05;-8024.720170691025;0.0011706910245266045;8.080465911236388;-9.112363876795371e-07;0.0035444813290531753;20472.65025903987;20479.73911664374;7.088857603870565
0;11;11;22;Na;-5181.511;0.171;7.915667;0.008;-4781.578;0.321;21;20487.68876950554;0.00017046342098075997;1;-1;174.144674;8.158728045270854;179.49201699595878;-0.2430610452708537;-5.347342995958769;20482.341448117968;20487.688791113927;-2.160838630516082e-05;-5181.512334458626;0.001334458625933621;7.915667982199341;-9.821993414149688e-07;0.004451384507546654;20476.724911044883;20482.072232432456;5.347321387573174
7;15;8;23;O;14621.369;121.712;7.163485;5.292;11336.106;126.190;23;21438.985756016944;0.12171181407436635;0;0;164.760155;6.985946909178952;160.6767789111159;0.17753809082104777;4.083376088884108;21443.069147726117;21438.98577163723;-1.562028774060309e-05;14621.370456942683;-0.0014569426821253728;7.163485679142942;-6.791429427721596e-07;0.002079299964760251;21438.98323542056;21434.899843711388;-4.083391709173156
5;14;9;23;F;3285.263;33.320;7.622344;1.449;8439.312;33.321;23;21427.649647895567;0.03331954409006441;0;0;175.313912;7.794395918380337;179.27110612274774;-0.17205191838033684;-3.957194122747751;21423.692473911902;21427.64966803465;-2.0139083062531427e-05;3285.262335565297;0.0006644347031397047;7.622344875612369;-8.756123692776896e-07;0.0027553759588570008;21419.09623873165;21423.053412715315;3.9571739836646884
3;13;10;23;Ne;-5154.049;0.104;7.955256;0.005;4375.804;0.104;22;21419.210335534706;0.00010432733961663999;0;0;182.970888;8.255826652449404;189.8840130063363;-0.3005706524494034;-6.913125006336287;21412.29722042573;21419.210345432068;-9.897361451294273e-06;-5154.050025294024;0.001025294023747847;7.9552564303200555;-4.303200551447617e-07;0.0035444813290531753;21407.190775400162;21414.103890509137;6.913115108975035
1;12;11;23;Na;-9529.85248;0.00181;8.111493000000001;0.000;-4056.340;0.158;22;21414.83453205686;1.8070985612168e-06;0;0;186.56433900000002;8.370239111386153;192.51549956188154;-0.2587461113861522;-5.951160561881522;21408.883387267604;21414.834547829487;-1.5772628103150055e-05;-9529.853503140192;0.0010231401920464123;8.11149368576646;-6.85766458730086e-07;0.004451384507546654;21403.26685019452;21409.217994983774;5.951144789254613
-1;11;12;23;Mg;-5473.513;0.158;7.901115;0.007;-12221.583;0.379;22;21418.890871248386;0.00015835399763240002;0;0;181.725645;8.137633295190582;187.16556578938338;-0.23651829519058243;-5.439920789383393;21413.450974437525;21418.89089522691;-2.3978522222023457e-05;-5473.514311612691;0.0013116126910972525;7.901116042544385;-1.0425443850436977e-06;0.00548057821903994;21407.324467607465;21412.764364418326;5.439896810861683
8;16;8;24;O;18500.402;164.874;7.039685;6.870;10955.887;191.633;24;22374.358893673983;0.16487445635844;-1;1;168.95244000000002;6.783362239627692;162.8006937510646;0.25632276037230817;6.15174624893541;22380.510654601727;22374.35890835279;-1.467880792915821e-05;18500.4043939818;-0.0023939818020153325;7.039685611617036;-6.116170352399308e-07;0.002079299964760251;22376.42474229617;22370.272981368427;-6.151760927743453
6;15;9;24;F;7544.515;97.670;7.463582000000001;4.070;13496.161;97.672;24;22363.403004678847;0.09766995125735316;1;-1;179.125968;7.498292996078363;179.95903190588072;-0.03471099607836248;-0.8330639058807208;22362.569969844328;22363.403033750208;-2.907136149588041e-05;7544.515398846703;-0.0003988467024100828;7.463583211306741;-1.211306740245277e-06;0.0027553759588570008;22357.973734664076;22358.806769498595;0.8330348345189122
4;14;10;24;Ne;-5951.646;0.513;7.993325;0.021;2466.255;0.513;23;22349.906842770924;0.000512321757046;-1;1;191.8398;8.240126710723816;197.7630410573716;-0.2468017107238163;-5.923241057371598;22343.983614090255;22349.906855147627;-1.2376702215988189e-05;-5951.646509076834;0.0005090768345326069;7.99332551569599;-5.156959907992587e-07;0.0035444813290531753;22338.877169064686;22344.800397745355;5.923228680669126
2;13;11;24;Na;-8417.901;0.017;8.063488;0.001;5515.669;0.021;23;22347.440587311117;1.583539976324e-05;1;-1;193.523712;8.316583149148132;199.59799557955517;-0.25309514914813214;-6.0742835795551855;22341.36631296549;22347.440596545046;-9.233928722096607e-06;-8417.901968884305;0.0009688843056210317;8.063488384746961;-3.8474696140156084e-07;0.004451384507546654;22335.749775892404;22341.824050238032;6.07427434562851
0;12;12;24;Mg;-13933.569;0.013;8.260709;0.001;-13884.704;0.233;23;22341.924918233843;1.3040917452079999e-05;-1;1;198.25701600000002;8.41994254576723;202.07862109841352;-0.15923354576722915;-3.8216050984134995;22338.103340844053;22341.92494594247;-2.7708625566447154e-05;-13933.5710461574;0.0020461574004002614;8.260710154526047;-1.1545260463208251e-06;0.00548057821903994;22331.976834013993;22335.798411403783;3.8215773897900362
-2;11;13;24;Al;-48.865;0.233;7.6495820000000005;0.010;-10794.060;19.473;23;22355.809624030815;0.00023287352593;1;-1;183.589968;7.857924666165186;188.59019198796446;-0.20834266616518526;-5.0002239879644605;22350.80942335192;22355.809647339884;-2.3309068637900054e-05;-48.86524918617281;0.00024918617280889066;7.649582971211203;-9.712112021276198e-07;0.006636320783722985;22344.173073313734;22349.17327399263;5.000200678896363
9;17;8;25;O;27329.027;165.084;6.727805;6.603;15994.862;191.191;25;23314.681623058015;0.165084042531777;0;0;168.195125;6.400248745560423;160.00621863901057;0.32755625443957737;8.18890636098942;23322.870551429343;23314.681645068355;-2.201033930759877e-05;27329.030058015956;-0.003058015958231408;6.7278058804135075;-8.80413507431399e-07;0.002079299964760251;23318.784639123787;23310.59571075246;-8.188928371328075
