N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;atomic_mass;atomic_mass_unc;delta;bind_ene_teo;Diff_bind_ene;Delta_2n;Delta_2p
9;23;14;37;Si;-6571.512;113.809;7.9529033;3.0759;12424.5003;119.9691;992945.191;122.179;0;7.886273270404312;0.06663002959568765;-0.005262899999999959;-0.20530300000000068
7;22;15;37;P;-18996.012;37.948;8.2675561;1.0256;7900.4135;37.9474;979606.942;40.738;0;8.27332596196841;-0.005769861968410339;0.009107499999998936;-0.25358469999999933
5;21;16;37;S;-26896.426;0.198;8.459936299999999;0.0054;4865.1258;0.1965;971125.500;0.212;0;8.51409896963292;-0.05416266963292138;-0.03775169999999939;-0.18770939999999747
3;20;17;37;Cl;-31761.552;0.052;8.5702816;0.0014;-813.8729;0.2000;965902.573;0.055;0;8.608592293397843;-0.03831069339784321;-0.1258809999999979;-0.1372877999999993
1;19;18;37;Ar;-30947.679;0.207;8.527140600000001;0.0056;-6147.4775;0.2270;966776.301;0.221;0;8.556805933263178;-0.029665333263176663;-0.16422030000000198;-0.14675900000000297
-1;18;19;37;K;-24800.201;0.094;8.339848;0.0025;-11664.1314;0.6412;973375.890;0.100;0;8.358739889228927;-0.018891889228926928;-0.15682930000000006;-0.14595949999999824
-3;17;20;37;Ca;-13136.070;0.634;8.0034567;0.0171;-16916;300;985897.849;0.680;0;8.01439416129509;-0.010937461295091211;-0.16124229999999962;-0.11345129999999859
-5;16;21;37;Sc;3780;300;7.525;8;-21390;500;004058;322;0;7.523768749461666;0.0012312505383347272;-0.20854250000000008;-0.053159100000001125
-7;15;22;37;Ti;25170;400;6.926;11;*;;027021;429;0;6.886863653728654;0.03913634627134588;;
16;27;11;38;Na;61905;715;6.216;19;27831;875;066458;768;1;5.5708371688937595;0.6451628311062407;;
14;26;12;38;Mg;34074;503;6.928;13;17604;525;036580;540;-1;6.511630227046961;0.4163697729530389;-0.013579800000000475;
12;25;13;38;Al;16470;150;7.37;4;20640;183;017681;161;1;7.122308640371614;0.2476913596283863;-0.019484599999999297;-0.2015823000000001
10;24;14;38;Si;-4170.299;104.793;7.8928297;2.7577;10451.2656;127.4736;995523.000;112.500;-1;7.785373443954989;0.10745625604501097;-0.01731479999999941;-0.21191369999999843
8;23;15;38;P;-14621.565;72.581;8.147274900000001;1.9100;12239.6512;72.9340;984303.105;77.918;1;8.118323602709811;0.02895129729018997;-0.005262900000003512;-0.2432684000000016
6;22;16;38;S;-26861.216;7.172;8.4487829;0.1887;2936.9000;7.1714;971163.300;7.699;-1;8.503660151723357;-0.054877251723358;0.007149700000001147;-0.18978649999999675
4;21;17;38;Cl;-29798.116;0.098;8.5054817;0.0026;4916.7109;0.2182;968010.408;0.105;1;8.558882055908352;-0.05340035590835157;-0.061265200000002906;-0.16500350000000097
2;20;18;38;Ar;-34714.827;0.195;8.6142807;0.0051;-5914.0671;0.0448;962732.102;0.209;-1;8.666490350352072;-0.052209650352072146;-0.11339239999999862;-0.10186680000000159
0;19;19;38;K;-28800.760;0.195;8.4380593;0.0051;-6742.2563;0.0626;969081.114;0.209;1;8.443983999967239;-0.005924699967238212;-0.19580460000000066;-0.18051670000000364
-2;18;20;38;Ca;-22058.503;0.194;8.240043400000001;0.0051;-17809;200;976319.223;0.208;-1;8.273864039841131;-0.03382063984112982;-0.11290230000000356;-0.09431400000000245
-4;17;21;38;Sc;-4249;200;7.751;5;-15619;361;995438;215;1;7.77362943488647;-0.02262943488646929;-0.1623303000000007;-0.04977670000000156
-6;16;22;38;Ti;11370;300;7.319;8;*;;012206;322;-1;7.325781220190532;-0.006781220190531734;;
17;28;11;39;Na;69977;743;6.056;19;27201;903;075123;797;0;5.391722543028102;0.6642774569718979;;
15;27;12;39;Mg;42775;513;6.734;13;21286;594;045921;551;0;6.2531460916949815;0.4808539083050185;0.012111499999999609;
13;26;13;39;Al;21490;300;7.26;8;19169;329;023070;322;0;6.982564107247054;0.2774358927529459;-0.008683999999999692;-0.2104487000000006
11;25;14;39;Si;2320.352;135.532;7.7309792999999996;3.4752;15094.9874;176.2324;002491.000;145.500;0;7.579976589684318;0.1510027103156819;-0.027055299999998894;-0.17721129999999974
9;24;15;39;P;-12774.636;112.645;8.0979701;2.8883;10388.0361;123.2430;986285.865;120.929;0;8.045383539006773;0.05258656099322678;-0.021832799999998542;-0.25166489999999797
7;23;16;39;S;-23162.672;50.000;8.3442698;1.2821;6637.5463;50.0300;975133.850;53.677;0;8.378784955214417;-0.03451515521441806;0.00103250000000088;-0.20126300000000086
5;22;17;39;Cl;-29800.218;1.732;8.4944032;0.0444;3441.9774;5.2915;968008.151;1.859;0;8.580180838307257;-0.08577763830725615;-0.005565500000001222;-0.1451772000000009
3;21;18;39;Ar;-33242.195;5.000;8.5625988;0.1282;565.0000;5.0000;964313.037;5.367;0;8.649571188285282;-0.08697238828528242;-0.06368370000000034;-0.11855380000000082
1;20;19;39;K;-33807.19535;0.00456;8.5570258;0.0003;-6524.4888;0.5962;963706.48482;0.00489;0;8.586956005148505;-0.02993020514850464;-0.19813049999999954;-0.17457210000000067
-1;19;20;39;Ca;-27282.707;0.596;8.3696711;0.0153;-13109.9804;24.0074;970710.811;0.640;0;8.392335288896916;-0.02266418889691657;-0.18917800000000007;-0.1778126999999987
-3;18;21;39;Sc;-14172.726;24.000;8.013457500000001;0.6154;-16673;202;984784.953;25.765;0;8.06570903953052;-0.05225153953051809;-0.13271710000000247;-0.06206700000000254
-5;17;22;39;Ti;2500;200;7.566;5;-20070;447;002684;215;0;7.607077257049314;-0.041077257049313864;-0.1716110999999998;-0.012543300000000812
-7;16;23;39;V;22570;400;7.031;10;*;;024230;429;0;7.016439941453299;0.014560058546700283;;
16;28;12;40;Mg;49550;500;6.598;13;20729;583;053194;537;-1;6.086572811713436;0.5114271882865635;;
14;27;13;40;Al;28820;300;7.097;7;23154;324;030940;322;1;6.747413305527441;0.34958669447255986;0.004999999999999005;-0.21208780000000083
12;26;14;40;Si;5666.876;121.991;7.6558247;3.0498;13806.0653;147.8912;006083.641;130.962;-1;7.459692089774772;0.1961326102252281;-0.008819700000000097;-0.1904218999999987
10;25;15;40;P;-8139.189;83.607;7.9814177;2.0902;14698.6603;83.7017;991262.221;89.755;1;7.869234066516573;0.11218363348342653;-0.049648299999998535;-0.24694899999999897
8;24;16;40;S;-22837.850;3.982;8.329325500000001;0.0996;4719.9687;32.3118;975482.561;4.274;-1;8.330214333691698;-0.0008888336916967887;-0.016640600000002337;-0.21020720000000104
6;23;17;40;Cl;-27557.818;32.066;8.427766;0.8016;7482.0816;32.0655;970415.466;34.423;1;8.488457793361295;-0.060691793361295154;-0.004163899999999998;-0.15699999999999825
4;22;18;40;Ar;-35039.89997;0.00218;8.595259400000002;0.0002;-1504.4031;0.0559;962383.12204;0.00234;-1;8.698139543464215;-0.1028801434642137;-0.02062400000000153;-0.12517130000000343
2;21;19;40;K;-33535.497;0.056;8.538090700000001;0.0014;1310.9051;0.0596;963998.165;0.060;1;8.605084486061605;-0.06699378606160344;-0.0868650000000013;-0.12576940000000292
0;20;20;40;Ca;-34846.402;0.020;8.5513046;0.0006;-14323.0493;2.8281;962590.850;0.022;-1;8.563467719092321;-0.01216311909232104;-0.24600119999999848;-0.22908849999999958
-2;19;21;40;Sc;-20523.353;2.828;8.1736697;0.0707;-11529.9139;68.3023;977967.275;3.036;1;8.219114144617507;-0.045444444617507074;-0.15140909999999863;-0.08528009999999853
-4;18;22;40;Ti;-8993.439;68.244;7.8658632;1.7061;-21463;308;990345.146;73.262;-1;7.92619886057602;-0.06033566057601991;-0.15348640000000024;-0.03568299999999791
-6;17;23;40;V;12470;300;7.31;7;*;;013387;322;1;7.330546769028999;-0.0205467690289991;;
17;29;12;41;Mg;58100;500;6.425;12;23510;640;062373;537;0;5.832085975976231;0.5929140240237691;;
15;28;13;41;Al;34590;400;6.98;10;21390;500;037134;429;0;6.598660434478074;0.3813395655219267;0.011999999999998678;-0.22300000000000075
13;27;14;41;Si;13200;300;7.482;7;18180;323;014171;322;0;7.2454876789283595;0.23651232107164066;0.017979299999999476;-0.16617240000000066
11;26;15;41;P;-4979.767;120.163;7.9065513;2.9308;14028.8125;120.2326;994654.000;129.000;0;7.772567709327083;0.13398359067291743;-0.03413250000000101;-0.2292354000000003
9;25;16;41;S;-19008.580;4.099;8.2296358;0.1000;8298.6116;68.8456;979593.451;4.400;0;8.179900525674249;0.04973527432575153;-0.051174200000001946;-0.24005410000000182
7;24;17;41;Cl;-27307.192;68.723;8.4129593;1.6762;5760.3180;68.7243;970684.525;73.777;0;8.467486127969854;-0.05452682796985364;-0.007648200000000216;-0.15172810000000148
5;23;18;41;Ar;-33067.510;0.347;8.534373299999999;0.0085;2492.0392;0.3473;964500.570;0.372;0;8.6353245162139;-0.10095121621390213;-0.01790959999999764;-0.12381149999999685
3;22;19;41;K;-35559.54880;0.00376;8.5760731;0.0003;-421.6406;0.1377;961825.25611;0.00403;0;8.683415690406386;-0.10734259040638605;-0.01890000000000036;-0.1269165000000001
1;21;20;41;Ca;-35137.908;0.138;8.5467075;0.0034;-6495.5482;0.1553;962277.905;0.147;0;8.611759650547313;-0.06505215054731295;-0.12307859999999948;-0.1780108000000009
-1;20;21;41;Sc;-28642.360;0.077;8.3691979;0.0019;-12944.8214;27.9449;969251.163;0.083;0;8.420356396636679;-0.051158496636679374;-0.19411179999999817;-0.11185709999999993
-3;19;22;41;Ti;-15697.539;27.945;8.0343889;0.6816;-16008;202;983148.000;30.000;0;8.109205928674486;-0.07481702867448625;-0.14997240000000112;-0.019106700000000032
-5;18;23;41;V;310;200;7.625;5;-20100;447;000333;215;0;7.678308246660732;-0.053308246660732195;-0.14948710000000176;-0.02354249999999869
-7;17;24;41;Cr;20410;400;7.116;10;*;;021911;429;0;7.127663350595418;-0.01166335059541801;;
16;29;13;42;Al;41990;500;6.829;12;25150;583;045078;537;1;6.363318724466847;0.46568127553315275;;
14;28;14;42;Si;16840;300;7.41;7;15748;315;018078;322;-1;7.11266894352553;0.2973310564744702;-0.00817530000000044;-0.2259846000000012
12;27;15;42;P;1091.842;95.009;7.7659122;2.2621;18729.5899;95.0504;001172.140;101.996;1;7.583171981110214;0.1827402188897862;0.0015932999999996866;-0.20034559999999857
10;26;16;42;S;-17637.748;2.794;8.1932275;0.0665;7194.0221;59.6811;981065.100;3.000;-1;8.104008317140021;0.08921918285997954;-0.06111410000000017;-0.23678920000000225
8;25;17;42;Cl;-24831.770;59.616;8.3458864;1.4194;9590.9082;59.8947;973342.000;64.000;1;8.34599747169583;-0.00011107169583013388;-0.029527999999997334;-0.1636527999999977
6;24;18;42;Ar;-34422.678;5.775;8.555614100000001;0.1375;599.3527;5.7763;963045.737;6.200;-1;8.638319924696763;-0.08270582469676135;-0.022127700000002193;-0.12372580000000077
4;23;19;42;K;-35022.031;0.106;8.5512571;0.0025;3525.2626;0.1825;962402.305;0.113;1;8.651795196223693;-0.10053809622369236;-0.01772119999999866;-0.11736770000000263
2;22;20;42;Ca;-38547.293;0.148;8.6165646;0.0035;-6426.2904;0.0485;958617.780;0.159;-1;8.715603766195752;-0.0990391661957517;-0.023647699999999716;-0.10434829999999806
0;21;21;42;Sc;-32121.003;0.154;8.4449303;0.0037;-7016.6496;0.2239;965516.686;0.165;1;8.500565154693808;-0.05563485469380858;-0.15881040000000013;-0.14831319999999693
-2;20;22;42;Ti;-25104.353;0.269;8.25924;0.0064;-17485;196;973049.369;0.289;-1;8.335859841636992;-0.07661984163699209;-0.11909529999999968;-0.017548900000000422
-4;19;23;42;V;-7620;196;7.824;5;-14679;358;991820;210;1;7.892307347106174;-0.06830734710617392;-0.1345433000000007;-0.017330300000000243
-6;18;24;42;Cr;7060;300;7.456;7;*;;007579;322;-1;7.499088151020482;-0.04308815102048147;;
17;30;13;43;Al;48270;600;6.712;14;23940;721;051820;644;0;6.209912900088231;0.502087099911769;;
15;29;14;43;Si;24330;400;7.251;9;19289;500;026119;429;0;6.894651093805446;0.3563489061945546;-0.016000000000000902;-0.21000000000000174
13;28;15;43;P;5040;300;7.681;7;17236;300;005411;322;0;7.47024844743625;0.21075155256375044;0.0005513000000005874;-0.2004009
11;27;16;43;S;-12195.461;4.970;8.0638276;0.1156;11964.0500;62.0579;986907.635;5.335;0;7.936704960980648;0.12712263901935206;-0.03101939999999903;-0.22570259999999998
9;26;17;43;Cl;-24159.510;61.859;8.3238672;1.4386;7850.3002;62.0860;974063.700;66.407;0;8.294020634438636;0.029846565561364002;-0.053176000000000556;-0.18650840000000102
7;25;18;43;Ar;-32009.811;5.310;8.4882382;0.1235;4565.5836;5.3254;965636.056;5.700;0;8.542195467810219;-0.05395726781021892;-0.022150500000000406;-0.11629389999999873
5;24;19;43;K;-36575.394;0.410;8.5762204;0.0095;1833.4783;0.4687;960734.701;0.440;0;8.681229461095393;-0.10500906109539265;-0.02169300000000085;-0.12054049999999883
3;23;20;43;Ca;-38408.873;0.227;8.600665300000001;0.0053;-2220.7227;1.8650;958766.381;0.244;0;8.711122614294158;-0.11045731429415717;-0.024076400000001996;-0.11122520000000513
1;22;21;43;Sc;-36188.150;1.863;8.5308265;0.0433;-6872.5591;6.0147;961150.425;1.999;0;8.631874927406516;-0.10104842740651598;-0.0735140999999988;-0.10554050000000004
-1;21;22;43;Ti;-29315.591;5.719;8.3528054;0.1330;-11399.2333;43.2287;968528.420;6.139;0;8.443486400432466;-0.09068100043246652;-0.11548980000000064;-0.07117469999999848
-3;20;23;43;V;-17916.358;42.849;8.0695129;0.9965;-15946;205;980766.000;46.000;0;8.145957033372007;-0.07644413337200717;-0.1339863999999995;-0.022827899999999346
-5;19;24;43;Cr;-1970;200;7.68;5;-19340;447;997885;215;0;7.739286826225141;-0.05928682622514092;-0.15627139999999962;-0.026611099999999333
-7;18;25;43;Mn;17370;400;7.213;9;*;;018647;429;0;7.223475778991866;-0.010475778991866136;;
16;30;14;44;Si;29310;500;7.156;11;18200;640;031466;537;-1;6.754202098995236;0.4017979010047634;;
14;29;15;44;P;11110;400;7.552;9;20314;400;011927;429;1;7.273244718351847;0.2787552816481522;-0.0180877999999991;-0.19422429999999835
12;28;16;44;S;-9204.236;5.216;7.9960154;0.1186;11274.7373;85.7253;990118.846;5.600;-1;7.841418508601597;0.15459689139840282;-0.013803299999999297;-0.1696472999999994
10;27;17;44;Cl;-20478.973;85.566;8.234478800000002;1.9447;12194.2869;85.5811;978014.918;91.859;1;8.151730100719845;0.08274869928015605;-0.04229550000000337;-0.18500260000000424
8;26;18;44;Ar;-32673.260;1.584;8.4938411;0.0360;3108.2375;1.6381;964923.814;1.700;-1;8.51117286373123;-0.017331763731231575;-0.019684599999996166;-0.12546989999999703
6;25;19;44;K;-35781.498;0.419;8.546702300000002;0.0095;5687.2319;0.5303;961586.984;0.450;1;8.612753428611116;-0.0660511286111145;-0.02410470000000231;-0.1254967000000029
4;24;20;44;Ca;-41468.730;0.325;8.6581769;0.0074;-3652.6948;1.7565;955481.489;0.348;-1;8.763465164384137;-0.10528826438413574;-0.030804400000000953;-0.10427740000000085
2;23;21;44;Sc;-37816.035;1.756;8.557380499999999;0.0399;-267.4488;1.8899;959402.818;1.884;1;8.656314702025657;-0.09893420202565828;-0.04780919999999789;-0.07736159999999792
0;22;22;44;Ti;-37548.586;0.700;8.5335215;0.0159;-13740.5071;7.2986;959689.936;0.751;-1;8.598295410560315;-0.06477391056031401;-0.15134070000000222;-0.14665510000000204
-2;21;23;44;V;-23808.079;7.265;8.2034567;0.1651;-10386.1805;51.7447;974440.977;7.799;1;8.282413920963473;-0.07895722096347235;-0.09677110000000155;-0.04590260000000157
-4;20;24;44;Cr;-13421.899;51.232;7.9496265;1.1644;-20882;304;985591.000;55.000;-1;8.015663602259766;-0.06603710225976567;-0.1394296999999991;-0.03701299999999996
-6;19;25;44;Mn;7460;300;7.457;7;*;;008009;322;1;7.4910510854245596;-0.0340510854245597;;
17;31;14;45;Si;37090;600;7.004;13;21130;781;039818;644;0;6.5358524731400625;0.4681475268599371;;
15;30;15;45;P;15960;500;7.456;11;19301;583;017134;537;0;7.149507032049628;0.30649296795037273;-0.02200000000000113;-0.20800000000000107
13;29;16;45;S;-3340;300;7.867;7;14922;329;996414;322;0;7.663260372799698;0.20373962720030203;-0.01817240000000009;-0.1715750000000007
11;28;17;45;Cl;-18262.544;136.163;8.1815991;3.0259;11508.2568;136.1643;980394.353;146.177;0;8.077112495390274;0.10448660460972548;-0.0473309999999989;-0.16731869999999915
9;27;18;45;Ar;-29770.801;0.512;8.4199526;0.0114;6844.8422;0.7311;968039.731;0.550;0;8.391063399821359;0.02888920017864116;-0.040242000000001;-0.13672280000000114
7;26;19;45;K;-36615.643;0.522;8.5546747;0.0116;4196.5868;0.6369;960691.491;0.560;0;8.605113086092949;-0.05043838609294937;-0.018249499999999585;-0.12038639999999923
5;25;20;45;Ca;-40812.230;0.365;8.6305467;0.0081;260.0910;0.7377;956186.270;0.392;0;8.719261554205044;-0.08871485420504399;-0.021073299999999406;-0.11162269999999985
3;24;21;45;Sc;-41072.321;0.663;8.618941000000001;0.0147;-2062.0551;0.5086;955907.051;0.712;0;8.733508804157648;-0.11456780415764634;-0.04195970000000315;-0.07942680000000202
1;23;22;45;Ti;-39010.266;0.836;8.555732099999998;0.0186;-7123.8247;0.2142;958120.758;0.897;0;8.647854835950755;-0.09212273595075615;-0.09742629999999686;-0.10359219999999425
-1;22;23;45;V;-31886.441;0.863;8.3800394;0.0192;-12371.6400;35.4073;965768.498;0.926;0;8.46229964958437;-0.08226024958437073;-0.10833109999999913;-0.09394059999999804
-3;21;24;45;Cr;-19514.801;35.397;8.0877286;0.7866;-14535;302;979050.000;38.000;0;8.176843245058492;-0.08911464505849231;-0.08825049999999912;-0.0326518000000009
-5;20;25;45;Mn;-4980;300;7.747;7;-19388;412;994654;322;0;7.791485622373118;-0.04448562237311826;-0.145688299999998;-0.02848710000000043
-7;19;26;45;Fe;14408;283;7.299;6;*;;015467;304;0;7.306226781528254;-0.007226781528253845;;
16;31;15;46;P;22840;500;7.32;11;22200;640;024520;537;1;6.948930391797362;0.3710696082026379;;
14;30;16;46;S;640;400;7.785;9;14375;411;000687;429;-1;7.554437936202375;0.2305620637976249;-0.021984600000000576;-0.17033440000000155
12;29;17;46;Cl;-13734.949;97.249;8.0807757;2.1141;16036.3062;97.2766;985254.926;104.400;1;7.920628443960547;0.160147256039453;-0.04407259999999891;-0.175319
10;28;18;46;Ar;-29771.255;2.329;8.4123835;0.0506;5642.6746;2.4394;968039.244;2.500;-1;8.334693203582283;0.07769029641771752;-0.08726030000000229;-0.16206000000000031
8;27;19;46;K;-35413.929;0.727;8.5180428;0.0158;7725.6802;2.3490;961981.584;0.780;1;8.509440926557176;0.00860187344282437;-0.05515089999999745;-0.1453970999999985
6;26;20;46;Ca;-43139.610;2.234;8.6689848;0.0486;-1377.9665;2.3305;953687.726;2.398;-1;8.732062901395631;-0.06307810139563053;-0.013101100000000088;-0.1211163000000024
4;25;21;46;Sc;-41761.643;0.671;8.6220215;0.0146;2366.6260;0.6666;955167.034;0.720;1;8.715367839587245;-0.09334633958724403;-0.03045280000000261;-0.07427209999999995
2;24;22;46;Ti;-44128.269;0.090;8.6564623;0.0020;-7052.3723;0.0923;952626.356;0.097;-1;8.746547029642421;-0.09008472964242209;-0.05639089999999847;-0.0824923999999978
0;23;23;46;V;-37075.897;0.134;8.4861423;0.0029;-7604.3264;11.4538;960197.389;0.143;1;8.538409183050756;-0.05226688305075733;-0.14575929999999815;-0.14071169999999888
-2;22;24;46;Cr;-29471.570;11.453;8.3038233;0.2490;-17053.8226;87.3828;968360.969;12.295;-1;8.378145588322655;-0.07432228832265508;-0.08576479999999798;-0.051399699999997495
-4;21;25;46;Mn;-12417.748;86.629;7.9160805;1.8832;-13628;312;986669.000;93.000;1;7.97856495694771;-0.06248445694771032;-0.10096859999999808;-0.03370429999999924
-6;20;26;46;Fe;1210;300;7.603;7;*;;001299;322;-1;7.6268585774363284;-0.023858577436328687;;-0.020373499999999822
17;32;15;47;P;28810;600;7.209;13;21610;721;030929;644;0;6.818366293567793;0.3906337064322063;;
15;31;16;47;S;7200;400;7.652;9;16781;447;007730;429;0;7.3698993939095505;0.2821006060904496;-0.03699999999999992;-0.16800000000000104
13;30;17;47;Cl;-9580;200;7.992;4;15787;200;989715;215;0;7.8296302371697175;0.16236976283028248;-0.017400900000000163;-0.1557246999999986
11;29;18;47;Ar;-25367.274;1.211;8.311425;0.0258;10344.7078;1.8490;972767.112;1.300;0;8.197558823348295;0.11386617665170462;-0.07089739999999978;-0.1609999999999978
9;28;19;47;K;-35711.982;1.397;8.5148795;0.0297;6632.6837;2.6237;961661.612;1.500;0;8.473685152445285;0.04119434755471474;-0.10280899999999882;-0.16187939999999834
7;27;20;47;Ca;-42344.665;2.221;8.6393548;0.0473;1992.1770;1.1849;954541.134;2.384;0;8.658009224460685;-0.018654424460684993;-0.05331289999999811;-0.14759449999999852
5;26;21;47;Sc;-44336.842;1.931;8.6650958;0.0411;600.7694;1.9292;952402.444;2.072;0;8.750531039394497;-0.08543523939449749;-0.02497009999999733;-0.09260339999999978
3;25;22;47;Ti;-44937.612;0.080;8.6612325;0.0017;-2930.5422;0.0879;951757.491;0.085;0;8.751250597246718;-0.09001809724671794;-0.05557040000000235;-0.07864059999999995
1;24;23;47;V;-42007.070;0.110;8.5822348;0.0024;-7443.9769;5.1976;954903.558;0.118;0;8.660167898017354;-0.07793309801735404;-0.10151670000000124;-0.10561359999999809
-1;23;24;47;Cr;-34563.093;5.197;8.407206700000001;0.1106;-11996.7167;32.0943;962894.995;5.578;0;8.477282941706399;-0.07007624170639737;-0.11340710000000165;-0.0973692000000046
-3;22;25;47;Mn;-22566.376;31.671;8.1353117;0.6738;-15437;501;975774.000;34.000;0;8.202595728313856;-0.06728402831385516;-0.0837084000000008;-0.050584000000002405
