N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;bind_ene_total;delta;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene
19;50;31;81;Ga;-57627.954;3.264;8.483357;0.040;8663.733;3.851;80;938133.842;3.503;687.151917;0;8.484224973530157;687.2222228559427;-0.0008679735301573288
17;49;32;81;Ge;-66291.687;2.055;8.580658;0.025;6241.617;3.344;80;928832.942;2.205;695.033298;0;8.62017849155142;698.234457815665;-0.03952049155141957
15;48;33;81;As;-72533.304;2.644;8.648056;0.033;3855.684;2.812;80;922132.290;2.838;700.4925360000001;0;8.724077231975086;706.6502557899819;-0.07602123197508526
13;47;34;81;Se;-76388.988;0.992;8.685998999999999;0.012;1588.046;1.389;80;917993.044;1.065;703.5659189999999;0;8.79592119480115;712.469616778893;-0.1099221948011504
11;46;35;81;Br;-77977.034;0.978;8.695946;0.012;-280.853;0.471;80;916288.206;1.049;704.371626;0;8.835710380029612;715.6925407823986;-0.13976438002961267
9;45;36;81;Kr;-77696.181;1.074;8.68282;0.013;-2239.511;5.019;80;916589.714;1.152;703.30842;0;8.843444787660474;716.3190278004984;-0.16062478766047406
7;44;37;81;Rb;-75456.670;4.904;8.645513000000001;0.061;-3928.545;5.817;80;918993.927;5.264;700.2865530000001;0;8.819124417693736;714.3490778331926;-0.1736114176937349
5;43;38;81;Sr;-71528.125;3.128;8.587354;0.039;-5815.214;6.245;80;923211.394;3.358;695.5756739999999;0;8.762749270129397;709.7826908804811;-0.17539527012939793
3;42;39;81;Y;-65712.912;5.405;8.505902;0.067;-8252.773;94.236;80;929454.283;5.802;688.978062;0;8.67431934496746;702.6198669423642;-0.16841734496745886
1;41;40;81;Zr;-57460.139;94.081;8.394358;1.161;-11100;411;80;938314.000;101.000;679.942998;0;8.553834642207919;692.8606060188414;-0.15947664220791857
-1;40;41;81;Nb;-46360;400;8.248;5;-14610;640;80;950230;429;668.088;0;8.401295161850781;680.5049081099132;-0.15329516185078162
-3;39;42;81;Mo;-31750;500;8.058;6;*;;80;965915;537;652.698;0;8.21670090389604;665.5527732155792;-0.1587009038960403
24;53;29;82;Cu;-25320;600;8.103;7;16994;600;81;972818;644;664.446;1;8.02721373845616;658.2315265534052;0.07578626154383983
22;52;30;82;Zn;-42313.954;3.074;8.301117;0.037;10616.764;3.916;81;954574.099;3.300;680.691594;-1;8.265504464576003;677.7713660952322;0.035612535423997116
20;51;31;82;Ga;-52930.719;2.426;8.421049;0.030;12484.348;3.296;81;943176.533;2.604;690.526018;1;8.412153962294537;689.796624908152;0.008895037705462627
18;50;32;82;Ge;-65415.067;2.241;8.563756;0.027;4690.352;4.345;81;929774.033;2.405;702.227992;-1;8.587828874737449;704.2019677284708;-0.024072874737449013
16;49;33;82;As;-70105.419;3.729;8.611414;0.045;7488.463;3.758;81;924738.733;4.003;706.135948;1;8.671862558779049;711.092729819882;-0.06044855877904887
14;48;34;82;Se;-77593.882;0.467;8.693196;0.006;-95.221;1.077;81;916699.537;0.500;712.842072;-1;8.784921657545027;720.3635759186923;-0.0917256575450267
12;47;35;82;Br;-77498.661;0.971;8.682494;0.012;3093.124;0.971;81;916801.760;1.042;711.964508;1;8.806339527909698;722.1198412885952;-0.1238455279096975
10;46;36;82;Kr;-80591.78515;0.00549;8.710674999999998;0.000;-4403.982;3.009;81;913481.15520;0.00589;714.2753499999999;-1;8.856782812998745;726.2561906658971;-0.1461078129987463
8;45;37;82;Rb;-76187.803;3.009;8.647427;0.037;-177.751;6.705;81;918209.024;3.230;709.089014;1;8.815584869686482;722.8779593142915;-0.16815786968648183
6;44;38;82;Sr;-76010.053;5.992;8.635718;0.073;-7945.961;8.132;81;918399.847;6.432;708.1288760000001;-1;8.803412341098598;721.879811970085;-0.16769434109859738
4;43;39;82;Y;-68064.091;5.499;8.529275;0.067;-4432.804;12.457;81;926930.188;5.902;699.4005500000001;1;8.699598584109403;713.367083896971;-0.1703235841094024
2;42;40;82;Zr;-63631.287;11.178;8.465676;0.136;-11541;300;81;931689.000;12.000;694.185432;-1;8.624810241844585;707.2344398312559;-0.15913424184458513
0;41;41;82;Nb;-52090;300;8.315;4;-11720;500;81;944079;322;681.8299999999999;1;8.458380671178459;693.5872150366336;-0.1433806711784591
-2;40;42;82;Mo;-40370;400;8.163;5;*;;81;956661;429;669.366;-1;8.320976515236708;682.32007424941;-0.15797651523670808
23;53;30;83;Zn;-36290;300;8.226;4;12967;300;82;961041;322;682.758;0;8.18258906070384;679.1548920384188;0.04341093929616058
21;52;31;83;Ga;-49257.122;2.613;8.372575000000001;0.031;11719.312;3.559;82;947120.301;2.804;694.9237250000001;0;8.367746033638698;694.5229207920119;0.004828966361303699
19;51;32;83;Ge;-60976.435;2.427;8.504344999999999;0.029;8692.888;3.698;82;934539.101;2.605;705.8606349999999;0;8.522315619156446;707.352196389985;-0.017970619156447043
17;50;33;83;As;-69669.323;2.799;8.599653;0.034;5671.207;4.129;82;925206.901;3.004;713.771199;0;8.646297817257087;717.6427188323382;-0.04664481725708747
15;49;34;83;Se;-75340.530;3.036;8.658555;0.037;3673.179;4.839;82;919118.609;3.259;718.660065;0;8.739692627940622;725.3944881190716;-0.08113762794062218
13;48;35;83;Br;-79013.709;3.795;8.693384;0.046;976.924;3.795;82;915175.289;4.073;721.550872;0;8.80250005120705;730.6075042501851;-0.10911605120704948
11;47;36;83;Kr;-79990.633;0.009;8.695729;0.000;-920.004;2.329;82;914126.518;0.009;721.745507;0;8.834720087056368;733.2817672256785;-0.1389910870563682
9;46;37;83;Rb;-79070.630;2.329;8.675218000000001;0.028;-2273.024;6.424;82;915114.182;2.500;720.0430940000001;0;8.836352735488582;733.4172770455523;-0.16113473548858082
7;45;38;83;Sr;-76797.606;6.834;8.638406999999999;0.082;-4591.941;19.844;82;917554.374;7.336;716.9877809999999;0;8.807397996503687;731.014033709806;-0.16899099650368754
5;44;39;83;Y;-72205.665;18.631;8.573656000000001;0.224;-6294.012;19.707;82;922484.025;20.000;711.6134480000002;0;8.747855870101684;726.0720372184398;-0.17419987010168292
3;43;40;83;Zr;-65911.654;6.430;8.488399;0.077;-8355.571;151.039;82;929240.925;6.902;704.537117;0;8.657726356282575;718.5912875714538;-0.1693273562825759
1;42;41;83;Nb;-57556.083;150.902;8.378304;1.818;-11216;428;82;938211.000;162.000;695.399232;0;8.537009455046357;708.5717847688477;-0.15870545504635736
-1;41;42;83;Mo;-46340;401;8.234;5;-15020;641;82;950252;430;683.422;0;8.385705166393034;696.0135288106219;-0.15170516639303422
-3;40;43;83;Tc;-31320;500;8.043;6;*;;82;966377;537;667.569;0;8.203813490322604;680.9165196967762;-0.16081349032260484
24;54;30;84;Zn;-31930;400;8.172;5;12158;447;83;965722;429;686.4480000000001;-1;8.127470698729955;682.7075386933162;0.04452930127004606
22;53;31;84;Ga;-44088;200;8.307;2;14061;200;83;952670;215;697.788;1;8.291431334238329;696.4802320760197;0.015568665761671596
20;52;32;84;Ge;-58148.428;3.171;8.465524;0.038;7705.132;4.479;83;937575.091;3.403;711.104016;-1;8.483691421878852;712.6300794378236;-0.018167421878851897
18;51;33;84;As;-65853.560;3.171;8.547938;0.038;10094.161;3.722;83;929303.291;3.403;718.026792;1;8.587868086859004;721.3809192961563;-0.039930086859003566
16;50;34;84;Se;-75947.721;1.961;8.658793;0.023;1835.363;25.765;83;918466.762;2.105;727.3386119999999;-1;8.720344203971305;732.5089131335895;-0.06155120397130531
14;49;35;84;Br;-77783.084;25.730;8.671329;0.306;4656.251;25.730;83;916496.419;27.622;728.3916360000001;1;8.764736898423232;736.2378994675515;-0.09340789842323183
12;48;36;84;Kr;-82439.33510;0.00379;8.717446;0.000;-2680.371;2.194;83;911497.72863;0.00407;732.2654640000001;-1;8.837429045007312;742.3440397806141;-0.11998304500731116
10;47;37;84;Rb;-79758.964;2.194;8.676224;0.026;890.606;2.336;83;914375.225;2.355;728.802816;1;8.822037768931017;741.0511725902054;-0.14581376893101705
8;46;38;84;Sr;-80649.570;1.243;8.677512;0.015;-6755.139;4.411;83;913419.120;1.334;728.911008;-1;8.83494594498687;742.1354593788972;-0.15743394498687024
6;45;39;84;Y;-73894.431;4.299;8.58778;0.051;-2472.745;6.977;83;920671.061;4.615;721.37352;1;8.759770698382354;735.8207386641177;-0.1719906983823538
4;44;40;84;Zr;-71421.686;5.499;8.549029;0.065;-10202.968;14.153;83;923325.662;5.903;718.1184360000001;-1;8.712894903909987;731.883171928439;-0.16386590390998634
2;43;41;84;Nb;-61218.717;13.041;8.418252;0.155;-7049;298;83;934279.000;14.000;707.1331680000001;1;8.577935686777247;720.5465976892888;-0.15968368677724598
0;42;42;84;Mo;-54170;298;8.325;4;-16470;499;83;941846;320;699.3;-1;8.471275921776655;711.5871774292391;-0.14627592177665605
-2;41;43;84;Tc;-37700;400;8.12;5;*;;83;959527;429;682.0799999999999;1;8.27653273411569;695.2287496657179;-0.15653273411569124
25;55;30;85;Zn;-25230;500;8.092;6;14619;582;84;972914;537;687.82;0;8.041609280103279;683.5367888087786;0.05039071989672195
23;54;31;85;Ga;-39849;298;8.255;4;13274;298;84;957220;320;701.6750000000001;0;8.242147578298162;700.5825441553438;0.012852421701838423
21;53;32;85;Ge;-53123.420;3.729;8.401768;0.044;10065.724;4.830;84;942969.659;4.003;714.1502800000001;0;8.413465338536076;715.1445537755665;-0.011697338536075463
19;52;33;85;As;-63189.144;3.078;8.510984;0.036;9224.492;4.031;84;932163.659;3.304;723.4336400000001;0;8.555562560817027;727.2228176694473;-0.04457856081702616
17;51;34;85;Se;-72413.636;2.613;8.610304;0.031;6161.833;4.031;84;922260.759;2.804;731.8758399999999;0;8.668439245141009;736.8173358369858;-0.05813524514100976
15;50;35;85;Br;-78575.469;3.078;8.673592000000001;0.036;2904.861;3.671;84;915645.759;3.304;737.2553200000001;0;8.752095391508027;743.9281082781822;-0.07850339150802554
13;49;36;85;Kr;-81480.331;2.000;8.698561999999999;0.024;687.000;2.000;84;912527.262;2.147;739.3777699999999;0;8.806530999918078;748.5551349930366;-0.10796899991807862
11;48;37;85;Rb;-82167.33050;0.00498;8.697441000000001;0.000;-1064.051;2.813;84;911789.73760;0.00534;739.2824850000001;0;8.831746070371162;750.6984159815488;-0.1343050703711608
9;47;38;85;Sr;-81103.280;2.813;8.675718000000002;0.033;-3261.157;19.173;84;912932.043;3.020;737.4360300000002;0;8.82774060286728;750.3579512437188;-0.15202260286727842
7;46;39;85;Y;-77842.123;18.965;8.628148;0.223;-4666.934;20.026;84;916433.039;20.360;733.39258;0;8.794514597406433;747.5337407795469;-0.16636659740643367
5;45;40;85;Zr;-73175.189;6.430;8.564039000000001;0.076;-6895.514;7.625;84;921443.198;6.902;727.9433150000001;0;8.732068053988618;742.2257845890325;-0.1680290539886169
3;44;41;85;Nb;-66279.676;4.099;8.473711;0.048;-8769.923;16.357;84;928845.837;4.400;720.265435;0;8.640400972613836;734.434082672176;-0.16668997261383645
1;43;42;85;Mo;-57509.753;15.835;8.361331;0.186;-11660;400;84;938260.737;17.000;710.713135;0;8.519513353282091;724.1586350289778;-0.15818235328209163
-1;42;43;85;Tc;-45850;400;8.215;5;-14900;640;84;950778;429;698.275;0;8.369405195993378;711.3994416594371;-0.15440519599337854
-3;41;44;85;Ru;-30950;500;8.03;6;*;;84;966774;537;682.55;0;8.190076500747699;696.1565025635543;-0.1600765007476994
24;55;31;86;Ga;-34080;400;8.186;5;15320;593;85;963414;429;703.996;1;8.162402835231813;701.966643829936;0.023597164768187184
22;54;32;86;Ge;-49399.922;437.802;8.354629000000001;5.091;9562.221;437.816;85;946967.000;470.000;718.498094;-1;8.369542860524293;719.7806860050891;-0.014913860524291778
20;53;33;86;As;-58962.142;3.450;8.456721;0.040;11541.024;4.267;85;936701.533;3.703;727.278006;1;8.491937584417995;730.3066322599476;-0.03521658441799502
18;52;34;86;Se;-70503.167;2.520;8.581822;0.029;5129.085;3.972;85;924311.733;2.705;738.036692;-1;8.641933710157428;743.2062990735388;-0.06011171015742711
16;51;35;86;Br;-75632.252;3.078;8.632365;0.036;7633.414;3.078;85;918805.433;3.304;742.38339;1;8.707184534498081;748.817869966835;-0.0748195344980811
14;50;36;86;Kr;-83265.66564;0.00369;8.712029000000001;0.000;-518.672;0.200;85;910610.62627;0.00396;749.234494;-1;8.800036760684465;756.803161418864;-0.08800776068446403
12;49;37;86;Rb;-82746.993;0.200;8.696901;0.002;1776.096;0.200;85;911167.443;0.214;747.933486;1;8.808143685472071;757.5003569505982;-0.11124268547207095
10;48;38;86;Sr;-84523.08935;0.00522;8.708456;0.000;-5240.000;14.142;85;909260.72631;0.00561;748.927216;-1;8.843852012105407;760.571273041065;-0.13539601210540653
8;47;39;86;Y;-79283.089;14.142;8.638428;0.164;-1314.075;14.585;85;914886.098;15.182;742.9048079999999;1;8.794815037339964;756.3540932112369;-0.1563870373399645
6;46;40;86;Zr;-77969.014;3.566;8.614051;0.041;-8834.960;6.552;85;916296.815;3.827;740.808386;-1;8.773379464420252;754.5106339401417;-0.15932846442025195
4;45;41;86;Nb;-69134.054;5.499;8.502222;0.064;-5023.810;6.642;85;925781.535;5.903;731.191092;1;8.66719859010176;745.3790787487513;-0.16497659010176058
2;44;42;86;Mo;-64110.245;3.726;8.434709000000002;0.043;-12540;300;85;931174.817;4.000;725.3849740000002;-1;8.588619117629003;738.6212441160942;-0.15391011762900142
0;43;43;86;Tc;-51570;300;8.28;3;-11800;500;85;944637;322;712.0799999999999;1;8.425294343757463;724.5753135631418;-0.1452943437574632
-2;42;44;86;Ru;-39770;400;8.133;5;*;;85;957305;429;699.4379999999999;-1;8.289570971731655;712.9031035689223;-0.15657097173165546
25;56;31;87;Ga;-29250;500;8.129;6;14828;583;86;968599;537;707.223;0;8.109055394221842;705.4878192973002;0.019944605778157154
23;55;32;87;Ge;-44078;300;8.29;3;11540;300;86;952680;322;721.2299999999999;0;8.295448665432133;721.7040338925956;-0.005448665432133737
21;54;33;87;As;-55617.907;2.985;8.413851000000001;0.034;10808.218;3.726;86;940291.718;3.204;732.0050370000001;0;8.45389674948508;735.489017205202;-0.04004574948507944
19;53;34;87;Se;-66426.125;2.241;8.529091000000001;0.026;7465.552;3.877;86;928688.618;2.405;742.030917;0;8.584399646380682;746.8427692351194;-0.05530864638068067
17;52;35;87;Br;-73891.676;3.171;8.60591;0.036;6817.845;3.181;86;920674.018;3.404;748.71417;0;8.686957356118937;755.7652899823474;-0.08104735611893688
15;51;36;87;Kr;-80709.522;0.246;8.675283;0.003;3888.269;0.246;86;913354.759;0.264;754.749621;0;8.761569878699847;762.2565794468867;-0.08628687869984653
13;50;37;87;Rb;-84597.791;0.006;8.710983;0.000;282.275;0.006;86;909180.531;0.006;757.8555210000001;0;8.80823721412341;766.3166376287368;-0.09725421412341007
11;49;38;87;Sr;-84880.06595;0.00510;8.705236000000001;0.000;-1861.690;1.128;86;908877.49615;0.00548;757.355532;0;8.826959362389632;767.9454645278979;-0.12172336238963055
9;48;39;87;Y;-83018.376;1.128;8.674843999999998;0.013;-3671.239;4.296;86;910876.102;1.210;754.7114279999998;0;8.817736323498506;767.14306014437;-0.14289232349850778
7;47;40;87;Zr;-79347.137;4.146;8.623654;0.048;-5472.651;7.963;86;914817.339;4.450;750.2578980000001;0;8.780568097450034;763.909424478153;-0.15691409745003426
5;46;41;87;Nb;-73874.486;6.802;8.551757;0.078;-6989.678;7.378;86;920692.472;7.302;744.0028590000001;0;8.71545468424422;758.2445575292471;-0.1636976842442195
3;45;42;87;Mo;-66884.808;2.857;8.462424;0.033;-9194.764;5.073;86;928196.201;3.067;736.230888;0;8.622396083881059;750.1484592976522;-0.15997208388105832
1;44;43;87;Tc;-57690.044;4.192;8.347744;0.048;-12170;400;86;938067.187;4.500;726.253728;0;8.501392296360551;739.6211297833679;-0.15364829636055077
-1;43;44;87;Ru;-45520;400;8.199;5;*;;86;951132;429;713.313;0;8.352443321682701;726.662568986395;-0.15344332168270114
24;56;32;88;Ge;-40138;400;8.243;5;10582;445;87;956910;429;725.384;-1;8.247067857439104;725.7419714546412;-0.004067857439103761
22;55;33;88;As;-50720;196;8.354;2;13164;196;87;945550;210;735.1519999999999;1;8.38595225422351;737.9637983716689;-0.031952254223510224
20;54;34;88;Se;-63884.195;3.357;8.495004000000002;0.038;6831.763;4.613;87;931417.491;3.604;747.5603520000002;-1;8.55176664976564;752.5554651793763;-0.05676264976563772
18;53;35;88;Br;-70715.959;3.171;8.563747;0.036;8975.327;4.106;87;924083.291;3.404;753.6097359999999;1;8.635972497557185;759.9655797850323;-0.0722254975571861
16;52;36;88;Kr;-79691.286;2.608;8.656849;0.030;2917.709;2.613;87;914447.881;2.800;761.8027119999999;-1;8.747108344106456;769.7455342813681;-0.09025934410645675
14;51;37;88;Rb;-82608.995;0.159;8.681115;0.002;5312.623;0.159;87;911315.591;0.171;763.93812;1;8.776635642905141;772.3439365756524;-0.09552064290514117
12;50;38;88;Sr;-87921.61793;0.00558;8.732595;0.000;-3622.600;1.500;87;905612.25561;0.00599;768.46836;-1;8.833092940461553;777.3121787606167;-0.10049794046155291
10;49;39;88;Y;-84299.018;1.500;8.682539;0.017;-670.147;5.608;87;909501.276;1.610;764.063432;1;8.807941690267377;775.0988687435292;-0.12540269026737683
8;48;40;88;Zr;-83628.871;5.403;8.666032999999999;0.061;-7455.284;58.886;87;910220.709;5.800;762.6109039999999;-1;8.80972043883093;775.2553986171217;-0.1436874388309306
6;47;41;88;Nb;-76173.586;58.810;8.572424000000002;0.668;-3487.042;58.933;87;918224.287;63.134;754.3733120000002;1;8.729890639643894;768.2303762886627;-0.15746663964389285
4;46;42;88;Mo;-72686.544;3.819;8.523907999999999;0.043;-11005.229;149.088;87;921967.781;4.100;750.1039039999998;-1;8.676990839214586;763.5751938508836;-0.1530828392145871
2;45;43;88;Tc;-61681.315;149.039;8.389958;1.694;-7342;335;87;933782.381;160.000;738.316304;1;8.542482491034692;751.7384592110528;-0.15252449103469168
0;44;44;88;Ru;-54340;300;8.298;3;-17479;500;87;941664;322;730.224;-1;8.434904141612526;742.2715644619022;-0.13690414161252562
-2;43;45;88;Rh;-36860;400;8.09;5;*;;87;960429;429;711.92;1;8.24571724443977;725.6231175106998;-0.15571724443977075
25;57;32;89;Ge;-33729;400;8.169;4;13069;499;88;963790;429;727.041;0;8.169829277229463;727.1148056734222;-0.0008292772294620221
23;56;33;89;As;-46798;298;8.307;3;12194;298;88;949760;320;739.323;0;8.343043972069681;742.5309135142016;-0.03604397206968102
21;55;34;89;Se;-58992.391;3.729;8.435279000000001;0.042;9281.872;4.951;88;936669.059;4.003;750.7398310000001;0;8.489505376621493;755.5659785193128;-0.05422637662149121
19;54;35;89;Br;-68274.263;3.264;8.530779;0.037;8261.522;3.904;88;926704.559;3.504;759.2393310000001;0;8.609213490884892;766.2200006887554;-0.07843449088489152
17;53;36;89;Kr;-76535.785;2.142;8.614815;0.024;5176.604;5.834;88;917835.450;2.300;766.718535;0;8.702168314859886;774.4929800225299;-0.08735331485988596
15;52;37;89;Rb;-81712.388;5.427;8.664189;0.061;4496.628;5.427;88;912278.137;5.825;771.112821;0;8.768369848546474;780.3849165206361;-0.10418084854647347
13;51;38;89;Sr;-86209.017;0.092;8.705922000000001;0.001;1499.336;1.615;88;907450.808;0.098;774.8270580000001;0;8.80781809194465;783.8958101830739;-0.10189609194464921
11;50;39;89;Y;-87708.352;1.612;8.713978;0.018;-2832.792;2.776;88;905841.205;1.730;775.5440419999999;0;8.820513045054419;785.0256610098432;-0.1065350450544198
9;49;40;89;Zr;-84875.561;3.083;8.673359;0.035;-4250.351;23.743;88;908882.332;3.310;771.928951;0;8.80645470787578;783.7744690009444;-0.13309570787578018
7;48;41;89;Nb;-80625.209;23.631;8.616812;0.266;-5610.275;23.953;88;913445.272;25.369;766.896268;0;8.765643080408733;780.1422341563772;-0.14883108040873338
5;47;42;89;Mo;-75014.935;3.912;8.544984000000001;0.044;-7620.087;5.467;88;919468.150;4.200;760.5035760000001;0;8.698078162653278;774.1289564761418;-0.1530941626532769
3;46;43;89;Tc;-67394.848;3.819;8.450575;0.043;-9135;298;88;927648.650;4.100;752.101175;0;8.603759954609416;765.7346359602379;-0.15318495460941506
1;45;44;89;Ru;-58260;298;8.339;3;-12400;468;88;937455;320;742.171;0;8.482688456277144;754.9592726086657;-0.14368845627714322
-1;44;45;89;Rh;-45861;361;8.191;4;*;;88;950767;387;728.999;0;8.334863667656464;741.8028664214253;-0.14386366765646308
26;58;32;90;Ge;-29221;500;8.118;6;12109;640;89;968630;537;730.62;-1;8.117714014359958;730.5942612923963;0.00028598564004234106
24;57;33;90;As;-41330;400;8.244;4;14470;518;89;955630;429;741.96;1;8.271533117382296;744.4379805644066;-0.027533117382295913
22;56;34;90;Se;-55800.217;329.749;8.395766;3.664;8200.081;329.766;89;940096.000;354.000;755.61894;-1;8.451636241726037;760.6472617553434;-0.05587024172603705
20;55;35;90;Br;-64000.298;3.357;8.478185999999999;0.037;10958.952;3.840;89;931292.850;3.604;763.0367399999999;1;8.553082617631523;769.777435586837;-0.07489661763152355
18;54;36;90;Kr;-74959.250;1.863;8.591259;0.021;4405.154;6.746;89;919527.930;2.000;773.2133100000001;-1;8.680813014858412;781.273171337257;-0.08955401485841108
16;53;37;90;Rb;-79364.404;6.484;8.631512;0.072;6583.723;6.544;89;914798.803;6.960;776.83608;1;8.729886663647044;785.6897997282339;-0.09837466364704284
14;52;38;90;Sr;-85948.127;2.124;8.695972;0.024;545.934;1.406;89;907730.885;2.280;782.63748;-1;8.805244333757079;792.471990038137;-0.10927233375707956
12;51;39;90;Y;-86494.062;1.611;8.693344999999999;0.018;2278.474;1.609;89;907144.800;1.729;782.4010499999999;1;8.801945255428858;792.1750729885972;-0.10860025542885943
10;50;40;90;Zr;-88772.535;0.118;8.709969;0.001;-6111.016;3.316;89;904698.758;0.126;783.89721;-1;8.824930198422042;794.2437178579837;-0.11496119842204244
8;49;41;90;Nb;-82661.519;3.317;8.633376;0.037;-2489.016;3.316;89;911259.204;3.561;777.00384;1;8.769258392976967;789.2332553679271;-0.13588239297696703
6;48;42;90;Mo;-80172.503;3.463;8.597028;0.038;-9447.816;3.611;89;913931.272;3.717;773.73252;-1;8.739870608853298;786.5883547967968;-0.14284260885329836
4;47;43;90;Tc;-70724.687;1.025;8.483359;0.011;-5840.895;3.869;89;924073.921;1.100;763.50231;1;8.631826076291372;776.8643468662234;-0.14846707629137157
2;46;44;90;Ru;-64883.792;3.730;8.409768;0.041;-13184;300;89;930344.379;4.004;756.87912;-1;8.550065565050849;769.5059008545763;-0.14029756505084912
0;45;45;90;Rh;-51700;300;8.255;3;-11990;500;89;944498;322;742.95;1;8.38964830537207;755.0683474834863;-0.1346483053720693
-2;44;46;90;Pd;-39710;400;8.113;4;*;;89;957370;429;730.17;-1;8.255515067014693;742.9963560313224;-0.14251506701469374
25;58;33;91;As;-36896;400;8.193;4;13684;589;90;960390;429;745.563;0;8.224507787529179;748.4302086651553;-0.031507787529179154
23;57;34;91;Se;-50580.124;433.145;8.334837;4.760;10527.169;433.159;90;945700.000;465.000;758.4701670000001;0;8.38542604332202;763.0737699423039;-0.05058904332202019
21;56;35;91;Br;-61107.294;3.544;8.441923000000001;0.039;9866.671;4.190;90;934398.618;3.804;768.214993;0;8.520706628548075;775.3843031978748;-0.07878362854807364
19;55;36;91;Kr;-70973.965;2.236;8.541751;0.025;6771.072;8.115;90;923806.310;2.400;777.2993409999999;0;8.630349543207341;785.3618084318681;-0.0885985432073415
17;54;37;91;Rb;-77745.037;7.801;8.607561;0.086;5906.890;8.873;90;916537.265;8.375;783.288051;0;8.714354787299818;793.0062856442835;-0.10679378729981792
15;53;38;91;Sr;-83651.927;5.453;8.663875;0.060;2699.369;5.247;90;910195.958;5.853;788.412625;0;8.77272236082551;798.3177348351214;-0.10884736082550894
13;52;39;91;Y;-86351.295;1.843;8.684941;0.020;1544.271;1.840;90;907298.066;1.978;790.3296310000001;0;8.805452263784414;801.2961560043816;-0.12051126378441346
11;51;40;91;Zr;-87895.566;0.105;8.693314;0.001;-1257.565;2.924;90;905640.223;0.112;791.091574;0;8.812544496176528;801.9415491520641;-0.11923049617652737
9;50;41;91;Nb;-86638.001;2.926;8.670897;0.032;-4429.180;6.744;90;906990.274;3.141;789.051627;0;8.793999058001859;800.2539142781692;-0.1231020580018587
7;49;42;91;Mo;-82208.821;6.238;8.613628;0.069;-6222.175;6.671;90;911745.195;6.696;783.840148;0;8.749815949260402;796.2332513826966;-0.13618794926040145
5;48;43;91;Tc;-75986.646;2.363;8.536655000000001;0.026;-7746.824;3.242;90;918424.975;2.536;776.8356050000001;0;8.679995169952154;789.879560465646;-0.14334016995215215
3;47;44;91;Ru;-68239.823;2.221;8.442928;0.024;-9670;298;90;926741.532;2.384;768.306448;0;8.58453672007712;781.1928415270179;-0.14160872007711944
1;46;45;91;Rh;-58570;298;8.328;3;-12639;499;90;937123;320;757.848;0;8.463440599635298;770.1730945668121;-0.13544059963529875
-1;45;46;91;Pd;-45930;401;8.181;4;*;;90;950692;430;744.4709999999999;0;8.31670680862669;756.8203195850289;-0.1357068086266917
26;59;33;92;As;-30981;500;8.127;5;15742;640;91;966740;537;747.6840000000001;1;8.150079181403832;749.8072846891525;-0.023079181403831583
24;58;34;92;Se;-46724;400;8.29;4;9509;400;91;949840;429;762.68;-1;8.343093733003855;767.5646234363546;-0.05309373300385545
22;57;35;92;Br;-56232.805;6.709;8.384911;0.073;12536.514;7.232;91;939631.597;7.202;771.411812;1;8.460233125941107;778.3414475865818;-0.07532212594110632
20;56;36;92;Kr;-68769.320;2.701;8.512674;0.029;6003.118;6.692;91;926173.094;2.900;783.166008;-1;8.603034814017292;791.4792028895909;-0.09036081401729135
18;55;37;92;Rb;-74772.438;6.123;8.569422000000001;0.067;8094.923;6.419;91;919728.481;6.573;788.3868240000002;1;8.669961343430705;797.6364435956249;-0.10053934343070381
16;54;38;92;Sr;-82867.361;3.423;8.648906;0.037;1949.132;9.384;91;911038.224;3.675;795.699352;-1;8.762550167983049;806.1546154544405;-0.11364416798304866
14;53;39;92;Y;-84816.492;9.127;8.661589;0.099;3642.535;9.127;91;908945.745;9.798;796.866188;1;8.779263833872623;807.6922727162813;-0.11767483387262345
12;52;40;92;Zr;-88459.028;0.102;8.692677999999999;0.001;-2005.736;1.782;91;905035.322;0.109;799.726376;-1;8.821639794901127;811.5908611309037;-0.12896179490112836
10;51;41;92;Nb;-86453.292;1.785;8.662372;0.019;355.284;1.791;91;907188.568;1.915;796.938224;1;8.78814059726686;808.5089349485511;-0.12576859726686074
8;50;42;92;Mo;-86808.576;0.157;8.657729999999999;0.002;-7882.884;3.106;91;906807.155;0.168;796.5111599999999;-1;8.780303694771526;807.7879399189803;-0.12257369477152658
6;49;43;92;Tc;-78925.693;3.102;8.563543;0.034;-4624.492;4.125;91;915269.779;3.330;787.8459559999999;1;8.69659163361342;800.0864302924346;-0.13304863361342
4;48;44;92;Ru;-74301.201;2.718;8.504772999999998;0.030;-11302.114;5.153;91;920234.375;2.917;782.4391159999999;-1;8.638541867594244;794.7458518186704;-0.13376886759424522
2;47;45;92;Rh;-62999.087;4.378;8.37342;0.048;-8419;300;91;932367.694;4.700;770.3546399999999;1;8.504616942912298;782.4247587479314;-0.13119694291229855
0;46;46;92;Pd;-54580;300;8.273;3;-17450;583;91;941406;322;761.116;-1;8.396354313369283;772.4645968299741;-0.12335431336928337
-2;45;47;92;Ag;-37130;500;8.075;5;*;;91;960139;537;742.9;1;8.212216525163498;755.5239203150418;-0.13721652516349891
