N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;bind_ene_total;delta;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene
45;137;92;229;U;31210.554;5.938;7.620721;0.026;-2569.122;87.031;229;033505.909;6.374;1745.1451089999998;0;7.925739600179315;1814.9943684410632;-0.3050186001793156
43;136;93;229;Np;33779.675;86.848;7.606086;0.379;-3615.915;100.792;229;036263.974;93.235;1741.7936940000002;0;7.9164521479764405;1812.8675418866048;-0.31036614797644013
41;135;94;229;Pu;37395.590;51.176;7.58688;0.223;-4754.430;101.230;229;040145.819;54.939;1737.39552;0;7.902683316023562;1809.7144793693956;-0.3158033160235618
39;134;95;229;Am;42150.020;87.348;7.562702;0.381;*;;229;045249.909;93.772;1731.8587579999999;0;7.88443310432068;1805.5351808894357;-0.32173110432067986
58;144;86;230;Rn;42048;196;7.596;1;2561;196;230;045140;210;1747.08;-1;7.87712757245266;1811.7393416641119;-0.28112757245266007
56;143;87;230;Fr;39486.768;6.541;7.603704;0.028;4970.462;12.198;230;042390.791;7.022;1748.8519199999998;1;7.889673115791623;1814.6248166320731;-0.2859691157916231
54;142;88;230;Ra;34516.306;10.296;7.621913999999999;0.045;677.924;18.888;230;037054.780;11.053;1753.0402199999999;-1;7.910617030996814;1819.4419171292673;-0.2887030309968148
52;141;89;230;Ac;33838.383;15.835;7.62146;0.069;2975.789;15.882;230;036327.000;17.000;1752.9358;1;7.914272148322039;1820.2825941140688;-0.2928121483220387
50;140;90;230;Th;30862.593;1.210;7.630996;0.005;-1311.014;2.833;230;033132.358;1.299;1755.12908;-1;7.926325637513496;1823.054896628104;-0.29532963751349595
48;139;91;230;Pa;32173.607;3.038;7.621895;0.013;558.605;4.592;230;034539.789;3.261;1753.03585;1;7.9210903288249845;1821.8507756297465;-0.29919532882498423
46;138;92;230;U;31615.002;4.509;7.620921999999999;0.020;-3621.290;51.461;230;033940.102;4.841;1752.8120599999997;-1;7.924253392002707;1822.5782801606226;-0.30333139200270764
44;137;93;230;Np;35236.291;51.288;7.601776;0.223;-1698.101;53.363;230;037827.716;55.059;1748.40848;1;7.910127657300462;1819.3293611791064;-0.3083516573004621
42;136;94;230;Pu;36934.392;14.824;7.590991;0.064;-5998;134;230;039650.703;15.913;1745.92793;-1;7.904400294464448;1818.012067726823;-0.31340929446444843
40;135;95;230;Am;42932;133;7.562;1;*;;230;046089;143;1739.26;1;7.881384133748469;1812.7183507621478;-0.31938413374846863
59;145;86;231;Rn;46454;298;7.579;1;4373;298;231;049870;320;1750.749;0;7.86008946820848;1815.680667156159;-0.2810894682084806
57;144;87;231;Fr;42080.575;7.731;7.5945;0.033;3864.089;13.749;231;045175.357;8.300;1754.3295;0;7.880399379920536;1820.3722567616437;-0.2858993799205356
55;143;88;231;Ra;38216.486;11.370;7.6078410000000005;0.049;2453.636;17.301;231;041027.086;12.206;1757.4112710000002;0;7.896299792326002;1824.0452520273066;-0.2884587923260016
53;142;89;231;Ac;35762.849;13.041;7.615076;0.056;1946.959;13.098;231;038393.000;14.000;1759.082556;0;7.907790705424887;1826.6996529531489;-0.29271470542488665
51;141;90;231;Th;33815.891;1.218;7.620118000000001;0.005;391.487;1.460;231;036302.853;1.308;1760.247258;0;7.914872119217188;1828.3354595391704;-0.2947541192171874
49;140;91;231;Pa;33424.404;1.772;7.618426;0.008;-381.611;2.033;231;035882.575;1.902;1759.856406;0;7.917544033702903;1828.9526717853705;-0.2991180337029027
47;139;92;231;U;33806.015;2.670;7.6133869999999995;0.012;-1818.498;50.577;231;036292.252;2.866;1758.6923969999998;0;7.915806448882034;1828.5512896917498;-0.3024194488820342
45;138;93;231;Np;35624.513;50.547;7.6021279999999996;0.219;-2684.492;55.333;231;038244.490;54.264;1756.0915679999998;0;7.909659364754581;1827.1313132583082;-0.3075313647545812
43;137;94;231;Pu;38309.005;22.549;7.58712;0.098;-4101;301;231;041126.410;24.206;1752.62472;0;7.899102781320544;1824.6927424850458;-0.3119827813205447
41;136;95;231;Am;42410;300;7.566;1;-4860;424;231;045529;322;1747.7459999999999;0;7.884136698579922;1821.2355773719619;-0.3181366985799219
39;135;96;231;Cm;47270;300;7.542;1;*;;231;050746;322;1742.202;0;7.864761116532716;1816.7598179190572;-0.3227611165327158
58;145;87;232;Fr;46072.834;13.972;7.579346999999999;0.060;5575.880;16.702;232;049461.224;15.000;1758.4085039999998;1;7.864344798047676;1824.527993147061;-0.28499779804767655
56;144;88;232;Ra;40496.953;9.151;7.600009;0.039;1342.534;15.931;232;043475.270;9.823;1763.202088;-1;7.88793851576073;1830.0017356564895;-0.2879295157607302
54;143;89;232;Ac;39154.419;13.041;7.602424;0.056;3707.635;13.118;232;042034.000;14.000;1763.762368;1;7.894480139979023;1831.5193924751334;-0.2920561399790227
52;142;90;232;Th;35446.784;1.422;7.615033;0.006;-499.850;7.734;232;038053.689;1.526;1766.687656;-1;7.909325395668571;1834.9634917951084;-0.29429239566857035
50;141;91;232;Pa;35946.633;7.645;7.6095060000000005;0.033;1337.103;7.428;232;038590.300;8.207;1765.4053920000001;1;7.907118557863355;1834.4515054242984;-0.2976125578633546
48;140;92;232;U;34609.530;1.809;7.611897;0.008;-2750;100;232;037154.860;1.942;1765.960104;-1;7.913215351529394;1835.8659615548195;-0.30131835152939423
46;139;93;232;Np;37360;100;7.597;0;-1004;102;232;040107;107;1762.5040000000001;1;7.902260051700672;1833.324331994556;-0.30526005170067183
44;138;94;232;Pu;38363.140;17.595;7.588974;0.076;-4976;300;232;041184.526;18.888;1760.6419680000001;-1;7.899608383343205;1832.7091449356235;-0.3106343833432046
42;137;95;232;Am;43340;300;7.564;1;-2973;362;232;046527;322;1754.848;1;7.879904621490974;1828.137872185906;-0.315904621490974
40;136;96;232;Cm;46312;202;7.548;1;*;;232;049718;217;1751.136;-1;7.86850449111;1825.49304193752;-0.32050449111000034
59;146;87;233;Fr;48920.051;19.561;7.569239;0.084;4585.991;21.369;233;052517.838;21.000;1763.6326869999998;0;7.854240338791821;1830.0379989384944;-0.28500133879182155
57;145;88;233;Ra;44334.060;8.603;7.585564000000001;0.037;3026.027;15.623;233;047594.573;9.235;1767.4364120000002;0;7.8728260440450315;1834.3684682624923;-0.28726204404503086
55;144;89;233;Ac;41308.033;13.041;7.595193;0.056;2576.318;13.118;233;044346.000;14.000;1769.679969;0;7.887072348651961;1837.687857235907;-0.2918793486519613
53;143;90;233;Th;38731.715;1.425;7.602893;0.006;1242.243;1.122;233;041580.208;1.529;1771.4740689999999;0;7.896979252612612;1839.9961658587386;-0.2940862526126118
51;142;91;233;Pa;37489.472;1.336;7.604866;0.006;570.296;1.975;233;040246.605;1.434;1771.933778;0;7.902546755926986;1841.2933941309877;-0.2976807559269856
49;141;92;233;U;36919.176;2.255;7.603956;0.010;-1029.415;51.005;233;039634.367;2.420;1771.721748;0;7.903774858595079;1841.5795420526533;-0.29981885859507873
47;140;93;233;Np;37948.590;50.981;7.596181;0.219;-2103.179;71.642;233;040739.489;54.729;1769.910173;0;7.900663560616896;1840.8546096237367;-0.30448256061689616
45;139;94;233;Pu;40051.769;50.351;7.583796;0.216;-3211;113;233;042997.345;54.054;1767.024468;0;7.893212861992433;1839.118596844237;-0.3094168619924327
43;138;95;233;Am;43263;102;7.567;0;-4031;124;233;046445;109;1763.111;0;7.881422762721693;1836.3715037141544;-0.31442276272169245
41;137;96;233;Cm;47294.006;71.547;7.545998;0.307;-5567;235;233;050772.206;76.809;1758.217534;0;7.865293262804673;1832.6133302334888;-0.3192952628046726
39;136;97;233;Bk;52861;224;7.519;1;*;;233;056748;240;1751.9270000000001;0;7.844824362241376;1827.8440764022405;-0.32582436224137545
58;146;88;234;Ra;46930.629;8.383;7.576543;0.036;2089.439;16.294;234;050382.104;9.000;1772.911062;-1;7.863611507598624;1840.085092778078;-0.2870685075986241
56;145;89;234;Ac;44841.190;13.972;7.582129;0.060;4228.181;14.210;234;048139.000;15.000;1774.218186;1;7.872942288510917;1842.2684955115544;-0.2908132885109165
54;144;90;234;Th;40613.009;2.589;7.596855;0.011;274.088;3.172;234;043599.860;2.779;1777.66407;-1;7.8904837421134;1846.3731956545355;-0.29362874211340007
52;143;91;234;Pa;40338.921;4.094;7.594683;0.017;2193.896;4.000;234;043305.615;4.395;1777.155822;1;7.891204521243135;1846.5418579708935;-0.29652152124313513
50;142;92;234;U;38145.025;1.130;7.600715;0.005;-1809.846;8.321;234;040950.370;1.213;1778.5673100000001;-1;7.900135973063057;1848.6318176967554;-0.29942097306305726
48;141;93;234;Np;39954.871;8.397;7.589637;0.036;-395.100;10.752;234;042893.320;9.014;1775.975058;1;7.892246750410235;1846.785739595995;-0.30260975041023563
46;140;94;234;Pu;40349.971;6.798;7.584605;0.029;-4111;159;234;043317.478;7.298;1774.79757;-1;7.892568200447602;1846.860958904739;-0.3079632004476025
44;139;95;234;Am;44461;159;7.564;1;-2263;159;234;047731;170;1769.976;1;7.876068976012222;1843.00014038686;-0.31206897601222217
42;138;96;234;Cm;46724.633;17.394;7.550676999999999;0.074;-6731;143;234;050160.959;18.673;1766.8584179999998;-1;7.867780424267031;1841.0606192784853;-0.31710342426703164
40;137;97;234;Bk;53455;142;7.519;1;*;;234;057387;153;1759.4460000000001;1;7.842671198049093;1835.1850603434877;-0.3236711980490927
59;147;88;235;Ra;51130;300;7.561;1;3773;300;235;054890;322;1776.835;0;7.8477501893284884;1844.2212944921948;-0.2867501893284885
57;146;89;235;Ac;47357.155;13.972;7.573504;0.059;3339.406;19.113;235;050840.000;15.000;1779.77344;0;7.864658130920058;1848.1946607662137;-0.2911541309200585
55;145;90;235;Th;44017.749;13.041;7.584385;0.055;1728.853;19.113;235;047255.000;14.000;1782.330475;0;7.8772950479305015;1851.1643362636678;-0.29291004793050135
53;144;91;235;Pa;42288.896;13.972;7.588412999999999;0.059;1370.050;14.017;235;045399.000;15.000;1783.2770549999998;0;7.885660940359816;1853.1303209845569;-0.29724794035981716
51;143;92;235;U;40918.846;1.117;7.590914;0.005;-124.262;0.852;235;043928.190;1.199;1783.8647899999999;0;7.889755808208005;1854.0926149288812;-0.2988418082080049
49;142;93;235;Np;41043.108;1.389;7.587056;0.006;-1139.302;20.499;235;044061.591;1.491;1782.95816;0;7.889579651475069;1854.0512180966412;-0.3025236514750693
47;141;94;235;Pu;42182.410;20.521;7.578879;0.087;-2443.019;56.045;235;045284.682;22.030;1781.0365649999999;0;7.885132470161004;1853.006130487836;-0.30625347016100424
45;140;95;235;Am;44625.429;52.192;7.565154000000001;0.222;-3408;208;235;047907.371;56.030;1777.8111900000001;0;7.876414264265812;1850.9573521024658;-0.31126026426581177
43;139;96;235;Cm;48034;201;7.547;1;-4670;448;235;051567;216;1773.5449999999998;0;7.863425033789496;1847.9048829405315;-0.31642503378949627
41;138;97;235;Bk;52704;401;7.524;2;*;;235;056580;430;1768.14;0;7.846164778732052;1843.8487230020323;-0.32216477873205207
58;147;89;236;Ac;51220.992;38.191;7.559242;0.162;4965.795;40.667;236;054988.000;41.000;1783.9811120000002;1;7.849755530278357;1852.5423051456924;-0.290513530278357
56;146;90;236;Th;46255.198;13.972;7.576968;0.059;921.248;19.760;236;049657.000;15.000;1788.164448;-1;7.869901235439754;1857.2966915637821;-0.29293323543975447
54;145;91;236;Pa;45333.950;13.972;7.577557;0.059;2889.306;14.017;236;048668.000;15.000;1788.3034519999999;1;7.873452562316934;1858.1348047067963;-0.29589556231693415
52;144;92;236;U;42444.644;1.113;7.5864840000000004;0.005;-933.534;50.415;236;045566.201;1.194;1790.4102240000002;-1;7.8851233380791355;1860.889107786676;-0.298639338079135
50;143;93;236;Np;43378.178;50.421;7.579214;0.214;476.585;50.389;236;046568.392;54.129;1788.694504;1;7.880199735557121;1859.7271375914806;-0.3009857355571208
48;142;94;236;Pu;42901.593;1.811;7.5779179999999995;0.008;-3139;112;236;046056.756;1.944;1788.3886479999999;-1;7.88339558192013;1860.4813573331508;-0.3054775819201305
46;141;95;236;Am;46041;112;7.561;0;-1814;113;236;049427;120;1784.396;1;7.869997049998921;1857.3193037997453;-0.3089970499989212
44;140;96;236;Cm;47855.045;18.315;7.550299;0.078;-5687;401;236;051374.506;19.662;1781.870564;-1;7.864717966962733;1856.0734402032049;-0.31441896696273286
42;139;97;236;Bk;53542;401;7.523;2;*;;236;057480;430;1775.4279999999999;1;7.842844505642328;1850.9113033315896;-0.3198445056423287
59;148;89;237;Ac;54020;400;7.55;2;4065;400;237;057993;429;1789.35;0;7.840642424473831;1858.232254600298;-0.29064242447383126
57;147;90;237;Th;49955.092;15.835;7.563443;0.067;2427.473;20.514;237;053629.000;17.000;1792.5359910000002;0;7.855917469244522;1861.8524402109517;-0.2924744692445218
55;146;91;237;Pa;47527.619;13.041;7.570384;0.055;2137.425;13.096;237;051023.000;14.000;1794.181008;0;7.866988199639079;1864.4762033144616;-0.2966041996390789
53;145;92;237;U;45390.194;1.203;7.576102;0.005;518.534;0.520;237;048728.380;1.291;1795.5361739999998;0;7.873854615657504;1866.1035439108284;-0.29775261565750455
51;144;93;237;Np;44871.659;1.120;7.5749889999999995;0.005;-220.063;1.294;237;048171.710;1.202;1795.272393;0;7.876516717299796;1866.7344620000517;-0.30152771729979655
49;143;94;237;Pu;45091.722;1.697;7.570759;0.007;-1478;59;237;048407.957;1.822;1794.269883;0;7.874974504565957;1866.3689575821318;-0.30421550456595714
47;142;95;237;Am;46570;59;7.561;0;-2677;93;237;049995;64;1791.9569999999999;0;7.8692279774559815;1865.0070306570676;-0.3082279774559815
45;141;96;237;Cm;49247.085;70.960;7.5466239999999996;0.299;-3941;235;237;052868.923;76.178;1788.5498879999998;0;7.859277135969873;1862.64868122486;-0.31265313596987365
43;140;97;237;Bk;53188;224;7.527;1;-4751;241;237;057100;241;1783.8990000000001;0;7.845121980107634;1859.2939092855092;-0.3181219801076338
41;139;98;237;Cf;57938.921;87.287;7.503347;0.368;*;;237;062199.993;93.706;1778.2932389999999;0;7.826762509869261;1854.9427148390148;-0.32341550986926126
58;148;90;238;Th;52525;283;7.555;1;1631;284;238;056388;304;1798.09;-1;7.847673268454209;1867.7462378921018;-0.2926732684542097
56;147;91;238;Pa;50894.038;15.835;7.558344;0.067;3586.255;15.906;238;054637.000;17.000;1798.885872;1;7.853961691072731;1869.24288247531;-0.2956176910727306
54;146;92;238;U;47307.783;1.493;7.570125;0.006;-146.874;1.201;238;050786.996;1.602;1801.68975;-1;7.868280028664139;1872.650646822065;-0.298155028664139
52;145;93;238;Np;47454.656;1.138;7.566221;0.005;1291.443;0.457;238;050944.671;1.221;1800.7605979999998;1;7.86622531751823;1872.1616255693389;-0.30000431751823076
50;144;94;238;Pu;46163.213;1.139;7.568359999999999;0.005;-2258.273;50.688;238;049558.250;1.222;1801.2696799999999;-1;7.872200521345209;1873.5837240801598;-0.3038405213452098
48;143;95;238;Am;48421.487;50.700;7.555584;0.213;-1023.701;52.145;238;051982.607;54.428;1798.2289919999998;1;7.861802676434872;1871.1090369914994;-0.306218676434872
46;142;96;238;Cm;49445.188;12.234;7.547996;0.051;-4771;255;238;053081.595;13.133;1796.423048;-1;7.859434746497417;1870.5454696663853;-0.31143874649741665
44;141;97;238;Bk;54216;255;7.525;1;-3061;392;238;058203;274;1790.95;1;7.840693767822648;1866.0851167417902;-0.3156937678226477
42;140;98;238;Cf;57278;298;7.509;1;*;;238;061490;320;1787.142;-1;7.829982704120764;1863.5358835807417;-0.32098270412076335
59;149;90;239;Th;56450;400;7.541;2;3113;445;239;060602;429;1802.299;0;7.832939460604936;1872.0725310845796;-0.2919394606049357
57;148;91;239;Pa;53337;196;7.55;1;2765;196;239;057260;210;1804.45;0;7.846624965113621;1875.3433666621554;-0.29662496511362146
55;147;92;239;U;50572.718;1.503;7.558561;0.006;1261.661;1.493;239;054292.048;1.613;1806.496079;0;7.856171253994464;1877.624929704677;-0.2976102539944643
53;146;93;239;Np;49311.057;1.311;7.560567;0.005;722.774;0.930;239;052937.599;1.407;1806.9755129999999;0;7.861578327247465;1878.9172202121442;-0.3010113272474655
51;145;94;239;Pu;48588.282;1.113;7.5603180000000005;0.005;-802.142;1.664;239;052161.669;1.195;1806.9160020000002;0;7.862846184872621;1879.2202381845566;-0.3025281848726209
49;144;95;239;Am;49390.424;1.982;7.553688;0.008;-1756.602;54.058;239;053022.803;2.128;1805.331432;0;7.859974826869937;1878.533983621915;-0.306286826869937
47;143;96;239;Cm;51147.025;54.047;7.5430649999999995;0.226;-3103;214;239;054908.593;58.022;1802.7925349999998;0;7.852964253239408;1876.8584565242186;-0.3098992532394087
45;142;97;239;Bk;54250;207;7.527;1;-4019;294;239;058240;222;1798.953;0;7.841814463981038;1874.193656891468;-0.31481446398103774
43;141;98;239;Cf;58269;209;7.507;1;-5287;364;239;062554;224;1794.173;0;7.8265254590948246;1870.539584723663;-0.3195254590948249
41;140;99;239;Es;63556;298;7.481;1;*;;239;068230;320;1787.959;0;7.807097238580768;1865.8962400208036;-0.32609723858076833
58;149;91;240;Pa;56910;200;7.538;1;4194;200;240;061095;215;1809.1200000000001;1;7.832825881581692;1879.878211579606;-0.29482588158169154
56;148;92;240;U;52715.505;2.553;7.55177;0.011;399.233;17.083;240;056592.425;2.740;1812.4248;-1;7.849703433541994;1883.9288240500787;-0.29793343354199386
54;147;93;240;Np;52316.272;17.032;7.550173;0.071;2190.891;17.015;240;056163.830;18.284;1812.04152;1;7.850424449822653;1884.1018679574368;-0.30025144982265317
52;146;94;240;Pu;50125.380;1.106;7.556042000000001;0.005;-1384.789;13.788;240;053811.812;1.187;1813.45008;-1;7.859087493466734;1886.1809984320162;-0.30304549346673326
50;145;95;240;Am;51510.169;13.832;7.547013;0.058;-214.137;13.897;240;055298.444;14.849;1811.28312;1;7.851594001431172;1884.3825603434814;-0.3045810014311723
48;144;96;240;Cm;51724.306;1.906;7.542861;0.008;-3940;150;240;055528.329;2.046;1810.28664;-1;7.852042536759032;1884.4902088221677;-0.3091815367590316
46;143;97;240;Bk;55664;150;7.523;1;-2327;151;240;059758;161;1805.52;1;7.836334536407247;1880.7202887377393;-0.31333453640724773
44;142;98;240;Cf;57990.944;18.700;7.51023;0.078;-6208;401;240;062255.842;20.075;1802.4551999999999;-1;7.828568563418887;1878.856455220533;-0.31833856341888733
42;141;99;240;Es;64199;401;7.481;2;*;;240;068920;430;1795.44;1;7.80464605475088;1873.1150531402113;-0.3236460547508804
59;150;91;241;Pa;59640;300;7.528;1;3443;358;241;064026;322;1814.2479999999998;0;7.824662774862822;1885.74372874194;-0.29666277486282233
57;149;92;241;U;56197;196;7.539;1;1937;208;241;060330;210;1816.899;0;7.83680064781188;1888.668956122663;-0.2978006478118802
55;148;93;241;Np;54260.175;70.719;7.54427;0.293;1305.000;70.711;241;058250.697;75.920;1818.16907;0;7.84486284461105;1890.6119455512633;-0.3005928446110504
53;147;94;241;Pu;52955.175;1.106;7.546439;0.005;20.780;0.166;241;056849.722;1.187;1818.6917990000002;0;7.848849365260333;1891.57269702774;-0.30241036526033227
51;146;95;241;Am;52934.395;1.114;7.543278;0.005;-767.434;1.168;241;056827.413;1.195;1817.929998;0;7.848760209759725;1891.5512105520936;-0.30548220975972473
49;145;96;241;Cm;53701.830;1.608;7.536848;0.007;-2330;200;241;057651.288;1.726;1816.380368;0;7.844595378109228;1890.547486124324;-0.30774737810922836
47;144;97;241;Bk;56032;200;7.524;1;-3295;260;241;060153;215;1813.284;0;7.836354870308841;1888.5615237444306;-0.312354870308841
45;143;98;241;Cf;59327;166;7.507;1;-4537;280;241;063690;178;1809.187;0;7.824038686358566;1885.5933234124145;-0.3170386863585666
43;142;99;241;Es;63863;225;7.485;1;-5263;374;241;068560;242;1803.885;0;7.807646826258405;1881.6428851282756;-0.3226468262584046
41;141;100;241;Fm;69126;298;7.46;1;*;;241;074210;320;1797.86;0;7.787179290008351;1876.7102088920126;-0.3271792900083508
58;150;92;242;U;58620;201;7.532;1;1203;283;242;062931;215;1822.744;-1;7.829486035154001;1894.735620507268;-0.29748603515400074
56;149;93;242;Np;57416.932;200.004;7.533403;0.826;2700.000;200.000;242;061639.615;214.713;1823.083526;1;7.832893024585304;1895.5601119496434;-0.29949002458530405
54;148;94;242;Pu;54716.932;1.245;7.541327;0.005;-751.140;0.708;242;058741.045;1.336;1825.0011339999999;-1;7.844155757915735;1898.285693415608;-0.3028287579157354
52;147;95;242;Am;55468.072;1.119;7.534991;0.005;664.309;0.414;242;059547.428;1.200;1823.4678219999998;1;7.839473796529849;1897.1526587602234;-0.30448279652984933
50;146;96;242;Cm;54803.764;1.142;7.534503;0.005;-2930;200;242;058834.263;1.225;1823.349726;-1;7.84264757904309;1897.9207141284278;-0.30814457904309034
48;145;97;242;Bk;57734;200;7.519;1;-1653;200;242;061980;215;1819.598;1;7.829876666840017;1894.830153375284;-0.31087666684001647
46;144;98;242;Cf;59386.966;12.892;7.509098;0.053;-5414;256;242;063754.533;13.840;1817.201716;-1;7.8249614985360685;1893.6406826457285;-0.31586349853606865
44;143;99;242;Es;64801;256;7.483;1;-3598;475;242;069567;275;1810.886;1;7.804101635515805;1888.5925957948248;-0.32110163551580495
42;142;100;242;Fm;68400;401;7.465;2;*;;242;073430;430;1806.53;-1;7.791097516394666;1885.4455989675093;-0.32609751639466644
59;151;92;243;U;62360;300;7.518;1;2484;302;243;066946;322;1826.874;0;7.8158329513874945;1899.2474071871611;-0.29783295138749466
57;150;93;243;Np;59876;32;7.525;0;2121;32;243;064279;34;1828.575;0;7.82646371298494;1901.8306822553404;-0.30146371298493957
55;149;94;243;Pu;57754.602;2.542;7.531008;0.010;579.556;2.622;243;062002.119;2.728;1830.034944;0;7.833080828717328;1903.4386413783109;-0.30207282871732843
53;148;95;243;Am;57175.046;1.388;7.530173;0.006;-6.952;1.569;243;061379.940;1.490;1829.832039;0;7.835684298584661;1904.0712845560724;-0.3055112985846611
51;147;96;243;Cm;57181.998;1.496;7.526925;0.006;-1507.695;4.506;243;061387.403;1.606;1829.0427750000001;0;7.834274122586934;1903.728611788625;-0.3073491225869338
49;146;97;243;Bk;58689.693;4.524;7.517501;0.019;-2300;114;243;063005.980;4.857;1826.752743;0;7.8288503007241514;1902.4106230759687;-0.31134930072415123
47;145;98;243;Cf;60990;114;7.505;0;-3757;236;243;065475;123;1823.715;0;7.819412832996312;1900.1173184181037;-0.31441283299631184
45;144;99;243;Es;64747;207;7.486;1;-4640;298;243;069509;222;1819.098;0;7.805961719403414;1896.8486978150297;-0.31996171940341434
43;143;100;243;Fm;69387;215;7.464;1;*;;243;074490;231;1813.7520000000002;0;7.78849695994546;1892.604761266747;-0.3244969599454599
58;151;93;244;Np;63202;298;7.514;1;3396;298;244;067850;320;1833.4160000000002;1;7.813722149806991;1906.5482045529059;-0.29972214980699086
56;150;94;244;Pu;59806.028;2.346;7.524814999999999;0.010;-73.168;2.686;244;064204.415;2.518;1836.0548599999997;-1;7.8274996443187295;1909.90991321377;-0.3026846443187301
54;149;95;244;Am;59879.196;1.492;7.521308;0.006;1427.300;1.000;244;064282.964;1.601;1835.1991520000001;1;7.825539751887108;1909.4316994604544;-0.3042317518871078
52;148;96;244;Cm;58451.896;1.107;7.523952;0.005;-2261.989;14.357;244;062750.694;1.188;1835.844288;-1;7.831350883253903;1910.8496155139524;-0.30739888325390297
50;147;97;244;Bk;60713.885;14.399;7.511475000000001;0.059;-764.294;14.572;244;065179.039;15.457;1832.7999000000002;1;7.821424627677338;1908.4276091532704;-0.30994962767733725
48;146;98;244;Cf;61478.179;2.618;7.505136;0.011;-4547;181;244;065999.543;2.810;1831.2531840000001;-1;7.819269395899186;1907.9017325994014;-0.31413339589918543
46;145;99;244;Es;66026;181;7.483;1;-2940;271;244;070881;195;1825.8519999999999;1;7.801376777177677;1903.5359336313531;-0.31837677717767754
44;144;100;244;Fm;68966;201;7.468;1;*;;244;074038;216;1822.192;-1;7.791255182254582;1901.0662644701179;-0.3232551822545817
59;152;93;245;Np;65890;300;7.505;1;2712;300;245;070736;322;1838.725;0;7.806469724927945;1912.5850826073465;-0.3014697249279452
57;151;94;245;Pu;63178.179;13.620;7.513281;0.056;1277.710;13.733;245;067824.568;14.621;1840.753845;0;7.815632563360113;1914.8299780232278;-0.30235156336011304
55;150;95;245;Am;61900.469;1.887;7.515303;0.008;895.889;1.549;245;066452.890;2.025;1841.249235;0;7.820842325088842;1916.1063696467663;-0.30553932508884163
53;149;96;245;Cm;61004.580;1.150;7.515766999999999;0.005;-809.256;1.496;245;065491.113;1.234;1841.362915;0;7.822099010114124;1916.4142574779605;-0.3063320101141249
51;148;97;245;Bk;61813.836;1.793;7.509270000000001;0.007;-1571.374;2.586;245;066359.885;1.924;1839.7711500000003;0;7.819402618435966;1915.7536415168115;-0.31013261843596496
49;147;98;245;Cf;63385.210;2.428;7.499663;0.010;-2981;200;245;068046.825;2.606;1837.417435;0;7.812753150054364;1914.1245217633193;-0.31309015005436436
47;146;99;245;Es;66366;200;7.484;1;-3821;279;245;071247;215;1833.58;0;7.802150604969318;1911.526898217483;-0.31815060496931835
45;145;100;245;Fm;70187;195;7.466;1;-5085;362;245;075349;209;1829.17;0;7.787594983180831;1907.9607708793037;-0.32159498318083113
43;144;101;245;Md;75272;305;7.442;1;*;;245;080808;328;1823.29;0;7.769086284688901;1903.4261397487805;-0.32708628468890044
58;152;94;246;Pu;65394.801;14.985;7.506539;0.061;401;14;246;070204.209;16.087;1846.608594;-1;7.809208820053871;1921.0653697332523;-0.3026698200538709
56;151;95;246;Am;64994;18;7.505;0;2377;18;246;069774;19;1846.23;1;7.809884751636261;1921.2316489025202;-0.30488475163626116
54;150;96;246;Cm;62616.967;1.526;7.511470999999999;0.006;-1350.000;60.000;246;067222.082;1.638;1847.8218659999998;-1;7.818248510820019;1923.2891336617247;-0.3067775108200195
52;149;97;246;Bk;63966.967;60.019;7.502803;0.244;-123.325;60.020;246;068671.367;64.433;1845.689538;1;7.811077791308207;1921.5251366618188;-0.30827479130820645
50;148;98;246;Cf;64090.292;1.515;7.499121;0.006;-3810;224;246;068803.762;1.626;1844.783766;-1;7.811594899397762;1921.6523452518495;-0.31247389939776227
48;147;99;246;Es;67901;224;7.48;1;-2288;224;246;072894;240;1840.0800000000002;1;7.796577528791746;1917.9580720827694;-0.31657752879174517
46;146;100;246;Fm;70188.833;15.333;7.46797;0.062;-5926;260;246;075350.815;16.460;1837.1206200000001;-1;7.789247985787097;1916.1550045036258;-0.32127798578709665
44;145;101;246;Md;76115;259;7.441;1;*;;246;081713;278;1830.4859999999999;1;7.766383964086877;1910.530455165372;-0.3253839640868774
59;153;94;247;Pu;69108;196;7.494;1;1954;220;247;074190;210;1851.018;0;7.79659202199587;1925.75822943298;-0.30259202199587065
57;152;95;247;Am;67153;100;7.499;0;1620;100;247;072092;107;1852.253;0;7.804324847173334;1927.6682372518137;-0.30532484717333475
55;151;96;247;Cm;65533.143;3.797;7.501931;0.015;43.581;6.324;247;070352.726;4.076;1852.976957;0;7.808163749844482;1928.6164462115871;-0.3062327498444821
53;150;97;247;Bk;65489.562;5.189;7.498939999999999;0.021;-614.341;16.188;247;070305.940;5.570;1852.2381799999998;0;7.808108730009313;1928.6028563123004;-0.309168730009314
51;149;98;247;Cf;66103.903;15.334;7.493285;0.062;-2474.485;24.760;247;070965.462;16.461;1850.8413950000001;0;7.804159787667833;1927.6274675539546;-0.3108747876678324
49;148;99;247;Es;68578.388;19.441;7.4801;0.079;-3094;116;247;073621.932;20.870;1847.5847;0;7.796316922820033;1925.6902799365482;-0.31621692282003266
