N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;delta;delta_I4;bind_ene_total;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene;Diff_bind_ene_total;atomic_mass_teo;atomic_mass_calc;Diff_atomic_mass;mass_excess_calc;Diff_mass_excess;bind_ene_calc;Diff_bind_ene_calcs;B_e;M_N_teo;M_N_exp;Diff_nuclear_mass;M_N_ws4;WS4_diff;bind_ene_total_;prediction_i3;difference_i3;prediction_i4;difference_i4
21;75;54;129;Xe;-88696.06975;0.00505;8.4313904;0.0003;-1197.0197;4.5532;128;120074.04331000544;5.0486980421624e-06;0;0;1087.6493616;8.417536666952502;1085.8622300368727;0.0138537330474974;1.787131563127332;120075.83045499088;120074.04332342776;-1.3422322808764877e-05;-88696.0698745634;0.0001245634048245;8.431390504048963;-1.0404896322313567e-07;0.2023782777170466;120048.43888993132;120046.65174494588;-1.7871449854428647;120047.01701482046;-0.3652698745863745;1087.6493616;1087.6724853515625;-0.02312375156247981;1087.5931396484375;0.05622195156252019
19;74;55;129;Cs;-87499.05;4.553;8.4160465;0.0353;-2438.1843;10.5627;128;120075.24032890669;0.0045531431789833;0;0;1085.6699985;8.410799543631502;1084.9931411284638;0.0052469563684987;0.6768573715362436;120075.91719729484;120075.2403399233;-1.1016614735126495e-05;-87499.05097330823;0.0009733082260936;8.416046585400125;-8.540012430557908e-08;0.2116191183447138;120048.02387412524;120047.34700573709;-0.6768683881527977;120047.4743567104;-0.1273509733000537;1085.6699985;1085.718994140625;-0.0489956406249803;1085.7840576171875;-0.1140591171874803
17;73;56;129;Ba;-85060.866;10.504;8.3910811;0.0814;-3737.3247;21.628;128;120077.67851379167;0.0105035275135467;0;0;1082.4494619;8.39164431506786;1082.522116643754;-0.00056321506786;-0.0726547437539011;120077.6058751751;120077.67852991883;-1.6127174603752792e-05;-85060.86608831909;8.831909508444369e-05;8.391081225016883;-1.2501688395616384e-07;0.2211133461472647;120049.21104728262;120049.2836858992;0.0726386165770236;120048.97345198752;0.3102339116594521;1082.4494619;1082.7197265625;-0.2702646625000398;1082.5120849609375;-0.06262306093753978
15;72;57;129;La;-81323.541;21.343;8.3560449;0.1655;-5036.0370;35.1633;128;120081.41583859922;0.0213433243985363;0;0;1077.9297921;8.360070981261574;1078.449156582743;-0.0040260812615731;-0.519364482742958;120080.89648863164;120081.4158531144;-1.4515186194330454e-05;-81323.54128078635;0.0002807863493217;8.356045012520793;-1.1252079268331273e-07;0.2308640983376405;120052.00041254066;120052.51976250822;0.519349967566086;120052.441903789;0.0778587192180566;1077.9297921;1078.0638427734375;-0.13405067343751398;1077.787841796875;0.14195030312498602
13;71;58;129;Ce;-76287.504;27.945;8.3109411;0.2166;-6513.9383;40.8585;128;120086.45187577356;0.0279448231115999;0;0;1072.1114019;8.316079542212641;1072.7742609454308;-0.0051384422126403;-0.6628590454306504;120085.78903766454;120086.45189670996;-2.0936422515660524e-05;-76287.50410645624;0.0001064562384271;8.310941262297804;-1.62297803640854e-07;0.2408745598992669;120056.3919730844;120057.05481119342;0.6628381090122275;120057.10521529987;-0.0504041064559714;1072.1114019;1072.336181640625;-0.2247797406250811;1072.1016845703125;0.009717329687418896
11;70;59;129;Pr;-69773.566;29.808;8.254380800000002;0.2311;-7399;204.0;128;120092.96581404086;0.02980781131904;0;0;1064.8151232000002;8.259669997921069;1065.497429731818;-0.0052891979210674;-0.6823065318176305;120092.2835222737;120092.96582880552;-1.4764664229005575e-05;-69773.56583914763;-0.0001608523743925;8.25438091445472;-1.1445471770343829e-07;0.251147965655723;120062.38573214864;120063.0680239158;0.682291767152492;120063.08378975496;-0.0157658391544828;1064.8151232000002;1065.087646484375;-0.27252328437475626;1064.9888916015625;-0.17376840156225626
9;69;60;129;Nd;-62375.0;202.0;8.191;2.0;-9195;362.0;128;120100.36467170667;0.20213422050724;0;0;1056.639;8.190842348386848;1056.6186629419035;0.0001576516131525;0.0203370580966293;120100.37994245916;120100.35960540108;0.0050663056026678;-62374.70817331536;-0.2918266846390906;8.190960726313124;3.927368687683952e-05;0.2616876023281217;120069.98169302008;120069.9664222676;-0.0152707524830475;120070.17503044094;-0.2086081733432365;1056.639;1056.69775390625;-0.05875390625010368;1056.58056640625;0.05843359374989632
7;68;61;129;Pm;-53180.0;300.0;8.114;2.0;-10850;583.0;128;120109.55945000453;0.2999411013978399;0;0;1046.706;8.109596593609986;1046.137960575688;0.0044034063900149;0.568039424312019;120110.07829822096;120109.51025879662;0.0491912078869063;-53179.92987549155;-0.0701245084492256;8.113618672807121;0.0003813271928798;0.2724968105814297;120079.17985903945;120078.661010823;-0.5188482164376182;120079.0246406985;-0.3636298755009193;1046.706;1046.6024169921875;0.1035830078124036;1046.5894775390625;0.1165224609374036
5;67;62;129;Sm;-42330.0;500.0;8.023;4.0;*;;128;120120.40949332464;0.50021233369764;0;0;1034.967;8.01593273359048;1034.055322633172;0.0070672664095194;0.9116773668279166;120121.378589559;120120.46691219218;-0.0574188675236655;-42329.886555353456;-0.1134446465439396;8.023445107500216;-0.0004451075002158;0.2835789870608625;120089.98023360327;120089.01113736891;-0.9690962343593128;120089.27832392429;-0.2671865553566022;1034.967;1034.45263671875;0.5143632812500982;1034.123779296875;0.8432207031250982
38;84;46;130;Pd;-32730.0;300.0;8.046;2.0;13168;520.0;129;121061.5035752776;0.2999411013978399;-1;1;1045.98;7.992249995419155;1038.9924994044902;0.0537500045808441;6.9875005955098;121068.52438017716;121061.53687958165;-0.0333043040445772;-32729.90832240196;-0.0916775980404054;8.046256186954158;-0.000256186954159;0.137211124437058;121045.15563956986;121038.1348346703;-7.020804899555515;121038.5851429927;-0.4503083223971771;1045.98;1044.833984375;1.1460156250000182;1045.8031005859375;0.1768994140625182
36;83;47;130;Ag;-45898.0;424.0;8.142;3.0;15220;425.0;129;121048.3359746274;0.4238298171926;1;-1;1058.46;8.074344844695863;1049.6648298104622;0.067655155304136;8.795170189537885;121057.06970316677;121048.2745329772;0.0614416502066887;-45897.50897259505;-0.4910274049470899;8.141527371921537;0.0004726280784623;0.1445327701250351;121033.19728525444;121024.4635567151;-8.733728539344156;121024.40526568767;0.0582910274242749;1058.46;1058.111083984375;0.3489160156250364;1058.0711669921875;0.3888330078125364
34;82;48;130;Cd;-61117.597;22.356;8.2525868;0.172;8788.9322;22.4274;129;121033.1158854038;0.02235585848928;-1;1;1072.836284;8.17165862957303;1062.3156218444938;0.0809281704269704;10.520662155506216;121043.63656452826;121033.11590237277;-1.69689446920529e-05;-61117.59819619869;0.0011961986892856;8.252586930530379;-1.305303793941448e-07;0.1520841714204825;121019.26069906657;121008.74001994212;-10.520679124456365;121008.2166181383;0.5234018038172508;1072.836284;1072.1666259765625;0.6696580234374778;1072.44580078125;0.3904832187499778
32;81;49;130;In;-69906.53;1.79;8.314176;0.0138;10225.6870;2.5905;129;121024.326953498;0.0017894001732461;1;-1;1080.84288;8.229277263209804;1069.8060442172746;0.0848987367901958;11.036835782725348;121035.36379555103;121024.32695976832;-6.270318408496678e-06;-69906.53010199293;0.000101992933196;8.314176048233191;-4.82331916629164e-08;0.1598681598605674;121010.4847151271;120999.44787307404;-11.036842053043074;120999.06210317604;0.3857698979991255;1080.84288;1079.9957275390625;0.8471524609374228;1080.6787109375;0.1641690624999228
30;80;50;130;Sn;-80132.217;1.873;8.386816999999999;0.0144;2153.4702;14.1129;129;121014.10126645675;0.0018723031484771;-1;1;1090.2862099999998;8.302114832447035;1079.2749282181146;0.0847021675529635;11.011281781885144;121025.11256494575;121014.10128316388;-1.6707112081348896e-05;-80132.21714324017;0.0001432401622878;8.38681712851629;-1.285162909425708e-07;0.1678875975630565;120999.73050500882;120988.71920651982;-11.011298489000184;120988.78252366307;-0.0633171432564267;1090.2862099999998;1089.5439453125;0.7422646874997554;1089.85302734375;0.4331826562497554
28;79;51;130;Sb;-82285.687;14.212;8.3973641;0.1093;5067.2728;14.2124;129;121011.94779647054;0.014211805540456;1;-1;1091.657333;8.335257250443878;1083.583442557704;0.0621068495561232;8.073890442296033;121020.02170400172;121011.94781355944;-1.708889612928033e-05;-82285.68712946252;0.000129462510813;8.397364231453013;-1.3145301203110193e-07;0.1761453794546671;120994.136902896;120986.06299536482;-8.073907531186705;120986.09638249427;-0.0333871294715208;1091.657333;1091.2667236328125;0.39060936718760786;1091.510986328125;0.14634667187510786
26;78;52;130;Te;-87352.96;0.011;8.4303251;0.0003;-416.7716;3.1537;129;121006.88052350446;1.024643514092e-05;-1;1;1095.942263;8.383618604041175;1089.8704185253528;0.0467064959588245;6.071844474647151;121012.9523814296;121006.88053695497;-1.3450509868562222e-05;-87352.96009553944;9.55394352786243e-05;8.430325203465495;-1.0346549572659569e-07;0.184644435472131;120986.5650804292;120980.49322250404;-6.0718579251552;120980.9192825996;-0.4260600955749396;1095.942263;1096.014404296875;-0.0721412968750883;1095.810791015625;0.1314719843749117
24;77;53;130;I;-86936.188;3.154;8.4211011;0.0243;2944.2864;3.1537;129;121007.29729539085;0.0031531075410921;1;-1;1094.743143;8.39228480639808;1090.9970248317504;0.0288162936019187;3.7461181682494953;121011.0434285188;121007.29731035056;-1.4959718100726604e-05;-86936.18820917343;0.000209173434996;8.421101215074753;-1.1507475328187418e-07;0.1933877327385067;120984.15387186495;120980.407738737;-3.746133127962821;120980.70162694616;-0.2938882091548294;1094.743143;1094.81640625;-0.07326325000008183;1094.73095703125;0.012185968749918175
22;76;54;130;Xe;-89880.474;0.009;8.4377314;0.0003;-2980.7199;8.3567;129;121004.3530083349;9.3149410372e-06;-1;1;1096.905082;8.416169944355445;1094.102092766208;0.0215614556445551;2.8029892337920046;121007.1560139799;121004.3530247461;-1.6411198885180056e-05;-89880.47526509337;0.0012650933640543;8.437731526239972;-1.2623997136529397e-07;0.2023782777170466;120979.76444892037;120976.96144327536;-2.803005644993391;120977.53781854048;-0.5763752651109826;1096.905082;1096.9801025390625;-0.07502053906250694;1096.882568359375;0.02251364062499306
20;75;55;130;Cs;-86899.754;8.357;8.4087848;0.0643;357.0219;8.3617;129;121007.3337289197;0.0083564336044721;1;-1;1093.142024;8.400359931072419;1092.0467910394143;0.0084248689275803;1.095232960585463;121008.42896910224;121007.33373614163;-7.2219554567709565e-06;-86899.75468030813;0.0006803081341786;8.408784855553508;-5.5553508460093326e-08;0.2116191183447138;120980.53564593264;120979.4404057501;-1.0952401825488778;120979.5452604304;-0.1048546802921919;1093.142024;1092.8736572265625;0.26836677343749216;1093.1573486328125;-0.015324632812507843
18;74;56;130;Ba;-87256.776;0.287;8.405513000000001;0.0022;-5629.4021;25.9477;129;121006.9767067911;0.0002869001839457;-1;1;1092.7166900000002;8.39976885338985;1091.9699509406803;0.0057441466101515;0.7467390593196797;121007.72346259652;121006.9767235372;-1.674609666224569e-05;-87256.77680889219;0.000808892189525;8.405513128816137;-1.2881613642434786e-07;0.2211133461472647;120979.32863470404;120978.58187889862;-0.7467558054195251;120978.53325570752;0.0486231911054346;1092.7166900000002;1092.9195556640625;-0.20286566406230122;1092.7552490234375;-0.03855902343730122
16;73;57;130;La;-81627.374;25.946;8.3561919;0.1996;-2204.4611;38.1328;129;121012.60610850395;0.0259458367650168;1;-1;1086.304947;8.359482624466889;1086.7327411806957;-0.003290724466888;-0.4277941806954004;121012.17832575207;121012.60611993277;-1.1428797733969986e-05;-81627.37509602873;0.0010960287327179;8.356191987913805;-8.791380423645023e-08;0.2308640983376405;120983.28224966108;120983.71003241296;0.4277827518963022;120983.590607509;0.1194249039544956;1086.304947;1086.1751708984375;0.1297761015625838;1086.2470703125;0.05787668750008379
14;72;58;130;Ce;-79422.913;27.945;8.3332164;0.215;-8247.4488;70.0853;129;121014.81057034044;0.0279448231115999;-1;1;1083.318132;8.334415331144385;1083.47399304877;-0.0011989311443851;-0.1558610487700207;121014.65472727954;121014.81058832831;-1.7987884348258376e-05;-79422.91325957754;0.0002595775440568;8.333216538368344;-1.3836834433789138e-07;0.2408745598992669;120985.2576626994;120985.4135057603;0.1558430608856724;120985.50691901988;-0.0934132595866685;1083.318132;1083.5860595703125;-0.2679275703123949;1083.4248046875;-0.10667268749989489
12;71;59;130;Pr;-71175.464;64.273;8.2637565;0.4944;-4579.2250;70.0853;129;121023.05801913474;0.0642730931566799;1;-1;1074.288345;8.26965288658149;1075.0548752555935;-0.0058963865814902;-0.7665302555938069;121022.29149846829;121023.05802872388;-9.589144610799847e-06;-71175.46446525438;0.0004652543721022;8.2637565737626;-7.376260136027214e-08;0.251147965655723;120992.39370834322;120993.16022900968;0.7665206664532889;120993.16679347494;-0.0065644652640912;1074.288345;1074.2371826171875;0.05116238281243568;1074.35205078125;-0.06370578125006432
10;70;60;130;Nd;-66596.239;27.945;8.222513600000001;0.215;-11127;202.0;129;121027.63724414865;0.0279448231115999;-1;1;1068.926768;8.220109377619053;1068.614219090477;0.0024042223809477;0.3125489095230023;121027.94980802896;121027.63725911942;-1.4970777556300163e-05;-66596.23945135887;0.0004513588646659;8.222513715159865;-1.151598638671203e-07;0.2616876023281217;120997.55155858988;120997.23899470957;-0.3125638803030597;120997.53833416093;-0.2993394513468956;1068.926768;1068.8790283203125;0.04773967968753823;1068.867431640625;0.05933635937503823
8;69;61;130;Pm;-55470.0;200.0;8.131;2.0;-7770;447.0;129;121038.76394121758;0.2002712322997999;1;-1;1057.03;8.130870717416222;1057.0131932641088;0.0001292825837779;0.016806735891123;121038.76848725088;121038.751680515;0.0122607025841716;-55469.54238242607;-0.4576175739275641;8.13090568690319;9.43130968096284e-05;0.2724968105814297;121007.87004806937;121007.86550203606;-0.0045460333058144;121008.0416444185;-0.1761423824355006;1057.03;1056.930908203125;0.09909179687497272;1056.962646484375;0.06735351562497272
6;68;62;130;Sm;-47700.0;400.0;8.065;3.0;-14187;671.0;129;121046.5335335367;0.3996109704958799;-1;1;1048.45;8.05685099281385;1047.3906290658006;0.0081490071861498;1.059370934199478;121047.60870484474;121046.54933391056;-0.0158003738470142;-47699.95006329616;-0.0499367038355558;8.065121541337263;-0.000121541337263;0.2835789870608625;121016.210348889;121015.13517758096;-1.075171308038989;121015.39232764428;-0.2571500633202959;1048.45;1048.442138671875;0.007861328125045475;1048.3426513671875;0.10734863281254547
4;67;63;130;Eu;-33513.0;539.0;7.95;4.0;*;;129;121060.72018873636;0.53840359195016;1;-1;1033.5;7.943136116971089;1032.6076952062415;0.0068638830289113;0.8923047937585125;121061.60929209986;121060.7169873061;0.0032014302560128;-33513.29486363822;0.2948636382207041;7.949975373613415;2.4626386585069326e-05;0.2949375864193932;121029.71129579282;121028.82219242932;-0.889103363500908;121028.91518729297;-0.0929948636476183;1033.5;1033.8797607421875;-0.3797607421875;1033.8436279296875;-0.3436279296875
39;85;46;131;Pd;-25740.0;300.0;7.993;2.0;15010;583.0;130;121999.9876107519;0.2999411013978399;0;0;1047.083;7.945697219423039;1040.886335744418;0.0473027805769614;6.196664255581936;122006.1959655556;121999.99930130002;-0.0116905481263529;-25739.976568102844;-0.0234318971561151;7.993089240825382;-8.92408253818644e-05;0.137211124437058;121982.8272249483;121976.6188701446;-6.208354803704424;121977.1693467127;-0.5504765681107529;1047.083;1047.50537109375;-0.4223710937499163;1046.048583984375;1.0344160156250837
37;84;47;131;Ag;-40750.0;500.0;8.102;4.0;14462;501.0;130;121984.97751476456;0.50021233369764;0;0;1061.362;8.04462884655714;1053.8463788989854;0.05737115344286;7.515621101014631;121992.45357579656;121984.93795469556;0.0395600690098945;-40750.072555435305;0.072555435304821;8.101698014740334;0.0003019852596661;0.1445327701250351;121968.58115788424;121961.10509685226;-7.476061031993595;121961.10276940768;0.0023274445702554;1061.362;1061.471435546875;-0.10943554687491996;1060.882568359375;0.47943164062508004
35;83;48;131;Cd;-55211.76;19.238;8.2061204;0.1469;12812.6089;19.3644;130;121970.51582661584;0.0192381477241291;0;0;1075.0017724;8.131498361429005;1065.2262853471996;0.074622038570995;9.775487052800372;121980.29132274391;121970.51583569113;-9.07527282834053e-06;-55211.76070415898;0.0007041589778964;8.20612046927694;-6.92769397403481e-08;0.1520841714204825;121955.91545728222;121946.13996115414;-9.775496128073428;121945.7196218583;0.4203392958443146;1075.0017724;1075.1715087890625;-0.16973638906256383;1074.958984375;0.04278802499993617
33;82;49;131;In;-68024.369;2.205;8.2979544;0.0168;9240.2095;4.2397;130;121957.70321743708;0.0022048465435052;0;0;1087.0320264;8.206305764038628;1075.0260550890605;0.0916486359613717;12.005971310939684;121969.7092063976;121957.70323508666;-1.7649581423029304e-05;-68024.36988291006;0.0008829100552247;8.297954534729659;-1.3472965854077756e-07;0.1598681598605674;121944.83012597365;121932.82413701311;-12.005988960518152;121932.65120689606;0.1729301170562394;1087.0320264;1085.7506103515625;1.2814160484374497;1086.3555908203125;0.6764355796874497
31;81;50;131;Sn;-77264.579;3.621;8.3625183;0.0276;4716.8328;3.9621;130;121948.46300830884;0.0036207175811596;0;0;1095.4898973;8.269051054386011;1083.2456881245676;0.0934672456139882;12.244209175432388;121960.70722675766;121948.46301758224;-9.273411706089972e-06;-77264.5790111733;1.117329520639032e-05;8.36251837078936;-7.078936015147974e-08;0.1678875975630565;121935.32516682072;121923.08094837188;-12.244218448831816;121922.90422738309;0.176720988805755;1095.4898973;1094.397705078125;1.0921922218749387;1094.9747314453125;0.5151658546874387
